"","bpns-A1BIS","bpns-B05BELWIND","bpns-BelwindReefballs","bpns-BIRKENFELS","bpns-buitenratel","bpns-C05AR1Belwind","bpns-C05AR2Belwind","bpns-C05AR3Belwind","bpns-C05BELWIND","bpns-D1","bpns-GARDENCITY","bpns-KB2","bpns-Kilmore","bpns-middelkerkebank","bpns-NHSE","bpns-nieuwpoortbank","bpns-NIEUWPOORTKUST8","s-8","s-4","s-1","s-9","s-5","s-6","s-7","s-3","s-2","s-2a","s-4a","s-4b","s-4c","ws-11","ws-12A","ws-13","ws-14","ws-15","ws-15A","ws-16","ws-18","ws-23","ws-25","ws-25A","ws-25B","ws-2C","ws-6","ws-4","ws-A1","ws-A3","ws-A5","ws-DL12","ws-DL7","ws-DL9","ws-GVWSP","ws-OG10","ws-OGDL","ws-PPB","ws-PPC","ws-PVTSS","ws-SP3","ws-STEEN","ws-TRAWL","ws-W6","ws-W7","ws-WN2","bpns-OH6","ak-41","ak-42","ak-44","ak-45","ak-46","ak-47","ak-48","s-10","s-9a","ws-FZ2","ws-HW6","ws-55","ws-53A","ws-53","s-12","ws-42A","s-11","bpns-OOSTDYCK","bpns-S4","bpns-S7","bpns-Trapegeer","bpns-VG2","s-8a","bpns-W1","bpns-WENDUINEBANKW","s-10a","s-Wetteren","s-Wichelen","gn-Lier","kn-Lier","bn-Lier","bn-Walem","du-Hamveer","s-Dendermonde","s-Vlassenbroek","ws-F42","VLVS1","VLVS2","VLVS3","VLVS4","VLVS5","VLVS11","VLVS12","VLVS13","VLVS14","VLVS15","VLVS6","VLVS7","VLVS8","VLVS9","VLVS10","bpns-Whitley","bpns-WK12","bpns-WK14","bpns-WKS","bpns-WZ","me-7-2","M-6","M-5","M-4","M-3","M-1","M-2","M-4A"
"ws-F42",79320.571210752,101015.487903799,101455.102640567,118229.083624682,122122.411879694,100748.060110811,100283.234707948,100630.234290255,100550.662500936,107904.094547135,127116.351394345,98132.6062358783,110414.588255997,99718.4402070746,114062.638155092,113772.012145826,107879.234306718,49691.9970661988,82302.9025607727,114020.437042079,44566.8976870824,64083.996958349,59285.1613934992,57483.1970256953,86302.8067724301,112925.552633084,96119.2332115052,72171.642126906,69096.7672515727,66569.5285081004,25832.3869183487,21515.3758057175,25568.1104586225,20716.3313664334,24625.5915005923,24189.4785227623,19942.7604125014,18831.7314824676,22276.3414266013,21521.8536850792,21012.4715844548,19936.4577459777,25300.7702720528,24224.4936143192,24565.1905301019,24148.1607646817,23667.4910890904,23212.2948988512,42604.0926333911,44768.9884626492,43546.4363785833,43890.1094147903,42513.0081609059,41776.3357690739,23985.9534592017,22957.6476517483,25252.8870281912,44390.0375156288,42613.196207502,43517.5487407123,43749.786229306,43246.7067952054,43603.4231965549,88181.5795351129,36584.1122118858,36154.3019005803,29411.6712172484,28742.4678034176,21805.2133572153,20932.8997951367,21461.1898953324,37123.688823065,44179.0828684264,257.88618678376,968.206666184056,2884.27050433271,1931.89458058572,1370.87424439676,24795.1933404953,549.708345533349,25478.371086803,110710.991293275,71861.0426128562,63141.1459317523,117118.229907489,89692.5674679717,49777.95912846,54510.4502525898,88868.8380011067,36965.3360650888,106300.258778868,100808.403613194,67346.4316338767,65265.827038229,71083.6290777484,66836.1654804273,66293.4494853691,79931.2682079458,73626.6069124037,0,10978.2757234297,11987.1964892526,12892.0650744866,11279.1353857437,12452.0218921158,13091.6193426352,14129.4667562933,12906.8270658073,13489.5794259366,14816.2848273022,10799.3560866162,12148.1964778522,12260.7111450562,12786.0251248283,13598.239545637,110524.887417986,69785.6982112156,58423.2997521045,117098.445843726,63873.5743404407,59408.5882472463,66604.7323427854,70284.3918504998,72589.4356524047,72608.5188648138,74811.6687253098,72770.9013831317,72589.4356524047
"VLVS1",86923.3115081364,108618.228201183,109057.842937952,125831.823922066,129725.152177079,108350.800408195,107885.975005332,108232.974587639,108153.40279832,115506.83484452,134719.091691729,105735.346533263,118017.328553382,107321.180504459,121665.378452477,121374.75244321,115481.974604102,42847.9630138073,75458.8685083811,107176.402989687,37722.8636346909,57239.9629059575,52441.1273411078,50639.1629733038,79458.7727200385,106081.518580693,89275.1991591136,65327.6080745143,62252.7331991812,59725.4944557089,33435.127215733,29118.116103102,33170.8507560069,28319.0716638178,32228.3317979767,31792.2188201467,27545.5007098859,26434.4717798521,29879.0817239858,29124.5939824637,28615.2118818393,27539.1980433622,32903.5105694371,31827.2339117036,32167.9308274863,31750.9010620662,31270.2313864748,30815.0351962357,50206.8329307753,52371.7287600334,51149.1766759675,51492.8497121746,50115.74845829,49379.0760664581,31588.6937565862,30560.3879491327,32855.6273255756,51992.777813013,50215.9365048864,51120.2890380967,51352.5265266903,50849.4470925897,51206.1634939393,95784.3198324974,29740.0781594943,29310.2678481888,22567.6371648568,21898.433751026,14961.1793048238,14088.8657427452,15177.5725206884,30279.6547706735,37335.048816035,10720.3895366459,11946.4823896137,8599.35755938159,9245.44800046022,9906.0017654556,17951.1592881037,10428.5673778963,18634.3370344114,118313.73159066,79463.7829102405,70743.8862291366,124720.970204874,97295.3077653561,42933.9250760686,62113.1905499741,96471.5782984911,30121.3020126973,99456.2247264761,93964.3695608021,60502.3975814851,58421.7929858375,64239.5950253568,59992.1314280358,59449.4154329776,73087.2341555542,66782.572860012,10978.2757234297,0,1222.55208406593,1913.78935105697,1079.2527781579,1687.37748692906,3960.46992411978,4896.42339636899,5451.42936496393,4476.24229768672,6052.18423700223,2391.30769338623,2543.7591698593,2976.72081442712,3502.0347941992,4171.82833617982,118127.627715371,77388.4385086004,66026.0400494887,124701.186141111,71476.3146378253,52564.554194855,59760.698290394,63440.3577981082,65745.401600013,65764.4848124222,67967.6346729181,65926.8673307401,65745.401600013
"VLVS2",88145.8635922024,109840.780285249,110280.395022018,127054.376006132,130947.704261145,109573.352492261,109108.527089398,109455.526671705,109375.954882386,116729.386928586,135941.643775795,106957.898617329,119239.880637448,108543.732588525,122887.930536543,122597.304527276,116704.526688168,42917.7925044101,75528.6979989839,107246.23248029,37792.6931252938,57309.7923965604,52510.9568317106,50708.9924639066,79528.6022106414,106151.348071296,89345.0286497164,65397.4375651172,62322.562689784,59795.3239463117,34657.6792997989,30340.6681871679,34393.4028400727,29541.6237478837,33450.8838820426,33014.7709042126,28768.0527939518,27657.023863918,31101.6338080517,30347.1460665296,29837.7639659052,28761.7501274281,34126.062653503,33049.7859957695,33390.4829115521,32973.4531461321,32492.7834705407,32037.5872803016,51429.3850148412,53594.2808440993,52371.7287600334,52715.4017962406,51338.300542356,50601.628150524,32811.2458406521,31782.9400331986,34078.1794096415,53215.3298970789,51438.4885889523,52342.8411221626,52575.0786107563,52071.9991766557,52428.7155780052,97006.8719165633,29809.9076500972,29380.0973387916,22637.4666554596,21968.2632416288,15031.0087954266,14158.695233348,15247.4020112913,30349.4842612763,37404.8783066378,11729.3103024689,12955.4031554367,9821.90964344748,10289.9739859919,10914.9225312796,18020.9887787066,11437.4881437193,18704.1665250143,119536.283674725,80686.3349943064,71966.4383132026,125943.52228894,98517.859849422,43003.7545666714,63335.74263404,97694.130382557,30191.1315033001,99526.0542170789,94034.1990514049,60572.227072088,58491.6224764403,64309.4245159596,60061.9609186386,59519.2449235805,73157.063646157,66852.4023506149,11987.1964892526,1222.55208406593,0,904.868585234003,1149.08226876074,464.825402863164,4030.29941472262,4966.25288697183,5521.25885556677,4546.07178828956,6122.01372760507,2461.13718398907,2613.58866046214,3046.55030502996,3571.86428480203,4241.65782678266,119350.179799437,78610.9905926664,67248.5921335547,125923.738225177,72698.8667218912,52634.3836854578,59830.5277809968,63510.187288711,65815.2310906159,65834.314303025,68037.464163521,65996.6968213429,65815.2310906159
"VLVS3",88801.4956394863,110496.412332533,110936.027069302,127710.008053416,131603.336308429,110228.984539545,109764.159136682,110111.158718989,110031.58692967,117385.01897587,136597.275823079,107613.530664613,119895.512684732,109199.364635809,123543.562583827,123252.93657456,117360.158735452,43822.6610896441,76433.5665842179,108151.101065524,38697.5617105277,58214.6609817944,53415.8254169446,51613.8610491406,80433.4707958754,107056.21665653,90249.8972349504,66302.3061503512,63227.431275018,60700.1925315457,35313.3113470828,30996.3002344519,35049.0348873567,30197.2557951677,34106.5159293266,33670.4029514966,29423.6848412358,28312.655911202,31757.2658553357,31002.7781138136,30493.3960131892,29417.3821747121,34781.694700787,33705.4180430534,34046.1149588361,33629.085193416,33148.4155178247,32693.2193275856,52085.0170621252,54249.9128913833,53027.3608073174,53371.0338435245,51993.9325896399,51257.2601978079,33466.8778879361,32438.5720804826,34733.8114569254,53870.9619443629,52094.1206362362,52998.4731694466,53230.7106580402,52727.6312239396,53084.3476252892,97662.5039638473,30714.7762353312,30284.9659240256,23542.3352406937,22873.1318268628,15935.8773806606,15063.563818582,16152.2705965253,31254.3528465103,38309.7468918718,12634.1788877029,13860.2717406707,10477.5416907314,11159.2373515169,11819.7911165126,18925.8573639406,12342.3567289533,19609.0351102483,120191.915722009,81341.9670415904,72622.0703604865,126599.154336224,99173.491896706,43908.6231519054,63991.374681324,98349.762429841,31096.0000885342,100430.922802313,94939.0676366389,61477.095657322,59396.4910616743,65214.2931011936,60966.8295038726,60424.1135088144,74061.9322313911,67757.2709358489,12892.0650744866,1913.78935105697,904.868585234003,0,2053.95085399474,710.320479400296,4935.16799995662,5871.12147220583,6426.12744080077,5450.94037352356,7026.88231283907,3366.00576922307,3518.45724569614,3951.41889026396,4476.73287003604,5146.52641201666,120005.81184672,79266.6226399504,67904.2241808386,126579.370272461,73354.4987691752,53539.2522706918,60735.3963662308,64415.055873945,66720.0996758499,66739.182888259,68942.332748755,66901.5654065769,66720.0996758499
"VLVS4",87900.6703448853,109595.587037932,110035.201774701,126809.182758815,130702.511013828,109328.159244944,108863.333842081,109210.333424388,109130.761635069,116484.193681269,135696.450528478,106712.705370012,118994.687390131,108298.539341208,122642.737289226,122352.111279959,116459.333440851,41768.7102356495,74379.6157302232,106097.15021153,36643.6108565331,56160.7101277998,51361.87456295,49559.910195146,78379.5199418807,105002.265802535,88195.9463809557,64248.3552963566,61173.4804210234,58646.2416775511,34412.4860524818,30095.4749398508,34148.2095927557,29296.4305005667,33205.6906347255,32769.5776568955,28522.8595466347,27411.8306166009,30856.4405607346,30101.9528192125,29592.5707185881,28516.556880111,33880.8694061859,32804.5927484524,33145.2896642351,32728.259898815,32247.5902232236,31792.3940329845,51184.1917675241,53349.0875967822,52126.5355127163,52470.2085489235,51093.1072950389,50356.4349032069,32566.052593335,31537.7467858816,33832.9861623244,52970.1366497619,51193.2953416352,52097.6478748455,52329.8853634392,51826.8059293386,52183.5223306881,96761.6786692462,28660.8253813365,28231.015070031,21488.384386699,20819.1809728682,13881.926526666,13009.6129645874,14098.3197425306,29200.4019925157,36255.7960378772,11021.2491989599,12247.3420519277,9576.71639613014,10044.7807386746,10420.4927460144,16871.9065099459,10729.4270402103,17555.0842562536,119291.090427408,80441.1417469894,71721.2450658855,125698.329041623,98272.6666021049,41854.6722979108,63090.549386723,97448.9371352399,29042.0492345395,98376.9719483182,92885.1167826442,59423.1448033274,57342.5402076797,63160.342247199,58912.878649878,58370.1626548199,72007.9813773964,65703.3200818542,11279.1353857437,1079.2527781579,1149.08226876074,2053.95085399474,0,1613.9076716239,2881.21714596188,3817.17061821109,4372.17658680614,3396.98951952882,4972.93145884433,1312.05491522843,1464.5063917014,1897.46803626922,2422.78201604129,3092.57555802192,119104.986552119,78365.7973453493,67003.3988862376,125678.54497786,72453.6734745741,51485.3014166972,58681.4455122362,62361.1050199504,64666.1488218552,64685.2320342644,66888.3818947603,64847.6145525823,64666.1488218552
"VLVS5",88610.6889950655,110305.605688113,110745.220424881,127519.201408995,131412.529664008,110038.177895124,109573.352492261,109920.352074568,109840.78028525,117194.212331449,136406.469178658,107422.724020192,119704.706040311,109008.557991388,123352.755939406,123062.129930139,117169.352091031,43382.6179072733,75993.523401847,107711.057883153,38257.5185281569,57774.6177994235,52975.7822345737,51173.8178667698,79993.4276135045,106616.173474159,89809.8540525796,65862.2629679803,62787.3880926471,60260.1493491749,35122.5047026621,30805.4935900311,34858.2282429359,30006.4491507469,33915.7092849058,33479.5963070758,29232.878196815,28121.8492667812,31566.4592109149,30811.9714693928,30302.5893687684,29226.5755302913,34590.8880563662,33514.6113986326,33855.3083144153,33438.2785489952,32957.6088734039,32502.4126831648,51894.2104177044,54059.1062469625,52836.5541628966,53180.2271991037,51803.1259452191,51066.4535533871,33276.0712435153,32247.7654360618,34543.0048125046,53680.1552999421,51903.3139918154,52807.6665250258,53039.9040136194,52536.8245795188,52893.5409808684,97471.6973194265,30274.7330529603,29844.9227416548,23102.2920583228,22433.088644492,15495.8341982898,14623.5206362112,15712.2274141544,30814.3096641395,37869.703709501,12194.135705332,13420.2285582999,10286.7350463106,10754.7993888551,11379.7479341428,18485.8141815697,11902.3135465825,19168.9919278774,120001.109077589,81151.1603971696,72431.2637160657,126408.347691803,98982.6852522852,43468.5799695346,63800.5680369032,98158.9557854202,30655.9569061633,99990.879619942,94499.0244542681,61037.0524749511,58956.4478793035,64774.2499188228,60526.7863215017,59984.0703264436,73621.8890490202,67317.227753478,12452.0218921158,1687.37748692906,464.825402863164,710.320479400296,1613.9076716239,0,4495.12481758578,5431.07828983499,5986.08425842993,5010.89719115272,6586.83913046823,2925.96258685223,3078.4140633253,3511.37570789312,4036.6896876652,4706.48322964582,119815.0052023,79075.8159955296,67713.4175364178,126388.56362804,73163.6921247544,53099.2090883209,60295.35318386,63975.0126915741,66280.056493479,66299.1397058882,68502.2895663841,66461.5222242061,66280.056493479
"VLVS11",90425.2586959174,112120.175388965,112559.790125733,129333.771109847,133227.09936486,111852.747595976,111387.922193113,111734.92177542,111655.349986102,119008.782032301,138221.03887951,109237.293721044,121519.275741163,110823.12769224,125167.325640258,124876.699630991,118983.921791883,39207.9400670519,71818.8455616256,103536.380042932,34082.8406879356,53599.9399592022,48801.1043943524,46999.1400265484,75818.749773283,102441.495633937,85635.1762123581,61687.585127759,58612.7102524258,56085.4715089536,36937.0744035139,32620.063290883,36672.7979437878,31821.0188515988,35730.2789857577,35294.1660079277,31047.4478976669,29936.4189676331,33381.0289117668,32626.5411702447,32117.1590696203,31041.1452311432,36405.457757218,35329.1810994845,35669.8780152672,35252.8482498471,34772.1785742557,34316.9823840166,53708.7801185563,55873.6759478144,54651.1238637485,54994.7968999556,53617.695646071,52881.0232542391,35090.6409443671,34062.3351369137,36357.5745133565,55494.725000794,53717.8836926674,54622.2362258777,54854.4737144713,54351.3942803707,54708.1106817203,99286.2670202784,26100.0552127389,25670.2449014333,18927.6142181013,18258.4108042705,11321.1563580684,10448.8427959897,11537.549573933,26639.631823918,33695.0258692796,12833.7331558515,13846.1946905769,12101.3047471621,12569.369089706,12945.0810970455,14311.1363413483,12862.3579744656,14994.314087656,121815.678778441,82965.7300980215,74245.8334169176,128222.917392655,100797.254953137,39293.9021293132,65615.1377377551,99973.5254862721,26481.2790659418,95816.2017797205,90324.3466140466,56862.3746347297,54781.7700390821,60599.5720786013,56352.1084812804,55809.3924862223,69447.2112087987,63142.5499132566,13091.6193426352,3960.46992411978,4030.29941472262,4935.16799995662,2881.21714596188,4495.12481758578,0,1241.63529647587,1811.40641820839,515.77237356694,2091.71431288245,2292.26325601921,1722.39257848579,1187.53699250912,1115.24743350462,1970.34930433487,121629.574903152,80890.3856963814,69527.9872372697,128203.133328892,74978.2618256063,48924.5312480996,56120.6753436386,59800.3348513528,62105.3786532576,62124.4618656668,64327.6117261626,62286.8443839847,62105.3786532576
"VLVS12",91463.1061095755,113158.022802623,113597.637539391,130371.618523505,134264.946778518,112890.595009635,112425.769606771,112772.769189079,112693.19739976,120046.629445959,139258.886293168,110275.141134702,122557.123154821,111860.975105898,126205.173053916,125914.547044649,120021.769205541,40250.5085059126,72861.4140004863,104578.948481793,35125.4091267962,54642.5083980629,49843.6728332131,48041.7084654091,76861.3182121437,103484.064072798,86677.7446512188,62730.1535666197,59655.2786912865,57128.0399478142,37974.921817172,33657.910704541,37710.6453574458,32858.8662652569,36768.1263994158,36332.0134215858,32085.295311325,30974.2663812912,34418.8763254248,33664.3885839027,33155.0064832784,32078.9926448013,37443.3051708761,36367.0285131426,36707.7254289253,36290.6956635052,35810.0259879138,35354.8297976747,54746.6275322144,56911.5233614725,55688.9712774066,56032.6443136137,54655.5430597291,53918.8706678972,36128.4883580252,35100.1825505717,37395.4219270146,56532.5724144521,54755.7311063255,55660.0836395358,55892.3211281294,55389.2416940288,55745.9580953784,100324.114433936,27142.6236515996,26712.813340294,19970.1826569621,19300.9792431313,12363.7247969291,11491.4112348504,12580.1180127937,27682.2002627787,34737.5943081403,13871.5805695096,14884.042104235,13139.1521608201,13607.216503364,13982.9285107036,15353.704780209,13900.2053881237,16036.8825265167,122853.526192099,84003.5775116796,75283.6808305757,129260.764806313,101835.102366795,40336.4705681739,66652.9851514132,101011.37289993,27523.8475048026,96858.7702185813,91366.9150529073,57904.9430735904,55824.3384779428,61642.1405174621,57394.6769201411,56851.960925083,70489.7796476594,64185.1183521173,14129.4667562933,4896.42339636899,4966.25288697183,5871.12147220583,3817.17061821109,5431.07828983499,1241.63529647587,0,2853.9748570691,1558.34081242738,3134.28275174289,3330.1106696773,2658.346050735,2123.4904647583,1801.96436780398,2479.04014009861,122667.42231681,81928.2331100395,70565.8346509278,129240.98074255,76016.1092392643,49967.0996869603,57163.2437824993,60842.9032902135,63147.9470921184,63167.0303045275,65370.1801650234,63329.4128228454,63147.9470921184
"VLVS13",90240.4664190904,111935.383112138,112374.997848906,129148.97883302,133042.307088033,111667.955319149,111203.129916286,111550.129498593,111470.557709275,118823.989755474,138036.246602683,109052.501444217,121334.483464336,110638.335415413,124982.533363431,124691.907354164,118799.129515056,37554.2962786692,70165.2017732427,101882.736254549,32429.1968995528,51946.2961708194,47147.4606059696,45345.4962381657,74165.1059849002,100787.851845555,83981.5324239753,60033.9413393762,56959.066464043,54431.8277205708,36752.2821266868,32435.2710140559,36488.0056669607,31636.2265747718,35545.4867089306,35109.3737311006,30862.6556208398,29751.626690806,33196.2366349397,32441.7488934176,31932.3667927932,30856.3529543161,36220.6654803909,35144.3888226574,35485.0857384401,35068.05597302,34587.3862974287,34132.1901071895,53523.9878417292,55688.8836709873,54466.3315869214,54810.0046231286,53432.903369244,52696.230977412,34905.84866754,33877.5428600866,36172.7822365294,55309.932723967,53533.0914158403,54437.4439490506,54669.6814376443,54166.6020035437,54523.3184048932,99101.4747434513,24446.4114243561,24016.6011130505,17273.9704297185,16604.7670158877,9667.51256968557,8795.19900760696,9883.9057855502,24985.9880355352,32041.3820808968,12648.9408790236,13661.402413749,11916.512470335,12384.5768128789,12760.2888202184,12657.4925529655,12677.565697638,13340.6702992732,121630.886501613,82780.9378211944,74061.0411400906,128038.125115828,100612.46267631,37640.2583409304,65430.3454609281,99788.733209445,24827.635277559,94162.5579913377,88670.7028256638,55208.7308463469,53128.1262506993,58945.9282902186,54698.4646928976,54155.7486978395,67793.5674204159,61488.9061248738,12906.8270658073,5451.42936496393,5521.25885556677,6426.12744080077,4372.17658680614,5986.08425842993,1811.40641820839,2853.9748570691,0,1295.63404464172,2572.57273160365,3060.1216715777,3498.19377698734,2963.33819101067,2926.65385171301,3781.75572254326,121444.782626324,80705.5934195542,69343.1949604426,128018.341052065,74793.469548779,47270.8874597168,54467.0315552558,58146.69106297,60451.7348648749,60470.818077284,62673.9679377799,60633.2005956019,60451.7348648749
"VLVS14",90823.2187792197,112518.135472267,112957.750209035,129731.73119315,133625.059448162,112250.707679279,111785.882276416,112132.881858723,112053.310069404,119406.742115603,138618.998962812,109635.253804346,121917.235824465,111221.087775542,125565.28572356,125274.659714293,119381.881875186,38692.1676934853,71303.0731880589,103020.607669365,33567.0683143689,53084.1675856355,48285.3320207857,46483.3676529818,75302.9773997164,101925.723260371,85119.4038387914,61171.8127541923,58096.9378788591,55569.6991353869,37335.0344868161,33018.0233741852,37070.75802709,32218.9789349011,36128.2390690599,35692.1260912299,31445.4079809691,30334.3790509353,33778.988995069,33024.5012535469,32515.1191529225,31439.1053144454,36803.4178405202,35727.1411827867,36067.8380985694,35650.8083331493,35170.138657558,34714.9424673188,54106.7402018585,56271.6360311166,55049.0839470507,55392.7569832579,54015.6557293733,53278.9833375413,35488.6010276693,34460.2952202159,36755.5345966587,55892.6850840963,54115.8437759696,55020.1963091799,55252.4337977736,54749.354363673,55106.0707650225,99684.2271035806,25584.2828391722,25154.4725278666,18411.8418445347,17742.6384307039,10805.3839845017,9933.07042242307,11021.7772003663,26123.8594503513,33179.253495713,13231.6932391529,14244.1547738783,12499.2648304643,12967.3291730082,13343.0411803477,13795.3639677816,13260.3180577673,14478.5417140893,122213.638861743,83363.6901813237,74643.7935002199,128620.877475957,101195.215036439,38778.1297557466,66013.0978210574,100371.485569574,25965.5066923752,95300.4294061539,89808.5742404799,56346.602261163,54265.9976655154,60083.7997050347,55836.3361077137,55293.6201126556,68931.438835232,62626.77753969,13489.5794259366,4476.24229768672,4546.07178828956,5450.94037352356,3396.98951952882,5010.89719115272,515.77237356694,1558.34081242738,1295.63404464172,0,1575.94193931551,2808.03562958615,2238.16495205273,1703.30936607606,1631.01980707129,2486.12167790154,122027.534986454,81288.3457796835,69925.947320572,128601.093412194,75376.2219089084,48408.7588745329,55604.9029700719,59284.5624777861,61589.606279691,61608.6894921001,63811.839352596,61771.072010418,61589.606279691
"VLVS15",92149.9241805853,113844.840873633,114284.455610401,131058.436594515,134951.764849527,113577.413080644,113112.587677781,113459.587260088,113380.01547077,120733.447516969,139945.704364178,110961.959205712,123243.941225831,112547.793176908,126891.991124926,126601.365115659,120708.587276551,39969.1063804472,72580.0118750208,104297.546356327,34844.0070013308,54361.1062725974,49562.2707077476,47760.3063399437,76579.9160866783,103202.661947333,86396.3425257533,62448.7514411542,59373.876565821,56846.6378223488,38661.7398881817,34344.7287755507,38397.4634284556,33545.6843362666,37454.9444704255,37018.8314925955,32772.1133823347,31661.0844523009,35105.6943964346,34351.2066549124,33841.8245542881,32765.810715811,38130.1232418858,37053.8465841523,37394.543499935,36977.5137345149,36496.8440589235,36041.6478686844,55433.4456032241,57598.3414324822,56375.7893484163,56719.4623846235,55342.3611307389,54605.6887389069,36815.3064290349,35787.0006215815,38082.2399980243,57219.3904854619,55442.5491773352,56346.9017105455,56579.1391991392,56076.0597650386,56432.7761663881,101010.932504946,26861.2215261341,26431.4112148286,19688.7805314966,19019.5771176658,12082.3226714636,11210.009109385,12298.7158873282,27400.7981373133,34456.1921826749,14558.3986405185,15570.8601752439,13825.9702318299,14294.0345743738,14669.7465817133,15072.3026547436,14587.0234591329,15755.4804010512,123540.344263108,84690.3955826894,75970.4989015855,129947.582877323,102521.920437805,40055.0684427085,67339.803222423,101698.19097094,27242.4453793371,96577.3680931158,91085.5129274418,57623.540948125,55542.9363524773,61360.7383919966,57113.2747946756,56570.5587996175,70208.377522194,63903.7162266519,14816.2848273022,6052.18423700223,6122.01372760507,7026.88231283907,4972.93145884433,6586.83913046823,2091.71431288245,3134.28275174289,2572.57273160365,1575.94193931551,0,4383.97756890166,3814.10689136824,3279.25130539158,3206.9617463868,4062.06361721706,123354.240387819,82615.0511810492,71252.6527219376,129927.79881356,76702.927310274,49685.6975614948,56881.8416570338,60561.501164748,62866.5449666529,62885.628179062,65088.7780395579,63048.0106973799,62866.5449666529
"VLVS6",88132.9954398982,109827.912132945,110267.526869714,127041.507853828,130934.836108841,109560.484339957,109095.658937094,109442.658519401,109363.086730082,116716.518776282,135928.775623491,106945.030465024,119227.012485143,108530.864436221,122875.062384239,122584.436374972,116691.658535864,40456.6553204211,73067.5608149948,104785.095296301,35331.5559413047,54848.6552125714,50049.8196477216,48247.8552799176,77067.4650266522,103690.210887307,86883.8914657273,62936.3003811282,59861.425505795,57334.1867623227,34644.8111474947,30327.8000348637,34380.5346877686,29528.7555955796,33438.0157297385,33001.9027519085,28755.1846416477,27644.1557116138,31088.7656557476,30334.2779142254,29824.8958136011,28748.881975124,34113.1945011989,33036.9178434653,33377.614759248,32960.5849938279,32479.9153182366,32024.7191279974,51416.5168625371,53581.4126917952,52358.8606077293,52702.5336439364,51325.4323900518,50588.7599982198,32798.377688348,31770.0718808945,34065.3112573373,53202.4617447748,51425.6204366481,52329.9729698584,52562.2104584521,52059.1310243515,52415.8474257011,96994.0037642591,27348.7704661081,26918.9601548025,20176.3294714706,19507.1260576398,12569.8716114376,11697.5580493589,12786.2648273022,27888.3470772872,34943.7411226488,10541.4698998324,11553.9314345579,9809.04149114286,10277.1058336868,10652.8178410265,15559.8515947175,10570.0947184466,16243.0293410252,119523.415522421,80673.4668420023,71953.5701608984,125930.654136635,98504.9916971178,40542.6173826824,63322.8744817359,97681.2622302529,27729.9943193111,97064.9170330898,91573.0618674158,58111.0898880989,56030.4852924513,61848.2873319706,57600.8237346496,57058.1077395915,70695.9264621679,64391.2651666258,10799.3560866162,2391.30769338623,2461.13718398907,3366.00576922307,1312.05491522843,2925.96258685223,2292.26325601921,3330.1106696773,3060.1216715777,2808.03562958615,4383.97756890166,0,1384.44561094306,1461.35505844004,1986.66903821208,2834.48867872796,119337.311647132,78598.1224403621,67235.7239812505,125910.870072873,72685.998569587,50173.2465014687,57369.3905970078,61049.050104722,63354.0939066268,63373.177119036,65576.3269795318,63535.5596373539,63354.0939066268
"VLVS7",89161.3888537703,110856.305546817,111295.920283586,128069.9012677,131963.229522713,110588.877753829,110124.052350966,110471.051933273,110391.480143954,117744.912190154,136957.169037363,107973.423878897,120255.405899016,109559.257850093,123903.455798111,123612.829788844,117720.051949736,40894.7274258309,73505.6329204045,105223.167401711,35769.6280467145,55286.7273179811,50487.8917531313,48685.9273853274,77505.537132062,104128.282992716,87321.963571137,63374.3724865379,60299.4976112047,57772.2588677325,35673.2045613668,31356.1934487358,35408.9281016406,30557.1490094516,34466.4091436105,34030.2961657805,29783.5780555197,28672.5491254859,32117.1590696196,31362.6713280975,30853.2892274731,29777.275388996,35141.5879150709,34065.3112573373,34406.00817312,33988.9784076999,33508.3087321086,33053.1125418695,52444.9102764091,54609.8061056672,53387.2540216013,53730.9270578085,52353.8258039239,51617.1534120919,33826.77110222,32798.4652947666,35093.7046712094,54230.8551586469,52454.0138505202,53358.3663837305,53590.6038723242,53087.5244382236,53444.2408395731,98022.3971781312,27786.8425715178,27357.0322602123,20614.4015768803,19945.1981630495,13007.9437168473,12135.6301547687,13224.3369327119,28326.419182697,35381.8132280585,11890.3102910684,12902.7718257938,10837.434905015,11305.4992475594,11681.2112548992,15997.9237001272,11918.9351096825,16681.1014464349,120551.808936293,81701.8602558743,72981.9635747705,126959.047550508,99533.3851109899,40980.6894880921,64351.267895608,98709.6556441249,28168.0664247208,97502.9891384995,92011.1339728255,58549.1619935087,56468.557397861,62286.3594373803,58038.8958400593,57496.1798450012,71133.9985675777,64829.3372720355,12148.1964778522,2543.7591698593,2613.58866046214,3518.45724569614,1464.5063917014,3078.4140633253,1722.39257848579,2658.346050735,3498.19377698734,2238.16495205273,3814.10689136824,1384.44561094306,0,534.855585976698,958.275624339895,1628.06916632052,120365.705061004,79626.5158542343,68264.1173951226,126939.263486745,73714.3919834591,50611.3186068785,57807.4627024175,61487.1222101317,63792.1660120366,63811.2492244457,66014.3990849416,63973.6317427636,63792.1660120366
