"","bpns-W1","bpns-NIEUWPOORTKUST8","bpns-D1","bpns-OOSTDYCK","bpns-KB2","bpns-VG2","bpns-C05BELWIND","bpns-WK14","bpns-WZ","bpns-S7","bpns-WK12","bpns-S4","bpns-A1BIS","bpns-WENDUINEBANKW","bpns-OH6","bpns-GARDENCITY","bpns-NHSE","s-8","s-4","s-1","s-9","s-5","s-6","s-7","s-3","s-2","s-2a","s-4a","s-4b","s-4c","ws-11","ws-12A","ws-13","ws-14","ws-15","ws-15A","ws-16","ws-18","ws-23","ws-25","ws-25A","ws-25B","ws-2C","ws-6","ws-4","ws-A1","ws-A3","ws-A5","ws-DL12","ws-DL7","ws-DL9","ws-GVWSP","ws-OG10","ws-OGDL","ws-PPB","ws-PPC","ws-PVTSS","ws-SP3","ws-STEEN","ws-TRAWL","ws-W6","ws-W7","ws-WN2","bpns-BIRKENFELS","ak-41","ak-42","ak-44","ak-45","ak-46","ak-47","ak-48","s-10","s-9a","ws-FZ2","ws-HW6","ws-55","ws-53A","ws-53","s-12","ws-42A","s-11","bpns-B05BELWIND","bpns-C05AR1Belwind","bpns-C05AR2Belwind","bpns-C05AR3Belwind","bpns-WKS","s-8a","bpns-BelwindReefballs","bpns-Kilmore","s-10a","s-Wetteren","s-Wichelen","gn-Lier","kn-Lier","bn-Lier","bn-Walem","du-Hamveer","s-Dendermonde","s-Vlassenbroek","ws-F42"
"ws-4",29947.5563206656,83170.244340384,83215.6972971881,86152.9441148171,73554.8724925693,65096.689710415,75828.2459545196,33891.4198900514,39332.0273112862,38616.7448969267,45188.581161177,47338.6209983887,54776.4398375517,64237.8777805708,63463.9705281068,102532.943753346,89263.700283699,72133.5824097824,104932.760014553,136606.752286648,67018.2466223432,86622.7567222782,81795.2716419687,79924.0334941149,108916.709264356,135460.956980882,118797.324988798,94645.712575927,91588.2644416202,89170.0161490075,1859.62330387486,4972.90711338476,1358.00100770663,6182.1696748693,1417.55949181575,1896.62185398068,7450.9907204643,9130.20442176494,5919.18771089555,6653.85496492975,6855.09035126447,8239.75064967563,2279.12718193067,680.297748497446,0,2966.08007866579,4067.34787488112,5168.61567109553,17987.5444670776,20159.9911660611,18926.9406335169,19359.9958442994,17942.1700906519,17166.7591556643,5478.25221845819,5905.87741441504,737.261743320063,19777.8787617057,18095.0477762068,18919.5142951433,19158.6724939482,18731.3628260921,19021.20813802,93526.2008029705,59075.6661867885,58652.1016497817,51906.991818809,51252.5704174653,44281.0825302852,43413.2273899463,43926.567151164,59601.0764540151,66631.6419376958,24651.8395937313,24440.9616462774,23531.7822199392,23544.9541012395,23608.9409423158,47307.3403958477,24299.8160828258,48056.4462659802,76312.052201752,75986.3724534473,75562.8079164406,75875.3157834455,92379.9275132312,72277.8538012932,76660.202735156,85872.5894766656,59447.555424978,128902.228674606,123433.468848671,89852.3320091358,87728.6371194141,93573.9438233389,89244.619079843,88867.4276734803,102557.343778991,96083.2762102081,24484.2863443539
"ws-A1",31615.4067827653,84838.0948024836,84883.5477592877,87820.7945769167,75222.7229546689,66764.5401725147,77496.0964166192,35559.2703521511,40999.8777733859,40284.5953590264,46856.4316232767,49006.4714604884,56444.2902996513,65905.7282426704,65131.8209902065,104200.794215445,90931.5507457986,71738.2342008017,104537.411805572,136211.404077667,66622.8984133625,86227.4085132975,81399.9234329879,79528.6852851342,108521.361055376,135065.608771901,118401.976779817,94250.3643669463,91192.9162326395,88774.6679400267,4825.70338254064,3269.96936435087,4324.08108637241,4514.31921276956,2001.30020609927,1069.4582246851,5783.14025836456,7462.3539596652,3409.24236237725,4459.69519881837,4941.62888062593,6571.90018757589,5094.28072084714,2285.78233016834,2966.08007866579,0,1101.267796217,2202.53559243334,19655.3949291773,21827.8416281608,20594.7910956167,21027.8463063992,19610.0205527516,18834.609617764,2512.1721397924,2939.7973357534,3703.34182198502,21445.7292238054,19762.8982383064,20587.364757243,20826.5229560479,20399.2132881918,20689.0586001197,95194.05126507,58680.3179778078,58256.753440801,51511.6436098283,50857.2222084846,43885.7343213045,43017.8791809656,43531.2189421833,59205.7282450344,66236.2937287151,24256.4913847505,24045.6134372966,23136.4340109585,23149.6058922588,23213.5927333351,46911.992186867,23904.467873845,47661.0980569995,77979.9026638515,77654.2229155468,77230.65837854,77543.166245545,94047.7779753306,71882.5055923124,78328.0531972555,87540.4399387651,59052.2072159972,128506.880465625,123038.120639691,89456.9838001551,87333.2889104333,93178.5956143581,88849.2708708623,88472.0794644996,102161.99557001,95687.9280012273,24088.9381353732
"ws-A3",32716.6745789822,85939.3625987004,85984.8155555046,88922.0623731337,76323.9907508859,67865.8079687316,78597.3642128361,36660.538148368,42101.1455696028,41385.8631552433,47957.6994194937,50107.7392567054,57545.5580958683,67006.9960388873,66233.0887864234,105302.062011662,92032.8185420155,71273.2175311443,104072.395135915,135746.38740801,66157.8817437051,85762.3918436401,80934.9067633305,79063.6686154768,108056.344385718,134600.592102243,117936.960110159,93785.3476972889,90727.8995629821,88309.6512703693,5926.97117875598,2168.70156813401,5425.34888258775,3413.0514165526,3102.56800231627,2170.72602090182,4681.8724621476,6361.08616344824,2307.97456616029,3358.42740260141,3840.36108440897,5470.63239135893,6195.54851706247,3387.05012638368,4067.34787488112,1101.267796217,0,1101.26779621634,20756.6627253943,22929.1094243778,21696.0588918336,22129.1141026161,20711.2883489686,19935.877413981,1410.90434357707,1838.5295395364,4804.60961820036,22546.9970200224,20864.1660345234,21688.63255346,21927.7907522649,21500.4810844088,21790.3263963367,96295.3190612868,58215.3013081504,57791.7367711436,51046.6269401709,50392.2055388272,43420.7176516471,42552.8625113082,43066.2022725259,58740.7115753769,65771.2770590577,23791.4747150931,23580.5967676392,22671.417341301,22684.5892226014,22748.5760636776,46446.9755172095,23439.4512041876,47196.0813873421,79081.1704600684,78755.4907117637,78331.9261747569,78644.4340417619,95149.0457715475,71417.4889226549,79429.3209934724,88641.707734982,58587.1905463398,128041.863795967,122573.103970033,88991.9671304975,86868.2722407758,92713.5789447006,88384.2542012047,88007.0627948421,101696.978900353,95222.9113315698,23623.9214657157
"ws-A5",33817.9423751986,87040.6303949167,87086.0833517209,90023.33016935,77425.2585471022,68967.075764948,79698.6320090524,37761.8059445844,43202.4133658191,42487.1309514597,49058.96721571,51209.0070529217,58646.8258920846,68108.2638351035,67334.3565826396,106403.329807879,93134.0863382317,70808.2008614862,103607.378466257,135281.370738352,65692.865074047,85297.3751739819,80469.8900936724,78598.6519458187,107591.32771606,134135.575432585,117471.943440501,93320.3310276308,90262.8828933239,87844.6346007112,7028.23897497038,1703.68489847577,6526.61667880215,2507.55319773898,4203.83579853261,3271.99381711816,3580.60466593126,5259.8183672319,1206.70676994395,2257.15960638506,2739.09328819263,4369.36459514259,7296.81631327688,4488.31792259891,5168.61567109553,2202.53559243334,1101.26779621634,0,21857.9305216107,24030.3772205941,22797.32668805,23230.3818988325,21812.556145185,21037.1452101974,762.416166611893,737.261743320063,5905.87741441504,23648.2648162388,21965.4338307398,22789.9003496764,23029.0585484812,22601.7488806251,22891.594192553,97396.5868575031,57750.2846384923,57326.7201014855,50581.6102705128,49927.1888691691,42955.7009819889,42087.8458416501,42601.1856028678,58275.6949057188,65306.2603893996,23326.458045435,23115.5800979811,22206.4006716429,22219.5725529432,22283.5593940195,45981.9588475514,22974.4345345294,46731.064717684,80182.4382562846,79856.75850798,79433.1939709732,79745.7018379782,96250.3135677637,70952.4722529967,80530.5887896887,89742.9755311982,58122.1738766817,127576.847126309,122108.087300375,88526.9504608393,86403.2555711176,92248.5622750423,87919.2375315465,87542.0461251838,101231.962230695,94757.8946619116,23158.9047960576
"ws-DL12",17245.7904434654,70468.4784631848,70513.9314199889,73451.1782376158,60853.1066153691,50241.4584817832,57840.7014874426,21189.6540128512,26630.261434086,25914.9790197261,27739.4030319585,33902.7192059268,42074.6739603516,51536.1119033706,50762.2046509067,84545.3992862701,71276.1558166225,90121.1268768594,122920.30448163,154594.296753726,85005.7910894201,104610.301189355,99782.8161090456,97911.5779611919,126904.253731433,153448.501447959,136784.869455875,112633.257043004,109575.808908697,107157.560616084,16724.4050410836,22925.3642935282,16980.4163287123,24169.7141419469,17934.7930185509,18866.6349999653,25438.5351875419,27117.7488888426,23064.6372915546,24115.0901279957,24597.0238098033,26227.2951167533,17262.8353022668,18316.9693462326,17987.5444670776,19655.3949291773,20756.6627253943,21857.9305216107,0,2172.44669898346,988.338560790712,3085.43517949764,1179.32555537769,820.785311413288,21535.9959041556,22560.1049779966,17285.3700106916,2426.58542118762,8024.8284190701,4087.31331959949,6768.91127419416,7637.13411254443,5385.75584319672,75538.6563358936,77063.2106538654,76639.6461168586,69894.5362858864,69240.1148845428,62268.6269973629,61400.7718570241,61914.1116182418,77588.620921092,84619.1864047728,42639.384060809,42428.5061133551,41519.326687017,41532.4985683173,41596.4854093936,65294.8848629254,42287.3605499035,66043.990733058,58324.5077346747,57998.82798637,57575.2634493633,57887.7713163682,79678.1616360304,90265.3982683702,58672.6582680787,73170.8235994635,77435.0998920549,146889.773141683,141421.013315749,107839.876476213,105716.181586491,111561.488290416,107232.16354692,106854.972140557,120544.888246068,114070.820677285,42471.8308114316
"ws-DL7",15562.7676879888,68785.4557077083,68830.9086645124,71768.1554821392,59170.0838598925,48558.4357263063,55668.2547884592,19506.6312573746,24947.2386786094,24231.9562642494,26056.3802764815,32219.6964504502,40391.6512048749,49853.089147894,49079.18189543,82372.9525872868,69103.7091176392,92293.5735758427,125092.751180613,156766.74345271,87178.2377884035,106782.747888338,101955.262808029,100084.024660175,129076.700430417,155620.948146943,138957.316154858,114805.703741987,111748.25560768,109330.007315068,18896.8517400671,25097.8109925117,19152.8630276958,26342.1608409304,20107.2397175344,21039.0816989488,27610.9818865254,29290.195587826,25237.0839905381,26287.5368269792,26769.4705087868,28399.7418157367,19435.2820012503,20489.4160452161,20159.9911660611,21827.8416281608,22929.1094243778,24030.3772205941,2172.44669898346,0,1233.05053254412,2805.90390139045,2616.73730231556,2993.23201039675,23708.442603139,24732.5516769801,19457.8167096751,1445.30840439556,7815.47171483607,3877.95661536297,6559.55456995764,7427.7774083104,5176.39913896048,73366.2096369102,79235.6573528488,78812.0928158421,72066.9829848698,71412.5615835261,64441.0736963464,63573.2185560076,64086.5583172252,79761.0676200754,86791.6331037562,44811.8307597925,44600.9528123386,43691.7733860004,43704.9452673008,43768.932108377,67467.3315619087,44459.807248887,68216.4374320413,56152.0610356912,55826.3812873866,55402.8167503798,55715.3246173848,77995.1388805539,92437.8449673536,56500.2115690952,71487.8008439866,79607.5465910383,149062.219840667,143593.460014732,110012.323175196,107888.628285474,113733.934989399,109404.610245903,109027.418839541,122717.334945051,116243.267376269,44644.2775104151
"ws-DL9",16257.4518826748,69480.1399023942,69525.5928591983,72462.8396768252,59864.7680545784,49253.1199209925,56901.3053210033,20201.3154520605,25641.9228732954,24926.6404589354,26751.0644711678,32914.3806451361,41086.3353995609,50547.7733425799,49773.866090116,83606.0031198307,70336.7596501833,91060.5230432986,123859.700648069,155533.692920165,85945.1872558594,105549.697355794,100722.212275485,98850.9741276311,127843.649897873,154387.897614399,137724.265622314,113572.653209443,110515.205075136,108096.956782524,17663.801207523,23864.7604599675,17919.8124951516,25109.1103083862,18874.1891849902,19806.0311664047,26377.9313539813,28057.1450552819,24004.0334579939,25054.4862944351,25536.4199762426,27166.6912831926,18202.2314687062,19256.3655126719,18926.9406335169,20594.7910956167,21696.0588918336,22797.32668805,988.338560790712,1233.05053254412,0,2553.23134885033,1922.05310762959,1760.18147785266,22475.3920705949,23499.501144436,18224.766177131,1438.24686039694,7562.79916229511,3625.28406282201,6306.88201741669,7175.10485576944,4923.72658641952,74599.2601694543,78002.6068203048,77579.042283298,70833.9324523257,70179.5110509821,63208.0231638023,62340.1680234634,62853.5077846811,78528.0170875314,85558.5825712121,43578.7802272484,43367.9022797945,42458.7228534563,42471.8947347566,42535.8815758329,66234.2810293647,43226.7567163429,66983.3868994972,57385.1115682354,57059.4318199307,56635.8672829239,56948.3751499289,78689.8230752398,91204.7944348095,57733.2621016394,72182.4850386728,78374.4960584942,147829.169308123,142360.409482188,108779.272642652,106655.57775293,112500.884456855,108171.559713359,107794.368306997,121484.284412507,115010.216843724,43411.226977871
"ws-GVWSP",14160.3552639678,67383.0432836874,67428.4962404915,70365.7430581184,57767.6714358715,47156.0233022862,56468.2501102209,18104.2188333536,23544.8262545884,22829.5438402284,25828.5853168781,30817.2840264292,38989.2387808539,48450.676723873,47676.769471409,83172.9479090475,69903.7044394009,91493.5782540811,124292.755858852,155966.748130948,86378.2424666419,105982.752566577,101155.267486267,99284.0293384136,128276.705108655,154820.952825181,138157.320833097,114005.708420226,110948.260285919,108530.011993306,18096.8564183055,24297.81567075,18352.8677059341,25542.1655191687,19307.2443957727,20239.0863771872,26810.9865647637,28490.2002660644,24437.0886687764,25487.5415052176,25969.4751870251,27599.7464939751,18635.2866794887,19689.4207234544,19359.9958442994,21027.8463063992,22129.1141026161,23230.3818988325,3085.43517949764,2805.90390139045,2553.23134885033,0,4194.58616100715,3710.45091350689,22908.4472813773,23932.5563552184,18657.8213879135,1360.59549699489,5009.56781344562,1072.05271397252,3753.65066856719,4621.87350691995,2370.49523757003,74166.2049586718,78435.6620310875,78012.0974940807,71266.9876631081,70612.5662617645,63641.0783745847,62773.2232342459,63286.5629954635,78961.072298314,85991.6377819948,44011.8354380308,43800.9574905769,42891.7780642387,42904.9499455391,42968.9367866153,66667.3362401471,43659.8119271253,67416.4421102796,56952.0563574529,56626.3766091483,56202.8120721415,56515.3199391465,76592.726456533,91637.8496455922,57300.206890857,70085.3884199664,78807.5512692769,148262.224518905,142793.464692971,109212.327853435,107088.632963713,112933.939667638,108604.614924142,108227.423517779,121917.33962329,115443.272054507,43844.2821886534
"ws-OG10",18179.5049903044,71402.1930100237,71447.6459668278,74384.8927844547,61786.821162208,51175.1730286219,57991.3377246706,22123.3685596901,27563.975980925,26848.693566565,28673.1175787971,34836.4337527657,43008.3885071905,52469.8264502095,51695.9191977456,84696.0355234985,71426.7920538505,90075.7525004337,122874.930105204,154548.9223773,84960.4167129945,104564.926812929,99737.4417326199,97866.2035847662,126858.879355008,153403.127071534,136739.495079449,112587.882666578,109530.434532271,107112.186239659,16679.030664658,22879.9899171025,16935.0419522866,24124.3397655212,17889.4186421252,18821.2606235397,25393.1608111162,27072.3745124169,23019.2629151289,24069.71575157,24551.6494333776,26181.9207403276,17217.4609258411,18271.5949698069,17942.1700906519,19610.0205527516,20711.2883489686,21812.556145185,1179.32555537769,2616.73730231556,1922.05310762959,4194.58616100715,0,1266.63295206728,21490.6215277299,22514.730601571,17239.9956342659,3360.29996802653,9204.15397444751,5266.63887497717,7948.23682957185,8816.45966792212,6565.0813985744,75689.2925731216,77017.8362774397,76594.2717404329,69849.1619094608,69194.7405081171,62223.2526209373,61355.3974805984,61868.7372418161,77543.2465446662,84573.812028347,42594.0096843834,42383.1317369295,41473.9523105913,41487.1241918916,41551.1110329679,65249.5104864997,42241.9861734778,65998.6163566323,58475.1439719027,58149.464223598,57725.8996865913,58038.4075535962,80611.8761828693,90220.0238919444,58823.2945053067,74104.5381463022,77389.7255156291,146844.398765258,141375.638939323,107794.502099787,105670.807210065,111516.11391399,107186.789170494,106809.597764132,120499.513869642,114025.446300859,42426.456435006
"ws-OGDL",17870.8061774747,71093.494197194,71138.9471539981,74076.1939716251,61478.1223493784,50866.4742157925,58661.4867988559,21814.6697468605,27255.2771680953,26539.9947537353,28364.4187659679,34527.7349399361,42699.6896943608,52161.1276373799,51387.2203849159,85366.1845976834,72096.9411280358,89300.3415654461,122099.519170217,153773.511442313,84185.0057780069,103789.515877942,98962.0307976323,97090.7926497786,126083.46842002,152627.716136546,135964.084144461,111812.471731591,108755.023597284,106336.775304671,15903.6197296704,22104.5789821149,16159.631017299,23348.9288305336,17114.0077071376,18045.8496885521,24617.7498761286,26296.9635774293,22243.8519801413,23294.3048165824,23776.23849839,25406.50980534,16442.0499908535,17496.1840348193,17166.7591556643,18834.609617764,19935.877413981,21037.1452101974,820.785311413288,2993.23201039675,1760.18147785266,3710.45091350689,1266.63295206728,0,20715.2105927423,21739.3196665834,16464.5846992783,3051.60115519687,8088.44756212955,4150.93246266309,6832.53041725776,7700.75325560803,5449.37498626032,76359.4416473068,76242.4253424521,75818.8608054454,69073.7509744732,68419.3295731296,61447.8416859497,60579.9865456108,61093.3263068285,76767.8356096787,83798.4010933595,41818.5987493957,41607.7208019418,40698.5413756037,40711.713256904,40775.7000979803,64474.0995515121,41466.5752384902,65223.2054216447,59145.293046088,58819.6132977833,58396.0487607766,58708.5566277815,80303.1773700397,89444.6129569569,59493.443579492,73795.8393334728,76614.3145806416,146068.98783027,140600.228004336,107019.0911648,104895.396275078,110740.702979003,106411.378235507,106034.186829144,119724.102934655,113250.035365872,41651.0455000184
"ws-PPB",33496.0077577435,86718.6957774616,86764.1487342658,89701.3955518949,77103.3239296471,68645.1411474929,79376.6973915973,37439.8713271293,42880.478748364,42165.1963340045,48737.0325982549,50887.0724354666,58324.8912746295,67786.3292176484,67012.4219651845,106081.395190423,92812.1517207767,71570.617028098,104369.794632869,136043.786904964,66455.2812406588,86059.7913405938,81232.3062602843,79361.0681124305,108353.743882672,134897.991599197,118234.359607113,94082.7471942426,91025.2990599358,88607.0507673231,7337.87552233304,2466.10106508767,6836.25322616481,3269.96936435087,4513.4723458914,3581.63036447751,4049.36646643789,5581.75298468701,1724.41096480178,2579.09422384024,3061.02790564783,4691.2992125977,7606.45286063954,4797.95446996074,5478.25221845819,2512.1721397924,1410.90434357707,762.416166611893,21535.9959041556,23708.442603139,22475.3920705949,22908.4472813773,21490.6215277299,20715.2105927423,0,1024.10907384113,6215.51396177742,23326.3301987837,21643.4992132847,22467.9657322213,22707.1239310261,22279.81426317,22569.6595750979,97074.652240048,58512.7008051042,58089.1362680974,51344.0264371247,50689.605035781,43718.1171486008,42850.262008262,43363.6017694797,59038.1110723307,66068.6765560115,24088.8742120468,23877.9962645929,22968.8168382548,22981.9887195551,23045.9755606314,46744.3750141633,23736.8507011413,47493.4808842959,79860.5036388295,79534.8238905248,79111.259353518,79423.767220523,95928.3789503086,71714.8884196085,80208.6541722335,89421.0409137431,58884.5900432936,128339.263292921,122870.503466987,89289.3666274512,87165.6717377294,93010.9784416542,88681.6536981584,88304.4622917957,101994.378397306,95520.3108285234,23921.3209626695
"ws-PPC",34520.1168315845,87742.8048513026,87788.2578081069,90725.504625736,78127.4330034882,69669.2502213339,80400.8064654383,38463.9804009703,43904.5878222051,43189.3054078456,49761.141672096,51911.1815093077,59349.0003484705,68810.4382914894,68036.5310390255,107105.504264265,93836.2607946177,70546.507954257,103345.685559028,135019.677831123,65431.1721668178,85035.6822667528,80208.1971864432,78336.9590385895,107329.634808831,133873.882525356,117210.250533272,93058.6381204016,90001.1899860948,87582.941693482,7765.50071828961,1687.60299978534,7263.87842212139,2245.86029050981,4941.09754185267,4009.25556043823,3025.25739259676,4557.64391084595,700.301890960714,1554.98514999911,2036.91883180671,3667.19013875664,8034.07805659611,5225.57966591897,5905.87741441504,2939.7973357534,1838.5295395364,737.261743320063,22560.1049779966,24732.5516769801,23499.501144436,23932.5563552184,22514.730601571,21739.3196665834,1024.10907384113,0,6643.1391577351,24350.4392726247,22667.6082871257,23492.0748060623,23731.2330048672,23303.9233370111,23593.768648939,98098.761313889,57488.5917312631,57065.0271942563,50319.9173632836,49665.4959619399,42694.0080747598,41826.1529344209,42339.4926956386,58014.0019984897,65044.5674821705,23064.7651382058,22853.8871907519,21944.7077644137,21957.8796457141,22021.8664867903,45720.2659403223,22712.7416273003,46469.3718104548,80884.6127126706,80558.9329643659,80135.3684273591,80447.8762943641,96952.4880241497,70690.7793457674,81232.7632460746,90445.1499875841,57860.4809694526,127315.15421908,121846.394393146,88265.2575536101,86141.5626638884,91986.8693678131,87657.5446243173,87280.3532179546,100970.269323465,94496.2017546824,22897.2118888284
"ws-PVTSS",29245.3818642799,82468.0698839984,82513.5228408025,85450.7696584314,72852.6980361836,64394.5152540292,75126.0714981337,33189.2454336657,38629.8528549005,37914.570440541,44486.4067047911,46636.446542003,54074.265381166,63535.7033241851,62761.7960717211,101830.76929696,88561.525827313,72835.7568661683,105634.934470939,137308.926743034,67720.4210787291,87324.9311786641,82497.4460983546,80626.2079505009,109618.883720742,136163.131437267,119499.499445184,95347.887032313,92290.4388980061,89872.1906053934,1122.36156055562,5710.16885670482,620.739264387396,6884.34413125525,1752.35046246996,2633.88359729992,8153.16517685026,9832.3788781509,6656.44945421561,7391.11670824981,7592.35209458453,8941.92510606158,1944.33621127646,1417.55949181668,737.261743320063,3703.34182198502,4804.60961820036,5905.87741441504,17285.3700106916,19457.8167096751,18224.766177131,18657.8213879135,17239.9956342659,16464.5846992783,6215.51396177742,6643.1391577351,0,19075.7043053197,17392.8733198211,18217.3398387573,18456.4980375622,18029.1883697064,18319.033681634,92824.0263465846,59777.8406431745,59354.2761061677,52609.166275195,51954.7448738513,44983.2569866712,44115.4018463323,44628.74160755,60303.250910401,67333.8163940817,25354.0140501173,25143.1361026633,24233.9566763252,24247.1285576255,24311.1153987018,48009.5148522336,25001.9905392117,48758.6207223662,75609.8777453661,75284.1979970614,74860.6334600547,75173.1413270596,91677.7530568455,72980.0282576791,75958.0282787701,85170.41502028,60149.7298813639,129604.403130992,124135.643305057,90554.5064655217,88430.8115758,94276.1182797248,89946.7935362289,89569.6021298663,103259.518235377,96785.450666594,25186.4608007399
"ws-SP3",14819.2050222778,68041.8930419974,68087.3459988015,71024.5928164283,58426.5211941815,47814.8730605957,56050.3671928146,18763.0685916636,24203.6760128984,23488.3935985384,25410.7023994724,31476.1337847392,39648.088539164,49109.526482183,48335.6192297191,82755.0649916417,69485.8215219946,91911.4611714874,124710.638776258,156384.631048354,86796.1253840482,106400.635483983,101573.150403674,99701.9122558199,128694.588026061,155238.835742588,138575.203750503,114423.591337632,111366.143203325,108947.894910712,18514.7393357117,24715.6985881563,18770.7506233404,25960.048436575,19725.127313179,20656.9692945934,27228.86948217,28908.0831834707,24854.9715861827,25905.4244226238,26387.3581044314,28017.6294113814,19053.1695968949,20107.3036408607,19777.8787617057,21445.7292238054,22546.9970200224,23648.2648162388,2426.58542118762,1445.30840439556,1438.24686039694,1360.59549699489,3360.29996802653,3051.60115519687,23326.3301987837,24350.4392726247,19075.7043053197,0,6370.16331044051,2432.64821096741,5114.24616556208,5982.46900391484,3731.09073456492,73748.3220412656,78853.5449484936,78429.9804114868,71684.8705805144,71030.4491791708,64058.961291991,63191.1061516522,63704.4459128698,79378.9552157202,86409.520699401,44429.7183554371,44218.8404079832,43309.660981645,43322.8328629454,43386.8197040216,67085.2191575534,44077.6948445316,67834.3250276859,56534.1734400466,56208.4936917419,55784.9291547352,56097.4370217402,77251.576214843,92055.7325629984,56882.3239734506,70744.238178276,79225.4341866831,148680.107436311,143211.347610377,109630.210770841,107506.515881119,113351.822585044,109022.497841548,108645.306435186,122335.222540696,115861.154971913,44262.1651060597
"ws-STEEN",11852.5085444589,65075.1965641786,65120.6495209827,68057.8963386104,55459.8247163627,47442.1234833648,58173.6797274705,15796.3721138446,21236.9795350795,20521.69712072,27534.0149341272,29684.0547713384,36681.392061345,46142.8300043641,45368.9227519001,84878.3775262955,71609.1340566504,90228.6301859885,123027.807790759,154701.800062855,85113.2943985492,104717.804498484,99890.3194181747,98019.081270321,127011.757040562,153556.004757089,136892.372765004,112740.760352133,109683.312217826,107265.063925213,17223.4475050186,23032.8676026573,17087.9196378421,24277.217451076,18042.29632768,18974.1383090945,25546.038496671,27225.2521979717,23172.1406006837,24222.5934371248,24704.5271189324,26334.7984258824,18251.3017097096,18424.4726553617,18095.0477762068,19762.8982383064,20864.1660345234,21965.4338307398,8024.8284190701,7815.47171483607,7562.79916229511,5009.56781344562,9204.15397444751,8088.44756212955,21643.4992132847,22667.6082871257,17392.8733198211,6370.16331044051,0,3937.5150994731,1960.24099704192,1076.79659904198,2840.30796220802,75871.6345759213,77170.7139629951,76747.1494259883,70002.0395950157,69347.618193672,62376.1303064919,61508.275166153,62021.6149273707,77696.1242302217,84726.6897139025,42746.887369938,42536.0094224841,41626.8299961459,41640.0018774462,41703.9887185225,65402.3881720543,42394.8638590324,66151.4940421869,58657.4859747026,58331.8062263979,57908.2416893912,58220.7495563961,74284.8797370244,90372.9015774998,59005.6365081066,67777.5417004589,77542.6032011846,146997.276450813,141528.516624878,107947.379785342,105823.684895621,111668.991599546,107339.66685605,106962.475449687,120652.391555198,114178.323986415,42579.3341205606
"ws-TRAWL",13719.8737148117,66942.5617345313,66988.0146913354,69925.2615089624,57327.1898867154,46715.5417531304,56908.731659377,17663.7372841974,23104.3447054323,22389.0622910723,26269.066866034,30376.8024772734,38548.7572316978,48010.1951747169,47236.2879222529,83613.4294582033,70344.185988557,91053.096704925,123852.274309696,155526.266581792,85937.7609174858,105542.271017421,100714.785937111,98843.5477892575,127836.223559499,154380.471276025,137716.839283941,113565.22687107,110507.778736763,108089.53044415,17656.3748691493,23857.3341215939,17912.386156778,25101.6839700126,18866.7628466166,19798.604828031,26370.5050156076,28049.7187169083,23996.6071196203,25047.0599560614,25528.993637869,27159.264944819,18194.8051303325,19248.9391742983,18919.5142951433,20587.364757243,21688.63255346,22789.9003496764,4087.31331959949,3877.95661536297,3625.28406282201,1072.05271397252,5266.63887497717,4150.93246266309,22467.9657322213,23492.0748060623,18217.3398387573,2432.64821096741,3937.5150994731,0,2681.59795459468,3549.82079294744,1298.44252359751,74606.6865078279,77995.1804819314,77571.6159449246,70826.506113952,70172.0847126083,63200.5968254285,62332.7416850897,62846.0814463074,78520.590749158,85551.1562328388,43571.3538888746,43360.4759414207,42451.2965150826,42464.4683963829,42528.4552374592,66226.8546909909,43219.3303779691,66975.9605611235,57392.5379066091,57066.8581583044,56643.2936212977,56955.8014883026,76152.2449073769,91197.3680964362,57740.6884400131,69644.9068708105,78367.0697201209,147821.742969749,142352.983143815,108771.846304279,106648.151414557,112493.458118482,108164.133374986,107786.941968623,121476.858074134,115002.790505351,43403.8006394972
"ws-W6",11669.846925031,64892.5349447507,64937.9879015549,67875.234719182,55277.1630969347,45938.017216467,56669.5734605722,15613.7104944167,21054.3179156516,20339.0355012916,26029.908667229,28326.7756874934,36498.7304419171,45960.1683849362,45186.2611324722,83374.2712593977,70105.0277897523,91292.2549037298,124091.4325085,155765.424780597,86176.9191162906,105781.429216226,100953.944135916,99082.7059880624,128075.381758304,154619.62947483,137955.997482745,113804.385069874,110746.936935568,108328.688642955,17895.5330679548,24096.4923203988,18151.5443555832,25340.8421688175,19105.9210454215,20037.7630268359,26609.6632144125,28288.8769157131,24235.7653184252,25286.2181548663,25768.1518366738,27398.4231436238,18433.9633291384,19488.0973731032,19158.6724939482,20826.5229560479,21927.7907522649,23029.0585484812,6768.91127419416,6559.55456995764,6306.88201741669,3753.65066856719,7948.23682957185,6832.53041725776,22707.1239310261,23731.2330048672,18456.4980375622,5114.24616556208,1960.24099704192,2681.59795459468,0,918.5316849357,1383.15543099744,74367.5283090231,78234.3386807365,77810.7741437297,71065.6643127571,70411.2429114134,63439.7550242333,62571.8998838945,63085.2396451121,78759.7489479631,85790.3144316439,43810.5120876794,43599.6341402255,42690.4547138873,42703.6265951877,42767.6134362639,66466.0128897957,43458.4885767739,67215.1187599283,57153.3797078043,56827.6999594996,56404.1354224929,56716.6432894978,74102.2181175964,91436.5262952412,57501.5302412083,67594.8800810305,78606.227918926,148060.901168554,142592.14134262,109011.004503084,106887.309613362,112732.616317287,108403.291573791,108026.100167428,121716.016272939,115241.948704156,43642.958838302
