"","s-2","s-Wetteren","s-Wichelen","s-2a","s-3","s-Dendermonde","s-4b","s-4c","s-6","s-8","s-9","s-12","s-7","s-5","ak-41","s-Vlassenbroek","s-4a","s-9a","s-8a","s-11","s-4","s-10a","ak-45","ws-53A","ws-53","ws-42A","ws-18","ws-25B","ws-16","ws-14","ws-12A","ws-6","ws-4","ws-PVTSS","ws-DL9","ws-DL7","ws-55","ws-2C","ws-TRAWL","ws-F42","ws-HW6","ws-11","s-1","ws-OGDL","ws-OG10","ws-SP3","ws-25A","ws-25","ws-23","ws-A5","ws-PPC","ws-A3","ws-A1","ws-15A","ws-15","ws-W6","ak-47","ws-WN2","bpns-WENDUINEBANKW","bpns-Whitley","me-7-2","M-6","ws-13","ws-W7","bpns-W1","bpns-Trapegeer","du-Hamveer","bpns-WK12","ws-FZ2","bpns-S4","bpns-A1BIS","bpns-S7","bpns-O6","M-4","M-4A","M-3","M-2","M-1","M-5","s-Dendermonde2","bpns-KB2","bpns-middelkerkebank","bpns-nieuwpoortbank","PC4C-B08-1","ws-borssele","PC4C-C05-2","PC4C-C05-9","ws-GVWSP","bpns-Cpowerreefballs-CPOD","rel_schelde1","rel_dijle","rel_schelde2","rel_schelde3","rel_schelde4","rel_schelde5"
"bpns-W1",147052.680960738,140631.774306247,135624.624070597,132620.333929206,125551.55183501,121958.158018198,116711.949041254,114300.272248581,107481.077915566,99646.4148422366,94240.9769280612,76277.9795281584,105890.544193015,112720.267545917,87175.704507162,119123.625833927,118707.789788923,93828.650556352,99646.4148422366,77275.8999019921,122547.26169362,87175.704507162,80106.9224129668,52957.7869584745,52957.7869584745,53370.1133301836,38348.6626232296,37759.5589478085,37347.2325760994,35933.4761572606,34932.0461101304,29689.3468064826,29277.0204347741,29277.0204347741,16317.201586364,15728.0979109422,52545.460586766,30278.4504819036,13077.3623769766,53782.4397018921,53782.4397018921,29277.0204347734,146463.577285316,17318.6316334942,17730.9580052027,14314.3414921035,36345.8025289691,36345.8025289691,35344.3724818389,33930.616063,33341.5123875783,32929.1860158698,31515.4295970304,31103.1032253219,29689.3468064826,11251.2795864287,73045.1596653634,12665.0360052681,34990.8178744137,56197.1641569996,107713.117310266,114958.676708174,28864.6940630649,10838.9532147202,0,62618.0708114903,114314.310941765,17318.6316334942,54371.5433773138,19262.7199634708,25271.300246253,9425.19679588087,34048.1595915667,119612.272336401,119612.272336401,120613.702383531,120613.702383531,122027.458802369,118198.515917561,121958.158018198,43709.3674663063,45181.8956494289,59378.231602103,48421.2728479541,30101.673178191,47832.1691725323,47832.1691725323,13489.6887486858,30690.3148427507,103475.357727045,119612.272336401,120956.727971068,132620.333929206,117294.033370084,147052.680960738
"bpns-Trapegeer",209670.751772228,203249.845117738,198242.694882087,195238.404740697,188169.622646501,184576.228829688,179330.019852745,176918.343060071,170099.148727056,162264.485653727,156859.047739552,138896.050339649,168508.615004505,175338.338357408,149793.775318652,181741.696645418,181325.860600413,156446.721367842,162264.485653727,139893.970713482,185165.33250511,149793.775318652,142724.993224457,115575.857769965,115575.857769965,115988.184141674,100966.73343472,100377.629759299,99965.3033875897,98551.5469687509,97550.1169216207,92307.4176179729,91895.0912462644,91895.0912462644,78935.2723978543,78346.1687224325,115163.531398256,92896.5212933939,75695.433188467,116400.510513382,116400.510513382,91895.0912462637,209081.648096807,79936.7024449845,80349.028816693,76932.4123035938,98963.8733404594,98963.8733404594,97962.4432933292,96548.6868744904,95959.5831990686,95547.2568273602,94133.5004085207,93721.1740368122,92307.4176179729,73869.350397919,135663.230476854,75283.1068167585,27627.2529370766,6420.90665449077,170331.188121757,177576.747519665,91482.7648745553,73457.0240262105,62618.0708114903,0,176932.381753256,51896.6611253373,116989.614188804,45829.3090782718,37346.7705652373,54017.5267590265,28569.9112199237,182230.343147891,182230.343147891,183231.773195021,183231.773195021,184645.52961386,180816.586729051,184576.228829688,27692.6133770636,22120.9271790634,3825.43321151258,64116.922357455,92719.7439896813,65530.6787762935,65530.6787762935,76107.7595601761,60957.3436230145,166093.428538535,182230.343147891,183574.798782558,195238.404740697,179912.104181574,209670.751772228
"du-Hamveer",38993.0283896383,32572.1217351482,27564.9714994976,24560.6813581068,17491.8992639111,13898.5054470985,8652.29647015475,6240.61967748163,6833.23302619923,14667.8960995286,20073.3340137039,38036.3314136068,8423.76674875052,3828.94288480843,27724.2004367284,11063.9732628282,10648.1372178232,21071.2543875386,14667.8960995286,37624.0050418983,14487.6091225202,27724.2004367284,34792.9825309236,62181.1767267077,62181.1767267077,62593.5030984168,79264.259292206,80678.0157110454,80265.6893393362,80854.7930147581,81856.2230618883,84624.9641352826,85037.2905069911,85037.2905069911,102945.025815907,104358.782234746,61768.8503549992,84860.5132032785,103710.906795041,63005.8294701254,63005.8294701254,85861.9432504087,38403.9247142171,101943.595768777,102355.922140485,104947.885910167,81267.1193864665,81267.1193864665,82268.5494335968,82857.6531090186,84271.4095278573,83859.0831561488,84448.18683157,84035.8604598615,84624.9641352826,103887.684098753,43025.9332827774,103298.580423332,149305.128816179,170511.475098765,18496.8389843371,25742.3983822454,85449.6168787002,103475.357727045,114314.310941765,176932.381753256,0,129983.637088424,61592.0730512866,131927.725418401,139585.611188018,122914.854994229,148362.470533332,30395.9940104715,30395.9940104715,31397.4240576017,31397.4240576017,32811.1804764404,28982.237591632,13898.5054470985,158023.678408071,159496.206591194,173692.542543868,161086.278302884,86686.5959938264,160497.174627462,160497.174627462,104123.23316675,143355.32029768,10838.9532147202,30395.9940104715,12897.0753999682,24560.6813581068,9234.38079898471,38993.0283896383
"bpns-WK12",162722.007107397,156301.100452906,151293.950217256,148289.660075865,141220.877981669,137627.484164857,132381.275187913,129969.59839524,123150.404062225,115315.740988895,109910.30307472,91947.3056748173,121559.870339674,128389.593692576,102845.030653821,134792.951980586,134377.115935581,109497.976703011,115315.740988895,92945.226048651,138216.587840278,102845.030653821,95776.2485596257,68627.1131051334,68627.1131051334,69039.4394768425,54017.9887698885,53428.8850944674,53016.5587227583,51602.8023039195,50601.3722567893,45358.6729531414,44946.346581433,44946.346581433,27038.6112725171,26449.5075970953,68214.7867334249,45123.1238851456,26272.7302933833,69451.765848551,69451.765848551,44121.6938380154,162132.903431975,28040.0413196473,28452.3676913558,25035.7511782566,52015.128675628,52015.128675628,51013.6986284977,49599.9422096589,49010.8385342372,48598.5121625287,47184.7557436893,46772.4293719808,45358.6729531414,26095.9529896706,88714.4858120224,26685.0566650918,26611.7841967616,47818.1304793475,123382.443456925,130628.002854833,44534.0202097238,26508.2793613791,17318.6316334942,51896.6611253373,129983.637088424,0,70040.8695239727,6652.94604919072,15135.4845622252,9064.62284186388,30353.8779309166,135281.598483059,135281.598483059,136283.02853019,136283.02853019,137696.784949028,133867.84206422,137627.484164857,32987.9577801532,34460.4859632758,48656.82191595,31102.6412144599,43297.0410945977,31684.7255432886,31684.7255432886,25860.4039216742,16299.6532198827,119144.683873704,135281.598483059,136626.054117726,148289.660075865,132963.359516743,162722.007107396
"ws-FZ2",94330.4430702591,87909.536415769,82902.3861801183,79898.0960387276,72829.3139445319,69235.9201277193,63989.7111507755,61578.0343581024,54758.8400250874,46924.176951758,41518.7390375827,23555.7416376799,53168.3063025361,59998.0296554388,34453.4666166834,66401.387943449,65985.551898444,41106.4126658735,46924.176951758,24553.6620115136,69825.023803141,34453.4666166834,27384.6845224883,1413.75641883938,1413.75641883938,1001.43004713021,19321.4917277547,20735.2481465941,20322.9217748849,20912.0254503067,21913.4554974369,24682.1965708313,25094.5229425397,25094.5229425397,43002.2582514556,44416.0146702944,2411.67679267312,24917.7456388271,43768.1392305894,1413.75641883872,1413.75641883872,25919.1756859573,93741.3393948379,42000.8282043254,42413.1545760338,45005.1183457161,21324.3518220152,21324.3518220152,22325.7818691454,22914.8855445672,24328.6419634059,23916.3155916975,24505.4192671187,24093.0928954102,24682.1965708313,43944.9165343021,20322.9217748849,43355.8128588809,89362.3612517275,110568.707534313,54990.8794197875,62236.4388176958,25506.8493142489,43532.5901625936,54371.5433773138,116989.614188804,61592.0730512866,70040.8695239727,0,71984.9578539494,79642.8436235668,62972.0874297777,88419.7029688805,66890.034445922,66890.034445922,67891.4644930522,67891.4644930522,69305.2209118909,65476.2780270825,69235.9201277193,98080.9108436201,99553.4390267427,113749.774979417,101143.510738432,26743.828429375,100554.407063011,100554.407063011,44180.4656022985,83412.5527332291,50753.1198365664,66890.034445922,68234.490080589,79898.0960387276,64571.7954796055,94330.4430702591
"bpns-S4",164666.095437373,158245.188782883,153238.038547232,150233.748405842,143164.966311646,139571.572494833,134325.36351789,131913.686725216,125094.492392201,117259.829318872,111854.391404697,93891.394004794,123503.95866965,130333.682022553,104789.118983798,136737.040310563,136321.204265558,111442.065032988,117259.829318872,94889.3143786277,140160.676170255,104789.118983798,97720.3368896023,70571.20143511,70571.20143511,70983.5278068192,55962.0770998652,55372.9734244441,54960.647052735,53546.8906338962,52545.4605867659,47302.7612831181,46890.4349114096,46890.4349114096,33105.9633195825,32516.8596441607,70158.8750634016,47067.2122151222,29866.1241101952,71395.8541785276,71395.8541785276,46065.782167992,164076.991761952,34107.3933667127,34519.7197384212,31103.103225322,53959.2170056046,53959.2170056046,52957.7869584744,51544.0305396356,50954.9268642139,50542.6004925054,49128.8440736659,48716.5177019575,47302.7612831181,28040.0413196473,90658.574141999,29453.7977384867,19958.8381475709,41165.1844301568,125326.531786902,132572.09118481,46478.1085397005,28452.3676913558,19262.7199634708,45829.3090782718,131927.725418401,6652.94604919072,71984.9578539494,0,8482.53851303451,9837.52316758996,23700.9318817259,137225.686813036,137225.686813036,138227.116860166,138227.116860166,139640.873279005,135811.930394197,139571.572494833,26920.6057330877,28393.1339162104,42589.4698688845,34428.8989036105,46890.4349114096,35010.9832324392,35010.9832324392,30278.4504819044,19625.9109090347,121088.772203681,137225.686813036,138570.142447703,150233.748405842,134907.44784672,164666.095437373
"bpns-A1BIS",172323.981206991,165903.074552501,160895.92431685,157891.634175459,150822.852081263,147229.458264451,141983.249287507,139571.572494834,132752.378161819,124917.71508849,119512.277174314,101549.279774411,131161.844439268,137991.56779217,112447.004753415,144394.926080181,143979.090035176,119099.950802605,124917.71508849,102547.200148245,147818.561939873,112447.004753415,105378.22265922,78229.0872047275,78229.0872047275,78641.4135764366,63619.9628694826,63030.8591940615,62618.5328223524,61204.7764035136,60203.3463563834,54960.6470527356,54548.3206810271,54548.3206810271,41588.501832617,40999.3981571952,77816.760833019,55549.7507281566,38348.6626232297,79053.7399481451,79053.7399481451,54548.3206810264,171734.877531569,42589.9318797472,43002.2582514557,39585.6417383565,61617.1027752221,61617.1027752221,60615.6727280919,59201.9163092531,58612.8126338313,58200.4862621228,56786.7298432834,56374.4034715749,54960.6470527356,36522.5798326817,98316.4599116165,37936.3362515212,11476.2996345364,32682.6459171223,132984.417556519,140229.976954427,54135.9943093179,36110.2534609732,25271.300246253,37346.7705652373,139585.611188018,15135.4845622252,79642.8436235668,8482.53851303451,0,16670.7561937892,15218.3933686922,144883.572582654,144883.572582654,145885.002629784,145885.002629784,147298.759048622,143469.816163814,147229.458264451,18438.0672200532,19910.5954031759,34106.93135585,37921.4048765862,55372.973424444,38503.4892054151,38503.4892054151,38760.9889949388,24781.7610620304,128746.657973298,144883.572582654,146228.028217321,157891.634175459,142565.333616337,172323.981206991
"bpns-S7",155653.225013202,149232.318358711,144225.168123061,141220.87798167,134152.095887474,130558.702070662,125312.493093718,122900.816301045,116081.62196803,108246.9588947,102841.520980525,84878.5235806223,114491.088245479,121320.811598381,95776.2485596258,127724.169886391,127308.333841386,102429.194608816,108246.9588947,85876.443954456,131147.805746083,95776.2485596258,88707.4664654307,61558.3310109384,61558.3310109384,61970.6573826475,46949.2066756935,46360.1030002724,45947.7766285633,44534.0202097245,43532.5901625943,38289.8908589465,37877.564487238,37877.564487238,24917.7456388278,24328.641963406,61146.0046392299,38878.9945343675,21677.9064294405,62382.983754356,62382.983754356,37877.5644872373,155064.12133778,25919.175685958,26331.5020576665,22914.8855445673,44946.346581433,44946.346581433,43944.9165343028,42531.160115464,41942.0564400422,41529.7300683337,40115.9736494943,39703.6472777858,38289.8908589465,19851.8236388926,81645.7037178274,21265.580057732,26390.2738219498,47596.6201045357,116313.66136273,123559.220760638,37465.2381155288,19439.4972671841,9425.19679588087,54017.5267590265,122914.854994229,9064.62284186388,62972.0874297777,9837.52316758996,16670.7561937892,0,25447.6155391029,128212.816388864,128212.816388864,129214.246435995,129214.246435995,130628.002854833,126799.059970025,130558.702070662,35108.8234138424,36581.3515969651,50777.6875496391,40167.2640563238,38702.2172306549,40749.3483851525,40749.3483851525,22090.2328011497,25364.2760617466,112075.901779509,128212.816388864,129557.272023531,141220.87798167,125894.577422548,155653.225013202
"bpns-O6",181100.840552304,174679.933897814,169672.783662164,166668.493520773,159599.711426577,156006.317609764,150760.108632821,148348.431840148,141529.237507133,133694.574433803,128289.136519628,110326.139119725,139938.703784581,146768.427137484,121223.864098729,153171.785425494,152755.949380489,127876.810147919,133694.574433803,111324.059493559,156595.421285186,121223.864098729,114155.082004533,87005.9465500411,87005.9465500411,87418.2729217502,72396.8222147963,71807.7185393752,71395.392167666,69981.6357488272,68980.205701697,63737.5063980492,63325.1800263407,63325.1800263407,50365.3611779306,49776.2575025088,86593.6201783326,64326.6100734703,47125.5219685433,87830.5992934587,87830.5992934587,63325.1800263401,180511.736876883,51366.7912250608,51779.1175967693,48362.5010836701,70393.9621205357,70393.9621205357,69392.5320734055,67978.7756545667,67389.671979145,66977.3456074365,65563.589188597,65151.2628168885,63737.5063980492,45299.4391779954,107093.31925693,46713.1955968348,6237.11000418508,22149.0045654329,141761.276901833,149006.836299741,62912.8536546316,44887.1128062869,34048.1595915667,28569.9112199237,148362.470533332,30353.8779309166,88419.7029688805,23700.9318817259,15218.3933686922,25447.6155391029,0,153660.431927967,153660.431927967,154661.861975097,154661.861975097,156075.618393936,152246.675509128,156006.317609765,20381.6935391683,16906.3052617851,25330.0720105363,50644.7819752498,64149.8327697577,51226.8663040788,51226.8663040788,47537.8483402525,40000.1544307225,137523.517318612,153660.431927967,155004.887562634,166668.493520773,151342.192961651,181100.840552304
"M-4",63134.3640294439,56713.4573749538,51706.3071393032,48702.0169979124,41633.2349037167,38039.8410869041,32793.6321099604,30381.9553172873,23562.7609842723,19965.8574941639,25371.2954083393,43334.2928082421,21972.227261721,28801.9506146237,33022.1618313638,35205.3089026339,34789.4728576289,26369.2157821739,19965.8574941639,42921.9664365336,38628.9447623259,33022.1618313638,40090.9439255589,67479.138121343,67479.138121343,67891.4644930522,84562.2206868413,85975.9771056807,85563.6507339715,86152.7544093934,87154.1844565236,89922.9255299179,90335.2519016264,90335.2519016264,108242.987210542,109656.743629381,67066.8117496345,90158.4745979138,109008.868189676,68303.7908647607,68303.7908647607,91159.904645044,62545.2603540228,107241.557163412,107653.883535121,110245.847304803,86565.0807811019,86565.0807811019,87566.5108282321,88155.6145036539,89569.3709224926,89157.0445507842,89746.1482262053,89333.8218544969,89922.9255299179,109185.645493389,48323.8946774128,108596.541817968,154603.090210814,175809.4364934,11899.1550261344,5239.18963035138,90747.5782733356,108773.31912168,119612.272336401,182230.343147891,30395.9940104715,135281.598483059,66890.034445922,137225.686813036,144883.572582654,128212.816388864,153660.431927967,0,0,1001.43004713021,1001.43004713021,2415.18646596893,1413.75641883946,38039.8410869041,163321.639802707,164794.167985829,178990.503938504,166384.239697519,91984.5573884617,165795.136022097,165795.136022097,109421.194561385,148653.281692316,19557.0407957513,0,37038.4110397738,48702.0169979125,33375.7164387903,63134.3640294439
"M-4A",63134.3640294439,56713.4573749538,51706.3071393032,48702.0169979124,41633.2349037167,38039.8410869041,32793.6321099604,30381.9553172873,23562.7609842723,19965.8574941639,25371.2954083393,43334.2928082421,21972.227261721,28801.9506146237,33022.1618313638,35205.3089026339,34789.4728576289,26369.2157821739,19965.8574941639,42921.9664365336,38628.9447623259,33022.1618313638,40090.9439255589,67479.138121343,67479.138121343,67891.4644930522,84562.2206868413,85975.9771056807,85563.6507339715,86152.7544093934,87154.1844565236,89922.9255299179,90335.2519016264,90335.2519016264,108242.987210542,109656.743629381,67066.8117496345,90158.4745979138,109008.868189676,68303.7908647607,68303.7908647607,91159.904645044,62545.2603540228,107241.557163412,107653.883535121,110245.847304803,86565.0807811019,86565.0807811019,87566.5108282321,88155.6145036539,89569.3709224926,89157.0445507842,89746.1482262053,89333.8218544969,89922.9255299179,109185.645493389,48323.8946774128,108596.541817968,154603.090210814,175809.4364934,11899.1550261344,5239.18963035138,90747.5782733356,108773.31912168,119612.272336401,182230.343147891,30395.9940104715,135281.598483059,66890.034445922,137225.686813036,144883.572582654,128212.816388864,153660.431927967,0,0,1001.43004713021,1001.43004713021,2415.18646596893,1413.75641883946,38039.8410869041,163321.639802707,164794.167985829,178990.503938504,166384.239697519,91984.5573884617,165795.136022097,165795.136022097,109421.194561385,148653.281692316,19557.0407957513,0,37038.4110397738,48702.0169979125,33375.7164387903,63134.3640294439
"M-3",64135.7940765742,57714.8874220841,52707.7371864334,49703.4470450427,42634.664950847,39041.2711340344,33795.0621570906,31383.3853644175,24564.1910314025,20967.2875412941,26372.7254554695,44335.7228553723,22973.6573088512,29803.3806617539,34023.591878494,36206.7389497641,35790.9029047591,27370.6458293042,20967.2875412941,43923.3964836638,39630.3748094561,34023.591878494,41092.3739726891,68480.5681684732,68480.5681684732,68892.8945401824,85563.6507339715,86977.4071528109,86565.0807811018,87154.1844565236,88155.6145036538,90924.3555770482,91336.6819487566,91336.6819487566,109244.417257672,110658.173676511,68068.2417967647,91159.904645044,110010.298236806,69305.2209118909,69305.2209118909,92161.3346921742,63546.690401153,108242.987210542,108655.313582251,111247.277351933,87566.5108282321,87566.5108282321,88567.9408753623,89157.0445507842,90570.8009696228,90158.4745979144,90747.5782733356,90335.2519016271,90924.3555770482,110187.075540519,49325.324724543,109597.971865098,155604.520257944,176810.86654053,12900.5850732646,6240.6196774816,91749.0083204658,109774.749168811,120613.702383531,183231.773195021,31397.4240576017,136283.02853019,67891.4644930522,138227.116860166,145885.002629784,129214.246435995,154661.861975097,1001.43004713021,1001.43004713021,0,0,1413.75641883872,2415.18646596967,39041.2711340344,164323.069849837,165795.59803296,179991.933985634,167385.669744649,92985.9874355919,166796.566069228,166796.566069228,110422.624608515,149654.711739446,20558.4708428815,1001.43004713021,38039.8410869041,49703.4470450427,34377.1464859206,64135.7940765742
"M-2",64135.7940765742,57714.8874220841,52707.7371864334,49703.4470450427,42634.664950847,39041.2711340344,33795.0621570906,31383.3853644175,24564.1910314025,20967.2875412941,26372.7254554695,44335.7228553723,22973.6573088512,29803.3806617539,34023.591878494,36206.7389497641,35790.9029047591,27370.6458293042,20967.2875412941,43923.3964836638,39630.3748094561,34023.591878494,41092.3739726891,68480.5681684732,68480.5681684732,68892.8945401824,85563.6507339715,86977.4071528109,86565.0807811018,87154.1844565236,88155.6145036538,90924.3555770482,91336.6819487566,91336.6819487566,109244.417257672,110658.173676511,68068.2417967647,91159.904645044,110010.298236806,69305.2209118909,69305.2209118909,92161.3346921742,63546.690401153,108242.987210542,108655.313582251,111247.277351933,87566.5108282321,87566.5108282321,88567.9408753623,89157.0445507842,90570.8009696228,90158.4745979144,90747.5782733356,90335.2519016271,90924.3555770482,110187.075540519,49325.324724543,109597.971865098,155604.520257944,176810.86654053,12900.5850732646,6240.6196774816,91749.0083204658,109774.749168811,120613.702383531,183231.773195021,31397.4240576017,136283.02853019,67891.4644930522,138227.116860166,145885.002629784,129214.246435995,154661.861975097,1001.43004713021,1001.43004713021,0,0,1413.75641883872,2415.18646596967,39041.2711340344,164323.069849837,165795.59803296,179991.933985634,167385.669744649,92985.9874355919,166796.566069228,166796.566069228,110422.624608515,149654.711739446,20558.4708428815,1001.43004713021,38039.8410869041,49703.4470450427,34377.1464859206,64135.7940765742
"M-1",65549.5504954129,59128.6438409228,54121.4936052721,51117.2034638814,44048.4213696857,40455.0275528731,35208.8185759293,32797.1417832562,25977.9474502412,22381.0439601329,27786.4818743082,45749.479274211,24387.4137276899,31217.1370805926,35437.3482973327,37620.4953686028,37204.6593235978,28784.4022481429,22381.0439601329,45337.1529025025,41044.1312282948,35437.3482973327,42506.1303915279,69894.3245873119,69894.3245873119,70306.6509590211,86977.4071528103,88391.1635716497,87978.8371999405,88567.9408753623,89569.3709224926,92338.1119958869,92750.4383675954,92750.4383675954,110658.173676511,112071.93009535,69481.9982156035,92573.6610638828,111424.054655645,70718.9773307296,70718.9773307296,93575.091111013,64960.4468199917,109656.743629381,110069.070001089,112661.033770772,88980.2672470708,88980.2672470708,89981.697294201,90570.8009696229,91984.5573884616,91572.2310167531,92161.3346921743,91749.0083204658,92338.1119958869,111600.831959358,50739.0811433817,111011.728283937,157018.276676783,178224.622959369,14314.3414921034,7654.37609632032,93162.7647393045,111188.505587649,122027.458802369,184645.52961386,32811.1804764404,137696.784949028,69305.2209118909,139640.873279005,147298.759048622,130628.002854833,156075.618393936,2415.18646596893,2415.18646596893,1413.75641883872,1413.75641883872,0,3828.9428848084,40455.0275528731,165736.826268676,167209.354451798,181405.690404473,168799.426163488,94399.7438544306,168210.322488066,168210.322488066,111836.381027354,151068.468158285,21972.2272617202,2415.18646596893,39453.5975057428,51117.2034638814,35790.9029047593,65549.5504954129
"M-5",61720.6076106045,55299.7009561144,50292.5507204637,47288.260579073,40219.4784848773,36626.0846680647,31379.8756911209,28968.1988984478,22149.0045654328,18552.1010753245,23957.5389894998,41920.5363894026,20558.4708428815,27388.1941957842,31608.4054125243,33791.5524837944,33375.7164387894,24955.4593633345,18552.1010753245,41508.2100176941,37215.1883434864,31608.4054125243,38677.1875067195,66065.3817025036,66065.3817025036,66477.7080742127,83148.4642680019,84562.2206868412,84149.8943151321,84738.9979905539,85740.4280376841,88509.1691110785,88921.495482787,88921.495482787,106829.230791703,108242.987210542,65653.055330795,88744.7181790744,107595.111770837,66890.0344459212,66890.0344459212,89746.1482262046,61131.5039351833,105827.800744573,106240.127116281,108832.090885963,85151.3243622624,85151.3243622624,86152.7544093926,86741.8580848145,88155.6145036532,87743.2881319447,88332.3918073659,87920.0654356574,88509.1691110785,107771.889074549,46910.1382585733,107182.785399128,153189.333791975,174395.680074561,10485.398607295,3825.43321151192,89333.8218544961,107359.562702841,118198.515917561,180816.586729051,28982.237591632,133867.84206422,65476.2780270825,135811.930394197,143469.816163814,126799.059970025,152246.675509128,1413.75641883946,1413.75641883946,2415.18646596967,2415.18646596967,3828.9428848084,0,36626.0846680647,161907.883383867,163380.41156699,177576.747519664,164970.48327868,90570.8009696222,164381.379603258,164381.379603258,108007.438142546,147239.525273476,18143.2843769118,1413.75641883946,35624.6546209344,47288.260579073,31961.9600199509,61720.6076106045
"s-Dendermonde2",25919.1756859568,19498.2690314667,14491.118795816,11486.8286544253,4418.04656022956,0,7834.66307332944,7657.88576961687,14477.0801026319,22311.7431759612,27717.1810901366,45680.1784900394,16067.6138251832,10069.5625622901,35368.0475131611,4830.37293193803,5831.80297906824,28715.1014639713,22311.7431759612,45267.8521183309,1413.75641883872,35368.0475131611,42436.8296073562,69825.0238031403,69825.0238031403,70237.3501748495,86908.1063686387,88321.862787478,87909.5364157689,88498.6400911907,89500.0701383209,92268.8112117153,92681.1375834238,92681.1375834238,110588.87289234,112002.629311178,69412.6974314318,92504.3602797112,111354.753871473,70649.676546558,70649.676546558,93505.7903268414,25330.0720105356,109587.442845209,109999.769216918,112591.7329866,88910.9664628992,88910.9664628992,89912.3965100294,90501.5001854513,91915.25660429,91502.9302325815,92092.0339080027,91679.7075362942,92268.8112117153,111531.531175186,50669.7803592101,110942.427499765,156948.975892612,178155.322175198,26140.6860607697,33386.245458678,93093.4639551329,111119.204803478,121958.158018198,184576.228829688,13898.5054470985,137627.484164857,69235.9201277193,139571.572494833,147229.458264451,130558.702070662,156006.317609765,38039.8410869041,38039.8410869041,39041.2711340344,39041.2711340344,40455.0275528731,36626.0846680647,0,165667.525484504,167140.053667627,181336.389620301,168730.125379317,94330.443070259,168141.021703895,168141.021703895,111767.080243182,150999.167374113,18482.8002911528,38039.8410869041,1001.43004713033,11486.8286544253,6420.9066544901,25919.1756859568
"bpns-KB2",190762.048427044,184341.141772554,179333.991536903,176329.701395512,169260.919301317,165667.525484504,160421.31650756,158009.639714887,151190.445381872,143355.782308543,137950.344394367,119987.346994465,149599.911659321,156429.635012224,130885.071973468,162832.993300234,162417.157255229,137538.018022658,143355.782308543,120985.267368298,166256.629159926,130885.071973468,123816.289879273,96667.1544247807,96667.1544247807,97079.4807964899,82058.0300895359,81468.9264141148,81056.6000424056,79642.8436235668,78641.4135764366,73398.7142727888,72986.3879010803,72986.3879010803,60026.5690526702,59437.4653772484,96254.8280530722,73987.8179482099,56786.7298432829,97491.8071681983,97491.8071681983,72986.3879010797,190172.944751623,61027.9990998004,61440.3254715089,58023.7089584097,80055.1699952753,80055.1699952753,79053.7399481451,77639.9835293063,77050.8798538846,76638.5534821761,75224.7970633366,74812.4706916281,73398.7142727888,54960.647052735,116754.52713167,56374.4034715744,15315.7715392337,24199.6767332004,151422.484776572,158668.044174481,72574.0615293712,54548.3206810265,43709.3674663063,27692.6133770636,158023.678408071,32987.9577801532,98080.9108436201,26920.6057330877,18438.0672200532,35108.8234138424,20381.6935391683,163321.639802707,163321.639802707,164323.069849837,164323.069849837,165736.826268676,161907.883383867,165667.525484504,0,6403.35828800997,23867.180165551,36424.3089803914,73811.0406444973,37838.0653992299,37838.0653992299,57199.0562149921,33264.7302459517,147184.725193351,163321.639802707,164666.095437374,176329.701395512,161003.40083639,190762.048427044
"bpns-middelkerkebank",192234.576610167,185813.669955677,180806.519720026,177802.229578635,170733.447484439,167140.053667627,161893.844690683,159482.16789801,152662.973564995,144828.310491665,139422.87257749,121459.875177587,151072.439842444,157902.163195346,132357.600156591,164305.521483356,163889.685438352,139010.546205781,144828.310491665,122457.795551421,167729.157343049,132357.600156591,125288.818062396,98139.6826079034,98139.6826079034,98552.0089796125,83530.5582726585,82941.4545972374,82529.1282255283,81115.3718066895,80113.9417595593,74871.2424559114,74458.916084203,74458.916084203,61499.0972357929,60909.9935603711,97727.3562361949,75460.3461313325,58259.2580264056,98964.335351321,98964.335351321,74458.9160842023,191645.472934745,62500.5272829231,62912.8536546316,59496.2371415324,81527.698178398,81527.698178398,80526.2681312677,79112.5117124289,78523.4080370072,78111.0816652987,76697.3252464593,76284.9988747508,74871.2424559114,56433.1752358576,118227.055314792,57846.9316546971,11840.3832618505,18627.9905352,152895.012959695,160140.572357603,74046.5897124938,56020.8488641491,45181.8956494289,22120.9271790634,159496.206591194,34460.4859632758,99553.4390267427,28393.1339162104,19910.5954031759,36581.3515969651,16906.3052617851,164794.167985829,164794.167985829,165795.59803296,165795.59803296,167209.354451798,163380.41156699,167140.053667627,6403.35828800997,0,18295.4939675508,41995.9951783919,75283.5688276199,43409.7515972304,43409.7515972304,58671.5843981147,38836.4164439511,148657.253376474,164794.167985829,166138.623620496,177802.229578635,162475.929019513,192234.576610167
