"","ak-41","ak-42","ak-44","ak-45","ak-47","ak-x","bh-37","bpns-A1BIS","bpns-G-88","bpns-Nautica Ena","bpns-nieuwpoortbank","bpns-NIEUWPOORTKUST8","bpns-O6","bpns-Trapegeer","bpns-W1","bpns-WENDUINEBANKW","bpns-Whitley","bpns-WK14","bpns-WZ","bpns-zbe1","bpns-zbe2","bpns-zbe3","bpns-zbw1","bpns-zbw2","bpns-zbw3","bpns-ZW1","M-6","me-7-2","me-7-2b","Rt1","Rt2","Rt3","Rt4","Rt5","Rt6","Rt7","Rt8","s-10a","s-11","s-12","s-3","s-4","s-4a","s-4b","s-4c","s-5","s-6","s-6","s-7","s-8","s-8a","s-9","s-9a","s-Dendermonde","s-Dendermonde","s-Vlassenbroek","ws-11","ws-12A","ws-13","ws-14","ws-15","ws-15A","ws-16","ws-18","ws-23","ws-25","ws-25A","ws-25B","ws-2C","ws-4","ws-42A","ws-53","ws-53A","ws-55","ws-6","ws-A1","ws-A3","ws-A5","ws-borssele","ws-DL12","ws-DL7","ws-DL9","ws-F42","ws-F42","ws-GVWSP","ws-HW6","ws-OG10","ws-OGDL","ws-PPB","ws-PPC","ws-PPC","ws-PVTSS","ws-SP3","ws-STD3","ws-STEEN","ws-TRAWL","ws-W6","ws-W7","ws-WN2"
"s-4c",30164.5245360209,30638.3979196086,37313.3331766966,38163.0567399935,47146.3477334191,86013.286925573,87755.7971108134,143946.455986167,136728.750074952,153519.01452249,172340.260488933,172340.260488933,152633.986676707,181534.5795984,119117.572469355,153407.893929165,174960.742922092,123061.436038731,128502.043459948,127534.367042161,126800.167203577,126161.97958827,128727.901930801,129405.605190011,130058.837252043,129549.193355405,28465.6175979672,21294.893551657,17932.7210182141,24220.4727043636,24160.2309941378,24015.2763765112,23905.4090458181,23820.6961384173,23735.9832310165,23626.1159003233,23202.5513633179,29722.4607239628,41674.9664738779,41932.8503269321,19897.6196550533,15913.6704052601,5626.62296665757,2569.17483235673,0,2698.18596647267,7570.51408442506,7630.75579465077,9392.80983792268,17137.051432349,16892.1623476723,22362.2932482214,22538.3742112614,13538.2541697032,14263.0272578373,7064.18660093427,90433.1555747718,86140.9497020182,90177.144287143,85337.0814027585,89222.7675973057,88829.2919537513,84557.6843006742,83465.7793315865,86882.6398023025,86125.8413319686,85643.9076501627,84503.0602867242,89894.7253135904,89170.0161487802,66387.4142908961,66539.9230935474,66114.485991117,65638.2339289103,88840.5912696262,88774.6679398007,88309.6512701454,87844.6346004895,91719.2226327825,107157.560615808,109330.007314786,108096.956782245,66692.3679728752,66511.642842198,108530.011993025,67371.943797509,107112.186239385,106336.775304398,88607.0507670993,87582.9416932615,88607.0507670993,89872.1906051642,108947.89491043,45428.4013317685,107265.063924931,108089.530443869,108328.688642671,107901.378974815,108191.224286744
"s-5",27617.2651092974,28091.1384928851,34766.0737499731,35615.7973132701,44599.0883066956,83466.0274988495,85208.53768409,141399.196559443,134181.490648229,150971.755095767,169793.00106221,169793.00106221,150086.727249984,178987.320171676,116570.313042632,150860.634502441,172413.483495368,120514.176612007,125954.784033225,124987.107615438,124252.907776854,123614.720161546,126180.642504078,126858.345763287,127511.57782532,127001.933928681,25918.3581712437,18747.6341249335,15385.4615914906,26767.7321310878,26707.490420862,26562.5358032354,26452.6684725422,26367.9555651415,26283.2426577407,26173.3753270475,25749.8107900421,27175.2012972393,39127.7070471545,39385.5909002087,22444.8790817775,18460.9298319843,8173.88239338174,5116.43425908091,2698.18596647267,0,5023.25465770161,5083.49636792731,6845.55041119922,14589.7920056255,14344.9029209489,19815.0338214979,19991.1147845379,16085.5135964274,16810.2866845615,9611.44602765845,87885.8961480484,83593.6902752947,87629.8848604195,82789.8219760351,86675.5081705822,86282.0325270278,82010.4248739507,80918.519904863,84335.380375579,83578.5819052451,83096.6482234392,81955.8008600007,87347.4658868669,86622.7567220567,63840.1548641726,63992.663666824,63567.2265643936,63090.9745021868,86293.3318429028,86227.4085130772,85762.3918434219,85297.3751737661,89171.9632060591,104610.301189085,106782.747888062,105549.697355521,64145.1085461518,63964.3834154746,105982.752566301,64824.6843707855,104564.926812661,103789.515877675,86059.7913403758,85035.682266538,86059.7913403758,87324.9311784407,106400.635483707,42881.1419050451,104717.804498208,105542.271017145,105781.429215947,105354.119548092,105643.964860021
"s-6",22789.7800289988,23263.6534125865,29938.5886696746,30788.3122329716,39771.6032263972,78638.5424185508,80381.0526037913,136571.711479145,129354.00556793,146144.270015468,164965.515981911,164965.515981911,145259.242169686,174159.835091378,111742.827962333,146033.149422143,167585.99841507,115686.691531708,121127.298952926,120159.622535139,119425.422696555,118787.235081248,121353.157423779,122030.860682989,122684.092745021,122174.448848383,21090.8730909451,13920.149044635,10557.9765111921,31640.0602490402,31579.8185388144,31434.8639211878,31324.9965904947,31240.2836830939,31155.5707756931,31045.7034449999,30622.1389079945,22347.7162169408,34300.221966856,34558.1058199102,27317.2071997299,23333.2579499367,13046.2105113342,9988.76237703331,7570.51408442506,5023.25465770161,0,60.2417102257023,2018.06533090074,9762.30692532695,9517.41784065032,14987.5487411994,15163.6297042393,20957.8417143798,21682.6148025139,14483.7741456109,83058.4110677497,78766.2051949961,82802.3997801209,77962.3368957364,81848.0230902836,81454.5474467292,77182.9397936521,76091.0348245644,79507.8952952804,78751.0968249465,78269.1631431406,77128.3157797021,82519.9808065683,81795.2716417581,59012.6697838741,59165.1785865255,58739.7414840951,58263.4894218883,81465.8467626041,81399.9234327786,80934.9067631233,80469.8900934674,84344.4781257604,99782.8161087861,101955.262807764,100722.212275223,59317.6234658533,59136.8983351761,101155.267486003,59997.199290487,99737.4417323624,98962.0307973763,81232.3062600772,80208.1971862394,81232.3062600772,82497.4460981421,101573.150403408,38053.6568247466,99890.3194179094,100714.785936847,100953.944135649,100526.634467793,100816.479779722
"s-6",22729.5383187731,23203.4117023608,29878.3469594489,30728.0705227459,39711.3615161715,78578.3007083251,80320.8108935656,136511.469768919,129293.763857704,146084.028305242,164905.274271686,164905.274271686,145199.00045946,174099.593381152,111682.586252108,145972.907711917,167525.756704844,115626.449821483,121067.0572427,120099.380824914,119365.18098633,118726.993371022,121292.915713554,121970.618972763,122623.851034796,122114.207138157,21030.6313807194,13859.9073344093,10497.7348009664,31700.3019592659,31640.0602490401,31495.1056314135,31385.2383007203,31300.5253933196,31215.8124859188,31105.9451552256,30682.3806182202,22287.4745067151,34239.9802566303,34497.8641096845,27377.4489099556,23393.4996601624,13106.4522215599,10049.004087259,7630.75579465077,5083.49636792731,60.2417102257023,0,1957.82362067504,9702.06521510125,9457.17613042461,14927.3070309737,15103.3879940136,21018.0834246055,21742.8565127396,14544.0158558366,82998.169357524,78705.9634847704,82742.1580698952,77902.0951855107,81787.7813800579,81394.3057365035,77122.6980834264,76030.7931143387,79447.6535850547,78690.8551147208,78208.9214329149,77068.0740694764,82459.7390963426,81735.0299315324,58952.4280736484,59104.9368762998,58679.4997738694,58203.2477116626,81405.6050523784,81339.6817225529,80874.6650528976,80409.6483832417,84284.2364155347,99722.5743985604,101895.021097538,100661.970564997,59257.3817556276,59076.6566249504,101095.025775777,59936.9575802613,99677.2000221367,98901.7890871506,81172.0645498515,80147.9554760137,81172.0645498515,82437.2043879164,101512.908693182,37993.4151145209,99830.0777076837,100654.544226621,100893.702425423,100466.392757568,100756.238069497
"s-7",20918.5418811498,21392.4152647375,28067.3505218256,28917.0740851226,37900.3650785482,76767.3042707017,78509.8144559423,134700.473331296,127482.767420081,144273.031867619,163094.277834062,163094.277834062,143388.004021837,172288.596943529,109871.589814484,144161.911274294,165714.760267221,113815.453383859,119256.060805077,118288.38438729,117554.184548706,116915.996933399,119481.91927593,120159.622535139,120812.854597172,120303.210700533,19219.6349430961,12048.910896786,8686.73836334307,33462.3560025378,33402.114292312,33257.1596746854,33147.2923439923,33062.5794365915,32977.8665291907,32867.9991984975,32444.4346614921,20476.4780690917,32428.9838190071,32686.8676720612,29139.5029532275,25155.5537034343,14868.5062648318,11811.0581305309,9392.80983792268,6845.55041119922,2018.06533090074,1957.82362067504,0,7891.06877747793,7646.17969280129,13116.3105933504,13292.3915563903,22780.1374678774,23504.9105560115,16306.0698991085,81187.1729199007,76894.9670471471,80931.1616322719,76091.0987478874,79976.7849424345,79583.3092988801,75311.701645803,74219.7966767153,77636.6571474314,76879.8586770974,76397.9249952915,75257.077631853,80648.7426587192,79924.0334939091,57141.4316360251,57293.9404386765,56868.5033362461,56392.2512740393,79594.6086147551,79528.6852849295,79063.6686152742,78598.6519456184,82473.2399779114,97911.577960937,100084.024659915,98850.9741273738,57446.3853180043,57265.6601873271,99284.0293381536,58125.9611426381,97866.2035845134,97090.7926495272,79361.0681122281,78336.9590383903,79361.0681122281,80626.2079502931,99701.912255559,36182.4186768976,98019.0812700603,98843.5477889975,99082.7059877995,98655.3963199442,98945.2416318732
"s-8",13128.0907968379,13601.9641804256,20276.8994375136,21126.6230008106,30109.9139942363,69985.2509631934,70719.3633716301,126910.022246984,119692.316335769,136482.580783307,155303.826749751,155303.826749751,135597.552937525,164498.145859217,102081.138730172,136371.460189982,157924.309182909,106025.002299547,111465.609720765,110497.933302978,109763.733464394,109125.545849087,111691.468191618,112369.171450828,113022.40351286,112512.759616221,17027.335989,9856.61194268984,6494.43940924695,41206.597596964,41146.3558867382,41001.4012691116,40891.5339384185,40806.8210310177,40722.1081236169,40612.2407929237,40188.6762559183,12686.0269847798,24638.5327346951,24896.4165877493,36883.7445476538,32899.7952978606,22612.747859258,19555.2997249572,17137.051432349,14589.7920056255,9762.30692532695,9702.06521510125,7891.06877747793,0,350.150945479609,5376.16835562119,5501.94047207838,30524.3790623037,31249.1521504378,24050.3114935348,73396.7218355886,69104.515962835,73140.7105479598,68300.6476635753,72186.3338581225,71792.8582145681,67521.250561491,66429.3455924032,69846.2060631193,69089.4075927853,68607.4739109795,67466.6265475409,72858.2915744072,72133.582409597,49350.9805517133,49503.4893543647,49078.0522519343,48601.8001897275,71804.157530443,71738.2342006174,71273.2175309621,70808.2008613063,74682.7888935993,90121.1268766249,92293.5735756027,91060.5230430617,49655.9342336924,49475.2091030153,91493.5782538415,50335.5100583262,90075.7525002013,89300.3415652151,71570.617027916,70546.5079540783,71570.617027916,72835.756865981,91911.4611712469,28391.9675925857,90228.6301857482,91053.0967046854,91292.2549034875,90864.9452356321,91154.7905475611
"s-8a",13272.3621883485,13746.2355719362,20421.1708290243,21270.8943923213,30254.1853857469,70129.522354704,70863.6347631407,127054.293638494,119836.58772728,136626.852174818,155448.098141262,155448.098141262,135741.824329036,164642.417250728,102225.410121683,136515.731581493,158068.58057442,106169.273691058,111609.881112276,110642.204694489,109908.004855905,109269.817240597,111835.739583129,112513.442842338,113166.674904371,112657.031007732,16782.4469043234,9611.72285801321,6249.55032457032,40961.7085122874,40901.4668020616,40756.512184435,40646.6448537418,40561.9319463411,40477.2190389403,40367.3517082471,39943.7871712417,12830.2983762904,24782.8041262057,25040.6879792599,36638.8554629771,32654.9062131839,22367.8587745814,19310.4106402806,16892.1623476723,14344.9029209489,9517.41784065032,9457.17613042461,7646.17969280129,350.150945479609,0,5470.13090054905,5646.21186358902,30279.4899776271,31004.2630657611,23805.4224088581,73540.9932270992,69248.7873543456,73284.9819394704,68444.9190550859,72330.6052496331,71937.1296060787,67665.5219530016,66573.6169839139,69990.4774546299,69233.678984296,68751.7453024901,67610.8979390516,73002.5629659178,72277.8538011076,49495.2519432239,49647.7607458753,49222.3236434449,48746.0715812381,71948.4289219536,71882.5055921281,71417.4889224728,70952.472252817,74827.06028511,90265.3982681356,92437.8449671133,91204.7944345723,49800.2056252031,49619.4804945259,91637.8496453522,50479.7814498369,90220.0238917119,89444.6129567258,71714.8884194267,70690.7793455889,71714.8884194267,72980.0282574916,92055.7325627576,28536.2389840964,90372.9015772589,91197.368096196,91436.5262949981,91009.2166271428,91299.0619390717
"s-9",8012.7550094059,8486.6283929936,15161.5636500817,16011.2872133786,24994.5782068043,64869.9151757614,65604.027584198,121794.686459552,114576.980548337,131367.244995876,150188.490962319,150188.490962319,130482.217150094,159382.810071785,96965.8029427402,131256.12440255,152808.973395478,100909.666512115,106350.273933333,105382.597515546,104648.397676962,104010.210061655,106576.132404186,107253.835663395,107907.067725428,107397.423828789,22252.5778048724,15081.8537585623,11719.6812251194,46431.8394128364,46371.5977026106,46226.643084984,46116.7757542908,46032.06284689,45947.3499394893,45837.4826087961,45413.9180717907,7570.69119734781,19523.1969472631,19781.0808003173,42108.9863635261,38125.0371137329,27837.9896751305,24780.5415408296,22362.2932482214,19815.0338214979,14987.5487411994,14927.3070309737,13116.3105933504,5376.16835562119,5470.13090054905,0,421.691971580265,35749.6208781761,36474.3939663102,29275.5533094072,68281.3860481566,63989.180175403,68025.3747605278,63185.3118761433,67070.9980706905,66677.5224271361,62405.914774059,61314.0098049712,64730.8702756873,63974.0718053533,63492.1381235475,62351.290760109,67742.9557869752,67018.246622165,44235.6447642813,44388.1535669327,43962.7164645023,43486.4644022955,66688.821743011,66622.8984131854,66157.8817435301,65692.8650738743,69567.4531061673,85005.791089193,87178.2377881707,85945.1872556297,44540.5984462605,44359.8733155833,86378.2424664095,45220.1742708942,84960.4167127693,84185.0057777831,66455.281240484,65431.1721666463,66455.281240484,67720.421078549,86796.1253838149,23276.6318051537,85113.2943983162,85937.7609172534,86176.9191160555,85749.6094482001,86039.4547601291
"s-9a",7626.15032475978,8100.02370834747,14774.9589654355,15624.6825287325,24607.9735221582,64483.3104911153,65217.4228995519,121408.081774906,114190.375863691,130980.640311229,149801.886277673,149801.886277673,130095.612465447,158996.205387139,96579.198258094,130869.519717904,152422.368710831,100523.061827469,105963.669248687,104995.9928309,104261.792992316,103623.605377008,106189.52771954,106867.230978749,107520.463040782,107010.819144143,22428.6587679124,15257.9347216022,11895.7621881593,46607.9203758763,46547.6786656505,46402.724048024,46292.8567173308,46208.14380993,46123.4309025292,46013.563571836,45589.9990348307,7184.08651270168,19136.592262617,19394.4761156712,42285.0673265661,38301.1180767729,28014.0706381704,24956.6225038696,22538.3742112614,19991.1147845379,15163.6297042393,15103.3879940136,13292.3915563903,5501.94047207838,5646.21186358902,421.691971580265,0,35925.7018412161,36650.4749293501,29451.6342724471,67894.7813635105,63602.5754907569,67638.7700758817,62798.7071914972,66684.3933860444,66290.9177424899,62019.3100894129,60927.4051203251,64344.2655910412,63587.4671207072,63105.5334389014,61964.6860754628,67356.351102329,66631.6419375189,43849.0400796352,44001.5488822866,43576.1117798562,43099.8597176494,66302.2170583649,66236.2937285393,65771.277058884,65306.2603892282,69180.8484215212,84619.1864045468,86791.6331035246,85558.5825709836,44153.9937616144,43973.2686309372,85991.6377817634,44833.5695862481,84573.8120281232,83798.401093137,66068.6765558379,65044.5674820002,66068.6765558379,67333.8163939029,86409.5206991688,22890.0271205076,84726.6897136701,85551.1562326073,85790.3144314093,85363.004763554,85652.850075483
"s-Dendermonde",43551.8521659755,44025.7255495632,50700.6608066511,51550.3843699481,60533.6753633736,99400.6145555279,101143.124740768,157333.783616122,150116.077704907,166906.342152445,185727.588118888,185727.588118888,166021.314306662,194921.907228355,132504.90009931,166795.221559119,188348.070552047,136448.763668685,141889.371089903,140921.694672116,140187.494833532,139549.307218225,142115.229560756,142792.932819965,143446.164881998,142936.520985359,41852.9452279217,34682.2211816117,31320.0486481688,10682.2185346604,10621.9768244346,10477.022206808,10367.1548761148,10282.4419687141,10197.7290613133,10087.8617306201,9664.2971936147,43109.7883539174,55062.2941038325,55320.1779568867,6359.36548535012,2375.41623555688,7911.63120304563,11260.3550248328,13538.2541697032,16085.5135964274,20957.8417143798,21018.0834246055,22780.1374678774,30524.3790623037,30279.4899776271,35749.6208781761,35925.7018412161,0,724.773088134066,6474.06756876894,103820.483204727,99528.2773319731,103564.471917098,98724.4090327134,102610.095227261,102216.619583706,97945.0119306291,96853.1069615413,100269.967432257,99513.1689619234,99031.2352801176,97890.387916679,103282.052943545,102557.343778735,79774.741920851,79927.2507235023,79501.8136210719,79025.5615588651,102227.918899581,102161.995569756,101696.9789001,101231.962230444,105106.550262737,120544.888245763,122717.334944741,121484.2844122,80079.6956028301,79898.9704721529,121917.33962298,80759.2714274639,120499.513869339,119724.102934353,101994.378397054,100970.269323216,101994.378397054,103259.518235119,122335.222540385,58815.7289617231,120652.391554886,121476.858073824,121716.016272626,121288.70660477,121578.551916699
"s-Dendermonde",44276.6252541095,44750.4986376972,51425.4338947852,52275.1574580822,61258.4484515077,100125.387643662,101867.897828902,158058.556704256,150840.850793041,167631.115240579,186452.361207022,186452.361207022,166746.087394796,195646.680316489,133229.673187444,167519.994647254,189072.843640181,137173.53675682,142614.144178037,141646.46776025,140912.267921666,140274.080306359,142840.00264889,143517.705908099,144170.937970132,143661.294073493,42577.7183160558,35406.9942697457,32044.8217363029,9957.44544652631,9897.20373630052,9752.24911867395,9642.38178798077,9557.66888057999,9472.9559731792,9363.08864248602,8939.52410548063,43834.5614420515,55787.0671919666,56044.9510450208,5634.59239721605,1650.64314742282,8636.4042911797,11985.1281129668,14263.0272578373,16810.2866845615,21682.6148025139,21742.8565127396,23504.9105560115,31249.1521504378,31004.2630657611,36474.3939663102,36650.4749293501,724.773088134066,0,7198.840656903,104545.256292861,100253.050420107,104289.245005232,99449.1821208475,103334.868315395,102941.39267184,98669.7850187632,97577.8800496754,100994.740520391,100237.942050058,99756.0083682517,98615.1610048131,104006.826031679,103282.116866869,80499.515008985,80652.0238116364,80226.586709206,79750.3346469992,102952.691987715,102886.76865789,102421.751988234,101956.735318579,105831.323350872,121269.661333897,123442.108032875,122209.057500334,80804.4686909642,80623.743560287,122642.112711114,81484.044515598,121224.286957473,120448.876022487,102719.151485188,101695.04241135,102719.151485188,103984.291323253,123059.995628519,59540.5020498572,121377.16464302,122201.631161958,122440.78936076,122013.479692904,122303.325004833
"s-Vlassenbroek",37077.7845972066,37551.6579807943,44226.5932378823,45076.3168011792,54059.6077946048,92926.5469867589,94669.0571719992,150859.716047353,143642.010136138,160432.274583676,179253.520550119,179253.520550119,159547.246737893,188447.839659585,126030.832530541,160321.15399035,181874.002983277,129974.696099916,135415.303521134,134447.627103347,133713.427264763,133075.239649455,135641.161991987,136318.865251196,136972.097313229,136462.45341659,35378.8776591529,28208.1536128428,24845.9810793999,17156.2861034293,17096.0443932035,16951.089775577,16841.2224448838,16756.509537483,16671.7966300822,16561.929299389,16138.3647623836,36635.7207851485,48588.2265350637,48846.1103881178,12833.4330541191,8849.48380432582,1437.5636342767,4786.28745606384,7064.18660093427,9611.44602765845,14483.7741456109,14544.0158558366,16306.0698991085,24050.3114935348,23805.4224088581,29275.5533094072,29451.6342724471,6474.06756876894,7198.840656903,0,97346.4156359577,93054.2097632041,97090.4043483289,92250.3414639444,96136.0276584916,95742.5520149371,91470.94436186,90379.0393927723,93795.8998634884,93039.1013931544,92557.1677113485,91416.32034791,96807.9853747762,96083.2762099661,73300.6743520819,73453.1831547333,73027.7460523029,72551.4939900961,95753.8513308121,95687.9280009865,95222.9113313312,94757.8946616754,98632.4826939684,114070.820676994,116243.267375972,115010.216843431,73605.6280340611,73424.9029033839,115443.272054211,74285.2038586949,114025.44630057,113250.035365584,95520.3108282851,94496.2017544473,95520.3108282851,96785.4506663501,115861.154971616,52341.6613929542,114178.323986117,115002.790505054,115241.948703857,114814.639036001,115104.48434793
"ws-11",60338.8056126199,59915.2410756146,53170.1312446584,52515.7098433164,44676.3668158121,116319.7600379,9826.35940847971,53904.8395662007,46295.5945001798,63477.3981025246,82298.6440689695,82298.6440689695,62592.3702567426,91492.9631784362,29075.9560493894,63366.2775091994,84919.126502128,33019.8196187644,38460.4270399819,37492.7506221952,36758.5507836112,36120.3631683036,38686.2855108352,39363.9887700444,40017.2208320772,39507.5769354384,90323.4401314229,83152.7160851126,79790.5435516696,114502.701739387,114442.460029161,114297.505411535,114187.638080842,114102.925173441,114018.21226604,113908.344935347,113484.780398342,60710.6948508094,49319.5856918388,48570.4798217076,110179.848690077,106195.899440284,95908.852001681,92851.4038673801,90433.1555747718,87885.8961480484,83058.4110677497,82998.169357524,81187.1729199007,73396.7218355886,73540.9932270992,68281.3860481566,67894.7813635105,103820.483204727,104545.256292861,97346.4156359577,0,6832.53041724407,501.622296168144,7796.18197018763,2824.40317643867,3756.24515784923,8819.39200724031,10393.3438477344,7778.81101475422,8513.47826878644,8714.71365512,9888.85023192291,1027.85420468805,1859.62330387159,25562.9555087469,24872.0803682379,24808.0935271621,24794.9216458614,2539.92105236709,4825.70338253156,5926.97117874422,7028.2389749567,2338.68566603565,16724.405041036,18896.8517400137,17663.8012074727,25747.4257702743,25928.1509009515,18096.8564182525,25704.1010721991,16679.0306646123,15903.6197296262,7337.87552231893,7765.50071827503,7337.87552231893,1122.36156055444,18514.739335658,45004.7542430031,17223.4475049653,17656.3748690965,17895.5330678985,17712.9353717963,17758.0687119722
"ws-12A",56046.5997398664,55623.0352028611,48877.9253719049,48223.5039705629,40384.1609430586,112027.554165147,2993.82899124061,59714.2596638242,52496.5537526094,69286.8182001481,88108.064166593,88108.064166593,68401.7903543661,97302.3832760597,34885.3761470129,69175.6976068229,90728.5465997515,38829.2397163879,44269.8471376055,43302.1707198187,42567.9708812347,41929.7832659272,44495.7056084587,45173.4088676679,45826.6409297007,45316.9970330619,86031.2342586693,78860.510212359,75498.337678916,110210.495866634,110150.254156408,110005.299538781,109895.432208088,109810.719300687,109726.006393287,109616.139062593,109192.574525588,56418.4889780559,45027.3798190853,44278.2739489541,105887.642817323,101903.69356753,91616.6461289274,88559.1979946265,86140.9497020182,83593.6902752947,78766.2051949961,78705.9634847704,76894.9670471471,69104.515962835,69248.7873543456,63989.180175403,63602.5754907569,99528.2773319731,100253.050420107,93054.2097632041,6832.53041724407,0,6330.90812107676,1244.34984841586,4990.57127496373,4058.72929355151,2513.17089400681,4192.38459530303,1197.82483042784,1680.94785154237,1882.18323787593,3301.93082321711,7101.10775554575,4972.90711337305,21270.7496359933,20579.8744954843,20515.8876544085,20502.7157731078,4608.39494728472,3269.96936434151,2168.70156812714,1703.68489847138,9171.21608327613,22925.3642934669,25097.8109924446,23864.7604599036,21455.2198975207,21635.945028198,24297.8156706822,21411.8951994455,22879.9899170432,22104.578982057,2466.1010650813,1687.60299978204,2466.1010650813,5710.16885669129,24715.6985880884,40712.5483702496,23032.8676025888,23857.334121526,24096.4923203281,23669.1826524727,23959.0279644017
"ws-13",60082.7943249911,59659.2297879858,52914.1199570296,52259.6985556876,44420.3555281833,116063.748750272,9324.73711231239,53769.3116990235,46551.6057878087,63341.8702353474,82163.1162017923,82163.1162017923,62456.8423895654,91357.435311259,28940.4281822122,63230.7496420222,84783.5986349508,32884.2917515872,38324.8991728048,37357.222755018,36623.022916434,35984.8353011264,38550.757643658,39228.4609028672,39881.6929649,39372.0490682612,90067.4288437941,82896.7047974838,79534.5322640408,114246.690451758,114186.448741533,114041.494123906,113931.626793213,113846.913885812,113762.200978411,113652.333647718,113228.769110713,60454.6835631806,49063.57440421,48314.4685340788,109923.837402448,105939.888152655,95652.8407140521,92595.3925797513,90177.144287143,87629.8848604195,82802.3997801209,82742.1580698952,80931.1616322719,73140.7105479598,73284.9819394704,68025.3747605278,67638.7700758817,103564.471917098,104289.245005232,97090.4043483289,501.622296168144,6330.90812107676,0,7294.55967402031,2322.78088027053,3254.62286168108,8458.11885880914,10137.3325601054,7277.1887185869,8011.85597261912,8213.09135895268,9387.2279357556,1373.90579346976,1358.00100770372,25306.9442211181,24616.069080609,24552.0822395333,24538.9103582326,2038.29875619894,4324.08108636341,5425.34888257608,6526.61667878939,2840.3079622038,16980.4163286648,19152.8630276425,17919.8124951016,25491.4144826455,25672.1396133227,18352.8677058814,25448.0897845703,16935.0419522411,16159.631017255,6836.25322615078,7263.87842210772,6836.25322615078,620.739264386299,18770.7506232868,44748.7429553743,17087.9196377881,17912.3861567253,18151.5443555273,17724.234687672,18014.079999601
"ws-14",55242.7314406067,54819.1669036014,48074.0570726452,47419.6356713032,39580.2926437989,111223.685865887,2734.50129046133,60958.60951224,53740.9036010252,70531.1680485639,89352.4140150088,89352.4140150088,69646.1402027819,98546.7331244755,36129.7259954287,70420.0474552387,91972.8964481673,40073.5895648037,45514.1969860213,44546.5205682345,43812.3207296505,43174.1331143429,45740.0554568745,46417.7587160837,47070.9907781165,46561.3468814777,85227.3659594096,78056.6419130993,74694.4693796563,109406.627567374,109346.385857148,109201.431239522,109091.563908828,109006.851001428,108922.138094027,108812.270763334,108388.706226328,55614.6206787962,44223.5115198257,43474.4056496944,105083.774518064,101099.82526827,90812.7778296677,87755.3296953668,85337.0814027585,82789.8219760351,77962.3368957364,77902.0951855107,76091.0987478874,68300.6476635753,68444.9190550859,63185.3118761433,62798.7071914972,98724.4090327134,99449.1821208475,92250.3414639444,7796.18197018763,1244.34984841586,7294.55967402031,0,6234.92112337958,5303.07914196737,1268.82104559094,2948.03474688716,1545.558399544,1069.45822468261,918.531684933754,2092.66826173528,8064.7593084893,6182.16967485486,20466.8813367336,19776.0061962246,19712.0193551488,19698.8474738481,5852.74479570058,4514.31921275731,3413.05141654294,2507.55319773103,10134.8676362197,24169.7141418827,26342.1608408605,25109.1103083195,20651.3515982612,20832.0767289384,25542.1655190981,20608.026900186,24124.3397654591,23348.9288304729,3269.96936434074,2245.86029050299,3269.96936434074,6884.34413123907,25960.0484365043,39908.6800709899,24277.2174510046,25101.6839699418,25340.8421687439,24913.5325008885,25203.3778128175
"ws-15",59128.4176351538,58704.8530981485,51959.7432671923,51305.3218658503,43465.978838346,115109.372060434,7001.95623204629,54723.6883888608,47505.982477646,64296.2469251847,83117.4928916296,83117.4928916296,63411.2190794027,92311.8120010963,29894.8048720495,64185.1263318595,85737.9753247881,33838.6684414245,39279.2758626421,38311.5994448553,37577.3996062713,36939.2119909637,39505.1343334953,40182.8375927045,40836.0696547373,40326.4257580985,89113.0521539567,81942.3281076465,78580.1555742035,113292.313761921,113232.072051695,113087.117434069,112977.250103376,112892.537195975,112807.824288574,112697.956957881,112274.392420875,59500.3068733433,48109.1977143727,47360.0918442415,108969.460712611,104985.511462818,94698.4640242148,91641.015889914,89222.7675973057,86675.5081705822,81848.0230902836,81787.7813800579,79976.7849424345,72186.3338581225,72330.6052496331,67070.9980706905,66684.3933860444,102610.095227261,103334.868315395,96136.0276584916,2824.40317643867,4990.57127496373,2322.78088027053,6234.92112337958,0,931.841981412216,7503.74216897053,9182.95587026675,5129.844272991,6180.29710942956,6662.23079123542,8292.50209818082,3696.68667373918,1417.55949181284,24352.5675312808,23661.6923907717,23597.705549696,23584.5336683952,822.657876835698,2001.30020609482,3102.56800230942,4203.83579852329,5163.08884247432,17934.7930185031,20107.2397174808,18874.1891849399,24537.0377928082,24717.7629234854,19307.2443957187,24493.7130947329,17889.4186420795,17114.0077070933,4513.47234588275,4941.09754184162,4513.47234588275,1752.350462467,19725.1273131246,43794.3662655371,18042.2963276254,18866.7628465626,19105.9210453646,18678.6113775093,18968.4566894383
