"","HH5","HH6","HH7","HH8","HH9","S13","S09","S12","S02","S08","ak-29","S18","S17","S16","ak-28","ak-32","ak-33","HH4","S15","ak-31","HH3","HH2","HH1","ak-30","ak-34","HH10","ak-35","S07","S14","S10","HH11","ak-36","ak-39","ak-40","ak-42","ak-2","ak-3","ak-1","ak-5","ak-4","ak-8","ak-9","ak-10","ak-11","ak-6","ak-7","ma-1","ma-5","ma-2","ma-6","ma-8","ma-9","ak-17","ak-19","ak-21","ak-22","ma-7","ak-23","ak-24","ak-25","ak-26","ak-27","ak-x","ak-14","ak-13","ak-44","ak-47","s-9","s-8","s-7","s-6","ak-46","ak-48","ws-42A","ws-11","ma-3","ws-53A","ws-53","ws-TRAWL","s-11","s-5","s-4c","s-4b","s-4a","s-4","s-3","s-8a","s-9a","ak-45","ws-55","ws-16","ws-14","ws-12A","ws-2C","s-12","ws-18","ws-25B","ws-6","ws-STEEN","ws-A1","ws-A3","ws-HW6","ws-25","ws-PPB","ws-23","ws-A5","ws-PVTSS","bpns-D1","bpns-WK12","S09-2","ws-25A","ws-PPC","ak-41","ws-SP3","ws-WN2","ws-GVWSP","zandvlietsluis haven B","ak-12","bpns-A1BIS","ws-4","s-10a","bpns-S4","ws-F42","ws-OGDL","ws-DL7","ws-DL9","s-Vlassenbroek","me-7-2","bpns-Whitley","rel_albertkanaal2","rel_albertkanaal1","rel_albertkanaal3","rel_albertkanaal4"
"ws-PPC",130167.948109986,126853.879097628,125064.018358506,121311.616113745,118266.270656196,116200.802155668,116142.237103676,116283.648461119,116142.237103676,116100.813950951,116342.21351311,116142.237103676,116100.813950951,116000.825746234,116042.248898959,116000.825746234,115559.44977464,133040.612801018,116000.825746234,116000.825746234,136203.135612106,137734.379290513,142228.131570931,116142.237103676,121873.287777357,124897.460870017,96234.6190659144,116142.237103676,116100.813950951,116142.237103676,124421.621551581,95510.420379436,70779.0872617903,69813.4890131518,59871.8395208225,202621.221293202,201672.774393741,202614.166988209,201114.202168787,200007.145313152,197751.684048443,197127.473566681,196020.4639606,195737.641245716,200389.975132575,199665.766996186,186088.35396771,188453.957180786,186246.935574153,256849.176451661,256690.623194952,256649.200042227,176684.525067219,169466.52650865,161755.849129529,153692.481864964,256649.200042227,153092.55263666,149451.554114116,148751.636681096,145010.649953835,144310.732520814,116042.248898959,187995.382610459,189833.730257209,52395.4979489578,42914.8704217556,68586.6940102448,74035.054267794,81787.069750442,83776.8312997104,43756.1992122183,46580.3297460665,23770.0110323152,7269.5376552996,199393.079125129,22931.5454327355,23080.0961443695,22508.7243328335,47984.58252408,88970.5860623471,91684.6407972039,94333.0289255214,97671.3224918724,108051.692662952,112172.655468665,74235.0495770509,68386.6987009888,51688.4128120132,23031.5336374521,4040.95134141281,3189.62000587471,2438.27687505417,7579.6276633684,47543.1782027528,5647.90197107953,4730.86622935845,4821.10703659513,21548.8524659619,2514.08777533293,1382.79691579403,23849.994146882,2582.55142338063,0,1682.65758092521,807.044991929258,6128.14975157592,86853.9041441429,48741.3307396952,116142.237103676,3041.06929424088,0,60337.4872959638,23402.8917935214,22553.0106764421,22964.379012811,44638.9511554066,195164.922611131,58233.0708336369,5462.5066671781,60920.302974733,50811.1126495661,23918.5617439493,20710.3496203491,23741.4163695146,22492.9954059915,99061.1548128381,84232.6466281745,89382.129432806,153692.481864964,203645.384593833,149451.554114117,145010.649953835
"ak-41",71137.4562794481,67823.3872670898,66033.5265279678,62281.1242832067,59235.7788256577,57170.31032513,57111.745273138,57253.1566305809,57111.745273138,57070.3221204129,57311.7216825723,57111.745273138,57070.3221204129,56970.3339156957,57011.7570684208,56970.3339156957,56528.9579441018,74010.1209704794,56970.3339156957,56970.3339156957,77172.6437815674,78703.887459975,83197.639740393,57111.745273138,62842.7959468192,65866.9690394785,37204.1272353763,57111.745273138,57070.3221204129,57111.745273138,65391.1297210431,36479.9285488979,11748.5954312521,10782.9971826136,524.222277044061,143590.729462663,142642.282563203,143583.67515767,142083.710338248,140976.653482613,138721.192217904,138096.981736142,136989.972130062,136707.149415177,141359.483302036,140635.275165647,127057.862137171,129423.465350247,127216.443743614,236453.083696499,236494.487949403,236535.911102128,117654.03323668,110436.034678111,102725.357298991,94661.9900344254,236535.911102128,94062.0608061221,90421.0622835781,89721.1448505578,85980.1581232965,85280.2406902762,57011.7570684208,128964.89077992,130803.23842667,7941.98934700592,18456.8205195564,8249.20671428125,13697.5669718304,21449.5824544784,23439.3440037469,17615.4917290937,19956.8798380878,38058.7097617573,62105.8543732233,140362.58729459,37820.1733904806,38168.7005115491,79863.7446325825,12694.3208884944,28633.0987663837,31347.1535012405,33995.541629558,37333.835195909,47714.2053669886,51835.1681727019,13897.5622810874,8049.21140502524,8824.79798965926,37305.9536585118,56296.5359545512,57147.8672900891,57899.2104209097,61654.4758565543,12794.3090932109,55186.6631575869,56269.3915102096,60594.6157849657,78903.8727657114,60467.4831359067,59998.9627199707,39138.5749234959,57920.628483485,60337.4872959638,58654.8297150386,59530.4423040346,61550.2114885288,144208.924443893,106096.351039444,57111.745273138,57379.2643071733,60337.4872959638,0,80757.91209327,79908.0309761908,80319.3993125596,16991.2906972427,136134.430780592,115588.091133386,60943.1429060337,582.815678769223,108166.132949315,38407.2368828258,78065.3699200977,81096.4366692632,79848.0157057402,38723.6675168745,23895.1593322107,146737.149732555,94661.9900344256,144614.892763294,90421.0622835783,85980.1581232967
"ws-SP3",150588.372907293,147274.303894934,145484.443155812,141732.040911051,138686.695453502,136621.226952975,136562.661900983,136704.073258425,136562.661900983,136521.238748257,136762.638310417,136562.661900983,136521.238748257,136421.25054354,136462.673696265,136421.25054354,135979.874571946,153461.037598324,136421.25054354,136421.25054354,156623.560409412,158154.80408782,162648.556368238,136562.661900983,142293.712574664,145317.885667323,116655.043863221,136562.661900983,136521.238748257,136562.661900983,144842.046348888,115930.845176742,91199.5120590966,90233.9138104582,80292.2643181289,223041.646090509,222093.199191048,223034.591785516,221534.626966094,220427.570110458,218172.108845749,217547.898363988,216440.888757907,216158.066043023,220810.399929882,220086.191793492,206508.778765016,208874.381978093,206667.360371459,235964.988239965,235806.434983256,235765.011830531,197104.949864525,189886.951305956,182176.273926836,174112.90666227,235765.011830531,173512.977433967,169871.978911423,169172.061478403,165431.074751141,164731.157318121,136462.673696265,208415.807407766,210254.155054516,72815.9227462642,63335.2952190621,89007.1188075512,94455.4790651003,102207.494547748,104197.256097017,64176.6240095247,67000.7545433729,44190.4358296216,18652.0577200469,219813.503922436,43351.9702300419,43500.5209416758,2441.35741388992,68405.0073213865,109391.010859653,112105.06559451,114753.453722828,118091.747289179,128472.117460258,132593.080265972,94655.4743743573,88807.1234982952,72108.8376093196,43451.9584347584,27360.9968294837,26012.5876612434,24764.1666977203,19103.4362367159,67963.6030000592,29050.7937646007,28133.7580228797,20163.2963083048,6324.09569538874,21533.1235391205,22664.4143986594,44270.4189441883,25985.4432169019,23402.8917935214,24919.8567635462,23795.7052581983,19207.7006047415,68173.2517612955,25338.438946175,136562.661900983,26443.9610877621,23402.8917935214,80757.91209327,0,3748.4001288699,1341.38321297996,65059.375952713,215585.347408437,39552.4184507889,19814.7691872364,81340.7277720394,31384.8435176638,44338.9865412556,3106.77370042462,1382.79691579403,1489.82052568256,119481.579610145,104653.071425481,70701.4770499586,174112.90666227,224065.809391139,169871.978911423,165431.074751141
"ws-WN2",149738.491790214,146424.422777855,144634.562038733,140882.159793972,137836.814336423,135771.345835895,135712.780783903,135854.192141346,135712.780783903,135671.357631178,135912.757193338,135712.780783903,135671.357631178,135571.369426461,135612.792579186,135571.369426461,135129.993454867,152611.156481245,135571.369426461,135571.369426461,155773.679292333,157304.922970741,161798.675251159,135712.780783903,141443.831457585,144468.004550244,115805.162746142,135712.780783903,135671.357631178,135712.780783903,143992.165231808,115080.964059663,90349.6309420175,89384.032693379,79442.3832010497,222191.764973429,221243.318073969,222184.710668437,220684.745849014,219577.688993379,217322.22772867,216698.017246909,215591.007640828,215308.184925943,219960.518812802,219236.310676413,205658.897647937,208024.500861014,205817.47925438,239216.423935064,239057.870678355,239016.44752563,196255.068747446,189037.070188877,181326.392809757,173263.025545191,239016.44752563,172663.096316888,169022.097794344,168322.180361324,164581.193634062,163881.276201042,135612.792579186,207565.926290686,209404.273937437,71966.041629185,62485.4141019829,88157.237690472,93605.5979480212,101357.613430669,103347.374979938,63326.7428924455,66150.8734262937,43340.5547125424,17802.1766029682,218963.622805357,42502.0891129627,42650.6398245966,1307.0427149808,67555.1262043073,108541.129742574,111255.184477431,113903.572605749,117241.8661721,127622.236343179,131743.199148892,93805.5932572781,87957.242381216,71258.9564922404,42602.0773176792,26511.1157124044,25162.7065441641,23914.285580641,18253.5551196374,67113.7218829801,28200.9126475214,27283.8769058004,19313.4151912255,2824.17778340294,20683.2424220411,21814.53328158,43420.5378271091,25135.5620998226,22553.0106764421,24069.9756464668,22945.824141119,18357.8194876624,66123.5121876101,26188.3200632534,135712.780783903,25594.0799706828,22553.0106764421,79908.0309761908,3748.4001288699,0,2407.01691589021,64209.4948356339,214735.466291358,37502.678877104,18964.8880701572,80490.8466549603,29335.1039439789,43489.1054241765,5449.38578362466,5131.19704466393,4945.34814503791,118631.698493065,103803.190308402,68651.7374762732,173263.025545191,223215.92827406,169022.097794344,164581.193634062
"ws-GVWSP",150149.860126582,146835.791114224,145045.930375102,141293.528130341,138248.182672792,136182.714172264,136124.149120272,136265.560477715,136124.149120272,136082.725967547,136324.125529706,136124.149120272,136082.725967547,135982.73776283,136024.160915555,135982.73776283,135541.361791236,153022.524817614,135982.73776283,135982.73776283,156185.047628702,157716.291307109,162210.043587527,136124.149120272,141855.199793953,144879.372886613,116216.53108251,136124.149120272,136082.725967547,136124.149120272,144403.533568177,115492.332396032,90760.9992783862,89795.4010297477,79853.7515374184,222603.133309798,221654.686410338,222596.079004805,221096.114185383,219989.057329748,217733.596065039,217109.385583277,216002.375977197,215719.553262312,220371.887149171,219647.679012782,206070.265984306,208435.869197382,206228.847590749,237223.544047317,237064.990790607,237023.567637882,196666.437083815,189448.438525246,181737.761146126,173674.39388156,237023.567637882,173074.464653257,169433.466130713,168733.548697692,164992.561970431,164292.644537411,136024.160915555,207977.294627055,209815.642273805,72377.4099655537,62896.7824383516,88568.6060268407,94016.9662843899,101768.981767038,103758.743316306,63738.1112288143,66562.2417626625,43751.9230489112,18213.5449393365,219374.991141725,42913.4574493315,43062.0081609654,1099.97420090996,67966.494540676,108952.498078943,111666.5528138,114314.940942117,117653.234508468,128033.604679548,132154.567485261,94216.9615936468,88368.6107175847,71670.3248286091,43013.445654048,26922.4840487733,25574.0748805329,24325.6539170099,18664.9234560055,67525.0902193488,28612.2809838903,27695.2452421693,19724.7835275944,4982.71248240878,21094.61075841,22225.9016179489,43831.9061634779,25546.9304361915,22964.379012811,24481.3439828357,23357.1924774879,18769.187824031,67534.7625711508,25776.9517268849,136124.149120272,26005.4483070516,22964.379012811,80319.3993125596,1341.38321297996,2407.01691589021,0,64620.8631720026,215146.834627727,38913.9292606443,19376.256406526,80902.214991329,30746.3543275192,43900.4737605452,3745.26289056936,2724.180128774,2538.3312291477,119043.066829434,104214.55864477,70062.9878598138,173674.39388156,223627.296610429,169433.466130713,164992.561970431
"zandvlietsluis haven B",86821.7515112653,83507.682498907,81717.821759785,77965.4195150239,74920.074057475,72854.6055569473,72796.0405049552,72937.4518623982,72796.0405049552,72754.6173522301,72996.0169143896,72796.0405049552,72754.6173522301,72654.629147513,72696.0523002381,72654.629147513,72213.2531759191,89694.4162022966,72654.629147513,72654.629147513,92856.9390133846,94388.1826917922,98881.9349722102,72796.0405049552,78527.0911786365,81551.2642712957,52888.4224671935,72796.0405049552,72754.6173522301,72796.0405049552,81075.4249528603,52164.2237807151,27432.8906630693,26467.2924144308,16525.6429221015,159275.024694481,158326.57779502,159267.970389488,157768.005570066,156660.94871443,154405.487449721,153781.27696796,152674.267361879,152391.444646995,157043.778533854,156319.570397464,142742.157368989,145107.760582065,142900.738975431,252137.378928317,252178.78318122,252220.206333945,133338.328468497,126120.329909928,118409.652530808,110346.285266243,252220.206333945,109746.356037939,106105.357515395,105405.440082375,101664.453355114,100964.535922093,72696.0523002381,144649.186011738,146487.533658488,9414.9325709283,1724.08073365096,25240.4974115239,30688.8576690731,38440.8731517211,40430.6347009896,882.751943188302,3048.41654647364,22360.1736212002,46407.3182326661,156046.882526408,22121.6372499235,22470.164370992,64165.2084920253,9334.93055654105,45624.3894636263,48338.4441984831,50986.8323268007,54325.1258931517,64705.4960642313,68826.4588699445,30888.8529783301,25040.5021022679,9839.17609316669,21607.4175179547,40597.999813994,41449.3311495319,42200.6742803525,45955.9397159971,8893.52623521383,39488.1270170297,40570.8553696524,44896.0796444085,63205.3366251542,44768.9469953495,44300.4265794135,23440.0387829389,42222.0923429277,44638.9511554066,42956.2935744814,43831.9061634774,45851.6753479716,128510.388303335,90397.8148988873,72796.0405049552,41680.7281666161,44638.9511554066,16991.2906972427,65059.375952713,64209.4948356339,64620.8631720026,0,151818.726012409,99889.5549928293,45244.6067654766,17574.1063760119,92467.5968087584,22708.7007422687,62366.8337795407,65397.9005287062,64149.4795651832,55714.958214117,40886.4500294533,131038.613591998,110346.285266243,160299.187995111,106105.357515395,101664.453355114
"ak-12",64996.9745011441,68311.0435135023,70100.9042526243,73853.3064973854,76898.6519549344,78964.1204554621,79022.6855074542,78964.1204554627,79022.6855074542,79064.1086601792,78822.7090980198,79022.6855074542,79064.1086601792,79164.0968648964,79122.6737121713,79164.0968648964,79605.4728364903,62124.3098101127,79164.0968648964,79164.0968648964,58961.7869990247,57430.5433206171,53078.2118475522,79022.6855074542,81047.0427023179,84071.2157949771,98930.3035452158,79022.6855074542,79064.1086601792,79022.6855074542,88678.1811126874,99654.5022316942,124385.83534934,125351.433597978,135610.208503548,8383.42201806625,7434.97511860557,8376.3677130733,6876.40289365111,5769.34603801588,3513.88477330683,2889.67429154552,1948.35729636507,1748.38088693065,6152.17585743927,5427.96772105003,24573.1812714145,26938.7844844908,24731.7628778575,133968.402830741,134009.807083644,134051.230236369,18480.397543912,25698.3961024808,33409.073481601,41472.4407461667,134051.230236369,42072.36997447,45713.368497014,46413.2859300343,50154.2726572956,50854.1900903159,79122.6737121713,7169.54000067159,6135.21350648038,142769.424662173,153284.255834723,144383.637494873,149831.997752423,157584.013235071,159573.774784339,152442.92704426,154784.315153255,172886.145076924,196933.28968839,37877.9064288338,172647.608705647,172996.135826716,214691.179947749,147521.756203661,164767.529546976,167481.584281833,170129.97241015,173468.265976501,183848.636147581,187969.598953294,150031.99306168,144183.642185617,143652.233304826,172133.388973679,191123.971269718,191975.302605256,192726.645736077,196481.911171721,147621.744408378,190014.098472754,191096.826825377,195422.051100133,213731.308080878,195294.918451074,194826.398035138,173966.010238663,192748.063798652,195164.922611131,193482.265030206,194357.877619201,196377.646803696,279036.359759061,240923.786354612,79022.6855074542,192206.69962234,195164.922611131,136134.430780592,215585.347408437,214735.466291358,215146.834627727,151818.726012409,0,250415.526448554,195770.578221201,136717.246459361,242993.568264483,173234.672197993,212892.805235265,215923.871984431,214675.451020907,174858.098297467,160029.590112803,281564.585047722,41472.4407461668,9407.58531869691,45713.3684970141,50154.2726572957
"bpns-A1BIS",185418.551947409,182104.482935051,180314.622195929,176562.219951168,173516.874493619,171451.405993091,171392.840941099,171534.252298542,171392.840941099,171351.417788374,171592.817350533,171392.840941099,171351.417788374,171251.429583657,171292.852736382,171251.429583657,170810.053612063,188291.216638441,171251.429583657,171251.429583657,191453.739449529,192984.983127936,197478.735408354,171392.840941099,177123.89161478,180148.06470744,151485.222903337,171392.840941099,171351.417788374,171392.840941099,179672.225389004,150761.024216859,126029.691099213,125064.092850574,115122.443358245,257871.825130625,256923.378231164,257864.770825632,256364.80600621,255257.749150575,253002.287885866,252378.077404104,251271.067798024,250988.245083139,255640.578969998,254916.370833609,241338.957805133,243704.561018209,241497.539411576,264787.763962861,264629.210706152,264587.787553426,231935.128904642,224717.130346073,217006.452966953,208943.085702387,264587.787553426,208343.156474084,204702.157951539,204002.240518519,200261.253791258,199561.336358238,171292.852736382,243245.986447882,245084.334094632,107646.10178638,98165.4742591783,123837.297847667,129285.658105217,137037.673587865,139027.435137133,99006.803049641,101830.933583489,79020.6148697379,53896.4682874155,254643.682962552,78182.1492701582,78330.6999817921,38458.2745806671,103235.186361503,144221.18989977,146935.244634627,149583.632762944,152921.926329295,163302.296500375,167423.259306088,129485.653414473,123637.302538411,106939.016649436,78282.1374748747,62191.1758695994,60842.766701359,59594.345737836,54844.9246367869,102793.782040175,63880.9728047163,62963.9370629953,54993.4753484208,36684.2183676751,56363.3025792361,57494.593438775,79100.5979843046,60815.6222570175,58233.0708336369,59750.0358036617,58625.8842983139,54037.8796448578,28620.8333105069,15116.8688367064,171392.840941099,61274.1401278777,58233.0708336369,115588.091133386,39552.4184507889,37502.678877104,38913.9292606443,99889.5549928293,250415.526448554,0,54644.9482273525,116170.906812156,8519.02194454328,79169.1655813719,42659.1921512135,40290.8958456507,41042.2389764714,154311.758650261,139483.250465597,32203.3996334225,208943.085702387,258895.988431256,204702.15795154,200261.253791258
"ws-4",130773.603720056,127459.534707698,125669.673968576,121917.271723815,118871.926266266,116806.457765738,116747.892713746,116889.304071189,116747.892713746,116706.469561021,116947.86912318,116747.892713746,116706.469561021,116606.481356304,116647.904509029,116606.481356304,116165.10538471,133646.268411088,116606.481356304,116606.481356304,136808.791222176,138340.034900583,142833.787181001,116747.892713746,122478.943387427,125503.116480087,96840.2746759845,116747.892713746,116706.469561021,116747.892713746,125027.277161651,96116.0759895061,71384.7428718603,70419.1446232218,60477.4951308925,203226.876903272,202278.430003811,203219.822598279,201719.857778857,200612.800923222,198357.339658513,197733.129176751,196626.119570671,196343.296855786,200995.630742645,200271.422606256,186694.00957778,189059.612790856,186852.591184223,253261.053845376,253102.500588667,253061.077435942,177290.180677289,170072.18211872,162361.5047396,154298.137475034,253061.077435942,153698.208246731,150057.209724186,149357.292291166,145616.305563905,144916.388130885,116647.904509029,188601.038220529,190439.385867279,53001.1535590278,43520.5260318257,69192.3496203149,74640.709877864,82392.725360512,84382.4869097805,44361.8548222883,47185.9853561365,24375.6666423853,1807.0309881215,199998.734735199,23537.2010428056,23685.7517544395,18920.6017265486,48590.2381341501,89576.2416724172,92290.2964072739,94938.6845355915,98276.9781019425,108657.348273022,112778.311078735,74840.705187121,68992.3543110589,52294.0684220832,23637.1892475221,7546.22764224736,6197.81847400699,4949.39751048396,2282.77580744789,48148.8338128229,9236.02457736435,8318.98883564333,641.399630582971,17960.7298596775,2948.41889184517,4079.70975138407,24455.6497569521,6697.8445467917,5462.5066671781,5925.1306029505,5211.00061092304,665.643084397827,83265.7815378585,45153.2081334105,116747.892713746,6804.91540623442,5462.5066671781,60943.1429060337,19814.7691872364,18964.8880701572,19376.256406526,45244.6067654766,195770.578221201,54644.9482273525,0,61525.9585848031,47222.9900432817,24524.2173540194,17122.2270140641,20153.2937632296,18904.8727997065,99666.8104229083,84838.3022382446,85794.0068265216,154298.137475034,204251.040203903,150057.209724187,145616.305563905
"s-10a",71720.2719582173,68406.202945859,66616.342206737,62863.9399619759,59818.5945044269,57753.1260038993,57694.5609519072,57835.9723093501,57694.5609519072,57653.1377991821,57894.5373613415,57694.5609519072,57653.1377991821,57553.1495944649,57594.57274719,57553.1495944649,57111.7736228711,74592.9366492486,57553.1495944649,57553.1495944649,77755.4594603366,79286.7031387442,83780.4554191622,57694.5609519072,63425.6116255885,66449.7847182477,37786.9429141455,57694.5609519072,57653.1377991821,57694.5609519072,65973.9453998123,37062.7442276671,12331.4111100213,11365.8128613828,1107.03795581328,144173.545141432,143225.098241972,144166.49083644,142666.526017017,141559.469161382,139304.007896673,138679.797414912,137572.787808831,137289.965093946,141942.298980805,141218.090844416,127640.67781594,130006.281029017,127799.259422383,237035.899375268,237077.303628172,237118.726780897,118236.848915449,111018.85035688,103308.17297776,95244.8057131946,237118.726780897,94644.8764848913,91003.8779623473,90303.960529327,86562.9738020657,85863.0563690454,57594.57274719,129547.706458689,131386.054105439,8524.80502577515,19039.6361983256,7666.39103551203,13114.7512930612,20866.7667757092,22856.5283249777,18198.307407863,20539.695516857,38641.5254405265,62688.6700519926,140945.40297336,38402.9890692498,38751.5161903183,80446.5603113517,13277.1365672636,28050.2830876145,30764.3378224713,33412.7259507888,36751.0195171398,47131.3896882194,51252.3524939326,13314.7466023182,7466.39572625601,9407.61366842848,37888.769337281,56879.3516333204,57730.6829688583,58482.0260996789,62237.2915353235,13377.1247719801,55769.4788363561,56852.2071889788,61177.4314637349,79486.6884444806,61050.2988146759,60581.7783987399,39721.3906022651,58503.4441622542,60920.302974733,59237.6453938078,60113.2579828038,62133.027167298,144791.740122662,106679.166718214,57694.5609519072,57962.0799859425,60920.302974733,582.815678769223,81340.7277720394,80490.8466549603,80902.214991329,17574.1063760119,136717.246459361,116170.906812156,61525.9585848031,0,108748.948628085,38990.052561595,78648.1855988669,81679.2523480324,80430.8313845094,38140.8518381052,23312.3436534415,147319.965411325,95244.8057131948,145197.708442063,91003.8779623475,86562.9738020659
"bpns-S4",177996.593763338,174682.52475098,172892.664011858,169140.261767097,166094.916309548,164029.44780902,163970.882757028,164112.294114471,163970.882757028,163929.459604303,164170.859166462,163970.882757028,163929.459604303,163829.471399586,163870.894552311,163829.471399586,163388.095427992,180869.25845437,163829.471399586,163829.471399586,184031.781265458,185563.024943865,190056.777224284,163970.882757028,169701.933430709,172726.106523369,144063.264719266,163970.882757028,163929.459604303,163970.882757028,172250.267204933,143339.066032788,118607.732915142,117642.134666504,107700.485174174,250449.866946554,249501.420047094,250442.812641561,248942.847822139,247835.790966504,245580.329701795,244956.119220033,243849.109613953,243566.286899068,248218.620785927,247494.412649538,233916.999621062,236282.602834138,234075.581227505,256620.189029735,256461.635773026,256420.212620301,224513.170720571,217295.172162002,209584.494782882,201521.127518316,256420.212620301,200921.198290013,197280.199767469,196580.282334448,192839.295607187,192139.378174167,163870.894552311,235824.028263811,237662.375910561,100224.14360231,90743.5160751075,116415.339663597,121863.699921146,129615.715403794,131605.476953062,91584.8448655702,94408.9753994183,71598.656685667,46060.2785760927,247221.724778481,70760.1910860874,70908.7417977213,30290.699647542,95813.2281774318,136799.231715699,139513.286450556,142161.674578873,145499.968145224,155880.338316304,160001.301122017,122063.695230403,116215.344354341,99517.058465365,70860.1792908039,54769.2176855285,53420.8085172882,52172.3875537652,46677.3497036623,95371.8238561046,56459.0146206455,55541.9788789245,47571.51716435,29676.4917108562,48941.3443951653,50072.6352547041,71678.6398002337,53393.6640729467,50811.1126495661,52328.0776195909,51203.9261142431,46615.9214607869,36788.4082436327,6597.84689216308,163970.882757028,53852.1819438069,50811.1126495661,108166.132949315,31384.8435176638,29335.1039439789,30746.3543275192,92467.5968087584,242993.568264483,8519.02194454328,47222.9900432817,108748.948628085,0,71747.2073973011,34491.6172180884,32123.3209125256,32874.6640433462,146889.80046619,132061.292281526,40722.4215779657,201521.127518316,251474.030247185,197280.199767468,192839.295607187
"ws-F42",108237.697696848,104923.62868449,103133.767945368,99381.365700607,96336.020243058,94270.5517425304,94211.9866905383,94353.3980479812,94211.9866905383,94170.5635378132,94411.9630999726,94211.9866905383,94170.5635378132,94070.575333096,94111.9984858211,94070.575333096,93629.1993615021,111110.36238788,94070.575333096,94070.575333096,114272.885198968,115804.128877375,120297.881157793,94211.9866905383,99943.0373642195,102967.210456879,74304.3686527766,94211.9866905383,94170.5635378132,94211.9866905383,102491.371138443,73580.1699662982,48848.8368486524,47883.2386000139,37941.5891076846,180690.970880064,179742.523980603,180683.916575071,179183.951755649,178076.894900014,175821.433635305,175197.223153543,174090.213547462,173807.390832578,178459.724719437,177735.516583048,164158.103554572,166523.706767648,164316.685161015,273553.325113899,273594.729366803,273636.152519528,154754.274654081,147536.276095512,139825.598716391,131762.231451826,273636.152519528,131162.302223522,127521.303700978,126821.386267958,123080.399540697,122380.482107676,94111.9984858211,166065.132197321,167903.479844071,30465.2475358199,20984.6200086177,46656.443597107,52104.8038546562,59856.8193373042,61846.5808865727,21825.9487990804,24650.0793329285,641.399630582971,25686.9288212088,177462.828711991,1982.78284356386,1424.21061860895,43444.8190805679,26054.3321109421,67040.3356492094,69754.3903840661,72402.7785123837,75741.0720787347,86121.4422498142,90242.4050555274,52304.7991639131,46456.448287851,29758.1623988753,2941.34568703089,19877.6104025368,20728.9417380746,21480.2848688952,25235.5503045398,25612.9277896149,18767.7376055725,19850.4659581952,24175.6902329512,42484.9472136968,24048.5575838921,23580.0371679561,965.636048281853,21501.7029314705,23918.5617439493,22235.9041630242,23111.5167520201,25131.2859365142,107789.998891878,69677.4254874299,94211.9866905383,20960.3387551588,23918.5617439493,38407.2368828258,44338.9865412556,43489.1054241765,43900.4737605452,22708.7007422687,173234.672197993,79169.1655813719,24524.2173540194,38990.052561595,71747.2073973011,0,41646.4443680834,44677.5111172488,43429.0901537258,77130.9043997,62302.3962150363,110318.224180541,131762.231451826,181715.134180695,127521.303700978,123080.399540697
"ws-OGDL",147895.830734121,144581.761721762,142791.90098264,139039.498737879,135994.15328033,133928.684779802,133870.11972781,134011.531085253,133870.11972781,133828.696575085,134070.096137245,133870.11972781,133828.696575085,133728.708370368,133770.131523093,133728.708370368,133287.332398774,150768.495425152,133728.708370368,133728.708370368,153931.01823624,155462.261914648,159956.014195066,133870.11972781,139601.170401492,142625.343494151,113962.501690049,133870.11972781,133828.696575085,133870.11972781,142149.504175715,113238.30300357,88506.9698859244,87541.3716372859,77599.7221449566,220349.103917336,219400.657017876,220342.049612343,218842.084792921,217735.027937286,215479.566672577,214855.356190816,213748.346584735,213465.52386985,218117.857756709,217393.64962032,203816.236591844,206181.83980492,203974.818198287,236665.997348439,236507.444091729,236466.020939004,194412.407691353,187194.409132784,179483.731753664,171420.364489098,236466.020939004,170820.435260795,167179.436738251,166479.51930523,162738.532577969,162038.615144949,133770.131523093,205723.265234593,207561.612881343,70123.3805730919,60642.7530458898,86314.5766343789,91762.9368919281,99514.952374576,101504.713923844,61484.0818363525,64308.2123702006,41497.8936564493,15959.5155468746,217120.961749264,40659.4280568696,40807.9787685036,4200.91757054677,65712.4651482142,106698.468686481,109412.523421338,112060.911549656,115399.205116006,125779.575287086,129900.538092799,91962.932201185,86114.5813251229,69416.2954361473,40759.4162615862,24668.4546563115,23320.0454880711,22071.6245245481,16410.8940635437,65271.060826887,26358.2515914285,25441.2158497075,17470.7541351325,8025.08135014131,18840.5813659482,19971.8722254871,41577.876771016,23292.9010437296,20710.3496203491,22227.3145903739,21103.1630850261,16515.1584315692,71280.0254617201,28362.3663411494,133870.11972781,23751.4189145898,20710.3496203491,78065.3699200977,3106.77370042462,5449.38578362466,3745.26289056936,62366.8337795407,212892.805235265,42659.1921512135,17122.2270140641,78648.1855988669,34491.6172180884,41646.4443680834,0,3031.06674916546,1782.64578564249,116789.037436972,101960.529252309,73808.2507503832,171420.364489098,221373.267217967,167179.436738251,162738.532577969
