"","Releasesite1","Releasesite2","Releasesite3","Releasesite4","Releasesite5","Johnring","Sound1","Sound2","Sound2.5","Sound3","Sound4","Sound5","Sound6","Sound7","Sound8","Sound10","Sound12","S0","S1","S2","S3","S4","S5","S6","S7","Lillebfyn","Lilleb2","LB2","Lilleb3","LB1","Lillebjylland","UpLB1","UpLB2","VB1","VB2","VB3","VB4","VB5","VB6","VB7","VB8","VB9","VB10","VB11","VB12","VB13","VB14","VB15","VB16","OB1","GOB1","NOB1","OB2","GOB2","NOB2","OB3","GOB3","NOB3","OB4","GOB4","NOB4","OB5","GOB6","NOB5","GOB7","STSUB1","GOB8","NOB6","STSUB2","NOB7","UpOB1","UpOB2","UpOB3","OB6","GOB10","NOB8","GOB11","NOB9","OB8","GOB12","GOB13","OB9","NOB10","NOB11","NOB12","NOB13","NOB14","GOB14","GOB15","GOB16","GOB17","GOB18"
"STSUB2",153340.577651995,153223.363145733,152823.287417584,152499.014516793,152298.976652718,152757.659633998,187398.183698413,187415.379272638,187815.455000786,187549.789353127,187618.57165003,187811.58898365,188843.014939155,188739.129989983,189677.557543905,190194.847778317,188208.510198481,188105.336753126,188464.000802369,188881.272104744,189439.97401806,189898.656999341,190315.928301715,190733.19960409,190909.021363484,106602.987941305,106278.715040514,106278.715040514,106461.557330362,106461.557330362,106261.519466288,104071.253227763,104005.501556784,13728.2328014071,13245.3337154468,12762.4346294871,12279.5355435272,11896.6553896041,11413.7563036442,10930.8572176845,10547.9770637619,10065.0779778015,9640.78614497299,9157.88705901329,8775.00690509064,8250.69614022505,7826.4043073965,7443.52415347397,7019.23232064543,3414.68475017166,3414.68475017166,3414.68475017166,2973.19734311708,2973.19734311708,2731.74780013696,2531.70993606261,2531.70993606261,2290.26039308303,2048.81085010291,2048.81085010291,1507.30451101182,1265.85496803169,1265.85496803169,1265.85496803169,1265.85496803169,682.936950034704,682.936950034704,682.936950034704,0,0,1083.01267818273,665.716598329193,782.831994675924,1065.81710395669,441.487407053807,482.899085959702,482.899085959702,782.955882071217,1065.81710395669,1065.81710395669,1365.87390006809,1365.87390006809,1507.30451101116,1948.79191806574,2631.72886809978,3214.64688609666,3456.0964290769,1848.77298602857,2190.2414610452,2631.72886809978,2973.19734311642,3456.0964290769
"NOB7",153340.577651995,153223.363145733,152823.287417584,152499.014516793,152298.976652718,152757.659633998,187398.183698413,187415.379272638,187815.455000786,187549.789353127,187618.57165003,187811.58898365,188843.014939155,188739.129989983,189677.557543905,190194.847778317,188208.510198481,188105.336753126,188464.000802369,188881.272104744,189439.97401806,189898.656999341,190315.928301715,190733.19960409,190909.021363484,106602.987941305,106278.715040514,106278.715040514,106461.557330362,106461.557330362,106261.519466288,104071.253227763,104005.501556784,13728.2328014071,13245.3337154468,12762.4346294871,12279.5355435272,11896.6553896041,11413.7563036442,10930.8572176845,10547.9770637619,10065.0779778015,9640.78614497299,9157.88705901329,8775.00690509064,8250.69614022505,7826.4043073965,7443.52415347397,7019.23232064543,3414.68475017166,3414.68475017166,3414.68475017166,2973.19734311708,2973.19734311708,2731.74780013696,2531.70993606261,2531.70993606261,2290.26039308303,2048.81085010291,2048.81085010291,1507.30451101182,1265.85496803169,1265.85496803169,1265.85496803169,1265.85496803169,682.936950034704,682.936950034704,682.936950034704,0,0,1083.01267818273,665.716598329193,782.831994675924,1065.81710395669,441.487407053807,482.899085959702,482.899085959702,782.955882071217,1065.81710395669,1065.81710395669,1365.87390006809,1365.87390006809,1507.30451101116,1948.79191806574,2631.72886809978,3214.64688609666,3456.0964290769,1848.77298602857,2190.2414610452,2631.72886809978,2973.19734311642,3456.0964290769
"UpOB1",154423.590330178,154306.375823915,153906.300095766,153582.027194975,153381.9893309,153840.672312181,186783.830825451,186801.026399676,187201.102127825,186935.436480165,187004.218777069,187197.236110689,188228.662066194,188124.777117022,189063.204670943,189580.494905355,187594.157325519,187490.983880165,187849.647929408,188266.919231782,188825.621145099,189284.304126379,189701.575428753,190118.846731128,190294.668490523,105519.975263123,105195.702362331,105195.702362331,105378.54465218,105378.54465218,105178.506788106,102988.240549581,102922.488878601,12810.8668388467,12327.9677528863,11845.0686669266,11362.1695809668,10979.2894270436,10496.3903410838,10013.4912551241,9630.61110120142,9147.71201524106,8723.42018241252,8240.52109645281,7857.64094253017,7333.33017766457,6909.03834483603,6526.1581909135,6101.86635808496,2497.31878761119,2497.31878761119,2497.31878761119,2055.83138055661,2055.83138055661,1814.38183757648,1614.34397350214,1614.34397350214,1372.8944305226,1131.44488754247,1131.44488754247,824.268451061322,641.401383733789,641.401383733789,641.401383733789,641.401383733789,565.722443771607,565.722443771607,565.722443771607,1083.01267818273,1083.01267818273,0,724.34862893994,1407.2855789741,1983.18306651716,1441.67672742607,1400.26504852017,1400.26504852017,1700.32184463169,1983.18306651716,1983.18306651716,2283.23986262856,2283.23986262856,2424.67047357163,2866.15788062621,3549.09483066026,4132.01284865713,4373.46239163737,2766.13894858904,3107.60742360567,3549.09483066026,3890.56330567689,4373.46239163737
"UpOB2",153947.711774672,153830.497268409,153430.421540261,153106.14863947,152906.110775395,153364.793756675,186732.467100084,186749.662674309,187149.738402457,186884.072754798,186952.855051701,187145.872385322,188177.298340826,188073.413391654,189011.840945576,189529.131179988,187542.793600152,187439.620154798,187798.28420404,188215.555506415,188774.257419731,189232.940401012,189650.211703386,190067.483005761,190243.304765155,105995.853818628,105671.580917837,105671.580917837,105854.423207685,105854.423207685,105654.385343612,103464.119105086,103398.367434107,13535.2154677866,13052.3163818262,12569.4172958665,12086.5182099067,11703.6380559835,11220.7389700237,10737.839884064,10354.9597301414,9872.060644181,9447.76881135246,8964.86972539275,8581.98957147011,8057.67880660451,7633.38697377597,7250.50681985344,6826.2149870249,3221.66741655113,3221.66741655113,3221.66741655113,2780.18000949655,2780.18000949655,2538.73046651642,2338.69260244208,2338.69260244208,2097.2430594625,1855.79351648238,1855.79351648238,1372.8696530437,1190.0025857159,1190.0025857159,1190.0025857159,1190.0025857159,782.831994676773,782.831994676773,782.831994676773,665.716598329193,665.716598329193,724.34862893994,0,682.936950034162,1341.65779538901,965.798171920178,924.386493014284,924.386493014284,1224.4432891258,1341.65779538901,1341.65779538901,1641.71459150041,1641.71459150041,1700.32184463169,2141.80925168627,2824.74620172032,3407.66421971719,3649.11376269743,2041.7903196491,2383.25879466573,2824.74620172032,3166.21467673695,3649.11376269743
"UpOB3",153606.168967217,153488.954460955,153088.878732806,152764.605832015,152564.56796794,153023.250949221,186781.097529275,186798.2931035,187198.368831649,186932.703183989,187001.485480893,187194.502814513,188225.928770018,188122.043820846,189060.471374767,189577.761609179,187591.424029343,187488.250583989,187846.914633231,188264.185935606,188822.887848923,189281.570830203,189698.842132577,190116.113434952,190291.935194346,106513.14405304,106188.871152249,106188.871152249,106371.713442097,106371.713442097,106171.675578023,103981.409339498,103915.657668518,14218.1524178208,13735.2533318604,13252.3542459007,12769.4551599409,12386.5750060177,11903.6759200579,11420.7768340982,11037.8966801755,10554.9975942152,10130.7057613866,9647.80667542692,9264.92652150427,8740.61575663867,8316.32392381013,7933.4437698876,7509.15193705906,3904.60436658529,3904.60436658529,3904.60436658529,3463.11695953071,3463.11695953071,3221.66741655059,3021.62955247624,3021.62955247624,2780.18000949666,2538.73046651654,2538.73046651654,1997.22412742544,1755.77458444532,1755.77458444532,1755.77458444532,1755.77458444532,1231.43904210072,1231.43904210072,1231.43904210072,782.831994675924,782.831994675924,1407.2855789741,682.936950034162,0,824.367560977112,682.837840118256,582.843685559739,582.843685559739,707.153054713933,824.367560977112,824.367560977112,1124.42435708851,1124.42435708851,1183.03161021979,1541.69565946258,2141.80925168616,2724.72726968303,2966.17681266327,1441.67672742541,1700.32184463157,2141.80925168616,2483.27772670279,2966.17681266327
"OB6",153016.13130885,152898.916802587,152498.841074438,152174.568173647,151974.530309572,152433.213290853,187371.135187641,187388.330761866,187788.406490015,187522.740842355,187591.523139259,187784.540472879,188815.966428384,188712.081479212,189650.509033133,190167.799267545,188181.461687709,188078.288242355,188436.952291598,188854.223593972,189412.925507289,189871.608488569,190288.879790944,190706.151093318,190881.972852713,107337.511614017,107013.238713226,107013.238713226,107196.081003074,107196.081003074,106996.043139,104805.776900475,104740.025229495,14794.0499053638,14311.1508194035,13828.2517334438,13345.3526474839,12962.4724935608,12479.5734076009,11996.6743216412,11613.7941677186,11130.8950817582,10706.6032489297,10223.70416297,9840.82400904733,9316.51324418174,8892.2214113532,8509.34125743067,8085.04942460213,4480.50185412835,4480.50185412835,4480.50185412835,4039.01444707377,4039.01444707377,3797.56490409365,3597.5270400193,3597.5270400193,3356.07749703972,3114.6279540596,3114.6279540596,2573.12161496851,2331.67207198839,2331.67207198839,2331.67207198839,2331.67207198839,1748.7540539914,1748.7540539914,1748.7540539914,1065.81710395669,1065.81710395669,1983.18306651716,1341.65779538901,824.367560977112,0,624.329696902885,582.91801799699,582.91801799699,282.861221885474,0,0,300.056796111399,300.056796111399,441.487407054466,882.974814109048,1565.91176414309,2148.82978213997,2390.2793251202,782.955882071876,1124.42435708851,1565.91176414309,1907.38023915973,2390.2793251202
"GOB10",152981.913602752,152864.699096489,152464.623368341,152140.35046755,151940.312603475,152398.995584755,187463.935369393,187481.130943618,187881.206671767,187615.541024107,187684.323321011,187877.340654631,188908.766610136,188804.881660964,189743.309214885,190260.599449297,188274.261869461,188171.088424107,188529.75247335,188947.023775724,189505.725689041,189964.408670321,190381.679972695,190798.95127507,190974.773034465,106961.651990548,106637.379089757,106637.379089757,106820.221379605,106820.221379605,106620.183515532,104429.917277006,104364.165606027,14169.7202084609,13686.8211225006,13203.9220365409,12721.0229505811,12338.1427966579,11855.243710698,11372.3446247383,10989.4644708157,10506.5653848553,10082.2735520268,9599.37446606709,9216.49431214445,8692.18354727885,8267.89171445031,7885.01156052778,7460.71972769924,3856.17215722547,3856.17215722547,3856.17215722547,3414.68475017089,3414.68475017089,3173.23520719076,2973.19734311642,2973.19734311642,2731.74780013684,2490.29825715672,2490.29825715672,1948.79191806562,1707.3423750855,1707.3423750855,1707.3423750855,1707.3423750855,1124.42435708851,1124.42435708851,1124.42435708851,441.487407053807,441.487407053807,1441.67672742607,965.798171920178,682.837840118256,624.329696902885,0,99.9941545585171,99.9941545585171,341.46847501741,624.329696902885,624.329696902885,924.386493014284,924.386493014284,1065.81710395735,1507.30451101193,2190.24146104598,2773.15947904285,3014.60902202309,1407.28557897476,1748.7540539914,2190.24146104598,2531.70993606261,3014.60902202309
"NOB8",153023.325281658,152906.110775395,152506.035047247,152181.762146456,151981.724282381,152440.407263661,187363.941214835,187381.13678906,187781.212517208,187515.546869549,187584.329166452,187777.346500072,188808.772455577,188704.887506405,189643.315060327,190160.605294739,188174.267714903,188071.094269548,188429.758318791,188847.029621166,189405.731534482,189864.414515763,190281.685818137,190698.957120512,190874.778879906,106920.240311642,106595.967410851,106595.967410851,106778.809700699,106778.809700699,106578.771836626,104388.505598101,104322.753927121,14211.1318873668,13728.2328014065,13245.3337154468,12762.434629487,12379.5544755638,11896.6553896039,11413.7563036442,11030.8761497216,10547.9770637612,10123.6852309327,9640.78614497299,9257.90599105034,8733.59522618475,8309.30339335621,7926.42323943368,7502.13140660514,3897.58383613136,3897.58383613136,3897.58383613136,3456.09642907678,3456.09642907678,3214.64688609666,3014.60902202231,3014.60902202231,2773.15947904273,2531.70993606261,2531.70993606261,1990.20359697152,1748.7540539914,1748.7540539914,1748.7540539914,1748.7540539914,1165.83603599441,1165.83603599441,1165.83603599441,482.899085959702,482.899085959702,1400.26504852017,924.386493014284,582.843685559739,582.91801799699,99.9941545585171,0,0,300.056796111516,582.91801799699,582.91801799699,882.974814108389,882.974814108389,1024.40542505146,1465.89283210604,2148.82978214008,2731.74780013696,2973.19734311719,1365.87390006887,1707.3423750855,2148.82978214008,2490.29825715672,2973.19734311719
"GOB11",153023.325281658,152906.110775395,152506.035047247,152181.762146456,151981.724282381,152440.407263661,187363.941214835,187381.13678906,187781.212517208,187515.546869549,187584.329166452,187777.346500072,188808.772455577,188704.887506405,189643.315060327,190160.605294739,188174.267714903,188071.094269548,188429.758318791,188847.029621166,189405.731534482,189864.414515763,190281.685818137,190698.957120512,190874.778879906,106920.240311642,106595.967410851,106595.967410851,106778.809700699,106778.809700699,106578.771836626,104388.505598101,104322.753927121,14211.1318873668,13728.2328014065,13245.3337154468,12762.434629487,12379.5544755638,11896.6553896039,11413.7563036442,11030.8761497216,10547.9770637612,10123.6852309327,9640.78614497299,9257.90599105034,8733.59522618475,8309.30339335621,7926.42323943368,7502.13140660514,3897.58383613136,3897.58383613136,3897.58383613136,3456.09642907678,3456.09642907678,3214.64688609666,3014.60902202231,3014.60902202231,2773.15947904273,2531.70993606261,2531.70993606261,1990.20359697152,1748.7540539914,1748.7540539914,1748.7540539914,1748.7540539914,1165.83603599441,1165.83603599441,1165.83603599441,482.899085959702,482.899085959702,1400.26504852017,924.386493014284,582.843685559739,582.91801799699,99.9941545585171,0,0,300.056796111516,582.91801799699,582.91801799699,882.974814108389,882.974814108389,1024.40542505146,1465.89283210604,2148.82978214008,2731.74780013696,2973.19734311719,1365.87390006887,1707.3423750855,2148.82978214008,2490.29825715672,2973.19734311719
"NOB9",152899.015912503,152781.801406241,152381.725678092,152057.452777301,151857.414913226,152316.097894507,187488.250583988,187505.446158213,187905.521886362,187639.856238702,187708.638535606,187901.655869226,188933.081824731,188829.196875559,189767.62442948,190284.914663892,188298.577084056,188195.403638702,188554.067687945,188971.338990319,189530.040903636,189988.723884916,190405.995187291,190823.266489665,190999.08824906,107220.297107754,106896.024206962,106896.024206962,107078.866496811,107078.866496811,106878.828632737,104688.562394212,104622.810723232,14511.1886834783,14028.289597518,13545.3905115583,13062.4914255985,12679.6112716753,12196.7121857155,11713.8130997558,11330.9329458331,10848.0338598727,10423.7420270442,9940.8429410845,9557.96278716186,9033.65202229626,8609.36018946772,8226.48003554519,7802.18820271665,4197.64063224288,4197.64063224288,4197.64063224288,3756.1532251883,3756.1532251883,3514.70368220817,3314.66581813383,3314.66581813383,3073.21627515425,2831.76673217413,2831.76673217413,2290.26039308303,2048.81085010291,2048.81085010291,2048.81085010291,2048.81085010291,1465.89283210592,1465.89283210592,1465.89283210592,782.955882071217,782.955882071217,1700.32184463169,1224.4432891258,707.153054713933,282.861221885474,341.46847501741,300.056796111516,300.056796111516,0,282.861221885474,282.861221885474,582.918017996874,582.918017996874,724.34862893994,1165.83603599452,1848.77298602857,2431.69100402544,2673.14054700568,1065.81710395735,1407.28557897399,1848.77298602857,2190.2414610452,2673.14054700568
"OB8",153016.13130885,152898.916802587,152498.841074438,152174.568173647,151974.530309572,152433.213290853,187371.135187641,187388.330761866,187788.406490015,187522.740842355,187591.523139259,187784.540472879,188815.966428384,188712.081479212,189650.509033133,190167.799267545,188181.461687709,188078.288242355,188436.952291598,188854.223593972,189412.925507289,189871.608488569,190288.879790944,190706.151093318,190881.972852713,107337.511614017,107013.238713226,107013.238713226,107196.081003074,107196.081003074,106996.043139,104805.776900475,104740.025229495,14794.0499053638,14311.1508194035,13828.2517334438,13345.3526474839,12962.4724935608,12479.5734076009,11996.6743216412,11613.7941677186,11130.8950817582,10706.6032489297,10223.70416297,9840.82400904733,9316.51324418174,8892.2214113532,8509.34125743067,8085.04942460213,4480.50185412835,4480.50185412835,4480.50185412835,4039.01444707377,4039.01444707377,3797.56490409365,3597.5270400193,3597.5270400193,3356.07749703972,3114.6279540596,3114.6279540596,2573.12161496851,2331.67207198839,2331.67207198839,2331.67207198839,2331.67207198839,1748.7540539914,1748.7540539914,1748.7540539914,1065.81710395669,1065.81710395669,1983.18306651716,1341.65779538901,824.367560977112,0,624.329696902885,582.91801799699,582.91801799699,282.861221885474,0,0,300.056796111399,300.056796111399,441.487407054466,882.974814109048,1565.91176414309,2148.82978213997,2390.2793251202,782.955882071876,1124.42435708851,1565.91176414309,1907.38023915973,2390.2793251202
"GOB12",153016.13130885,152898.916802587,152498.841074438,152174.568173647,151974.530309572,152433.213290853,187371.135187641,187388.330761866,187788.406490015,187522.740842355,187591.523139259,187784.540472879,188815.966428384,188712.081479212,189650.509033133,190167.799267545,188181.461687709,188078.288242355,188436.952291598,188854.223593972,189412.925507289,189871.608488569,190288.879790944,190706.151093318,190881.972852713,107337.511614017,107013.238713226,107013.238713226,107196.081003074,107196.081003074,106996.043139,104805.776900475,104740.025229495,14794.0499053638,14311.1508194035,13828.2517334438,13345.3526474839,12962.4724935608,12479.5734076009,11996.6743216412,11613.7941677186,11130.8950817582,10706.6032489297,10223.70416297,9840.82400904733,9316.51324418174,8892.2214113532,8509.34125743067,8085.04942460213,4480.50185412835,4480.50185412835,4480.50185412835,4039.01444707377,4039.01444707377,3797.56490409365,3597.5270400193,3597.5270400193,3356.07749703972,3114.6279540596,3114.6279540596,2573.12161496851,2331.67207198839,2331.67207198839,2331.67207198839,2331.67207198839,1748.7540539914,1748.7540539914,1748.7540539914,1065.81710395669,1065.81710395669,1983.18306651716,1341.65779538901,824.367560977112,0,624.329696902885,582.91801799699,582.91801799699,282.861221885474,0,0,300.056796111399,300.056796111399,441.487407054466,882.974814109048,1565.91176414309,2148.82978213997,2390.2793251202,782.955882071876,1124.42435708851,1565.91176414309,1907.38023915973,2390.2793251202
"GOB13",152891.821939695,152774.607433433,152374.531705284,152050.258804493,151850.220940418,152308.903921698,187495.444556795,187512.64013102,187912.715859169,187647.050211509,187715.832508413,187908.849842033,188940.275797538,188836.390848365,189774.818402287,190292.108636699,188305.771056863,188202.597611509,188561.261660751,188978.532963126,189537.234876443,189995.917857723,190413.189160097,190830.460462472,191006.282221866,107637.568410128,107313.295509337,107313.295509337,107496.137799185,107496.137799185,107296.099935112,105105.833696586,105040.082025607,15094.1067014752,14611.2076155149,14128.3085295552,13645.4094435953,13262.5292896722,12779.6302037123,12296.7311177526,11913.85096383,11430.9518778696,11006.6600450411,10523.7609590814,10140.8808051587,9616.57004029314,9192.27820746459,8809.39805354207,8385.10622071353,4780.55865023975,4780.55865023975,4780.55865023975,4339.07124318517,4339.07124318517,4097.62170020505,3897.5838361307,3897.5838361307,3656.13429315112,3414.684750171,3414.684750171,2873.17841107991,2631.72886809978,2631.72886809978,2631.72886809978,2631.72886809978,2048.81085010279,2048.81085010279,2048.81085010279,1365.87390006809,1365.87390006809,2283.23986262856,1641.71459150041,1124.42435708851,300.056796111399,924.386493014284,882.974814108389,882.974814108389,582.918017996874,300.056796111399,300.056796111399,0,0,141.430610943066,582.918017997648,1265.85496803169,1848.77298602857,2090.22252900881,482.899085960477,824.367560977112,1265.85496803169,1607.32344304833,2090.22252900881
"OB9",152891.821939695,152774.607433433,152374.531705284,152050.258804493,151850.220940418,152308.903921698,187495.444556795,187512.64013102,187912.715859169,187647.050211509,187715.832508413,187908.849842033,188940.275797538,188836.390848365,189774.818402287,190292.108636699,188305.771056863,188202.597611509,188561.261660751,188978.532963126,189537.234876443,189995.917857723,190413.189160097,190830.460462472,191006.282221866,107637.568410128,107313.295509337,107313.295509337,107496.137799185,107496.137799185,107296.099935112,105105.833696586,105040.082025607,15094.1067014752,14611.2076155149,14128.3085295552,13645.4094435953,13262.5292896722,12779.6302037123,12296.7311177526,11913.85096383,11430.9518778696,11006.6600450411,10523.7609590814,10140.8808051587,9616.57004029314,9192.27820746459,8809.39805354207,8385.10622071353,4780.55865023975,4780.55865023975,4780.55865023975,4339.07124318517,4339.07124318517,4097.62170020505,3897.5838361307,3897.5838361307,3656.13429315112,3414.684750171,3414.684750171,2873.17841107991,2631.72886809978,2631.72886809978,2631.72886809978,2631.72886809978,2048.81085010279,2048.81085010279,2048.81085010279,1365.87390006809,1365.87390006809,2283.23986262856,1641.71459150041,1124.42435708851,300.056796111399,924.386493014284,882.974814108389,882.974814108389,582.918017996874,300.056796111399,300.056796111399,0,0,141.430610943066,582.918017997648,1265.85496803169,1848.77298602857,2090.22252900881,482.899085960477,824.367560977112,1265.85496803169,1607.32344304833,2090.22252900881
"NOB10",152950.379637869,152833.165131606,152433.089403457,152108.816502666,151908.778638591,152367.461619872,187436.886858621,187454.082432846,187854.158160995,187588.492513335,187657.274810239,187850.292143859,188881.718099364,188777.833150192,189716.260704113,190233.550938525,188247.213358689,188144.039913335,188502.703962577,188919.975264952,189478.677178269,189937.360159549,190354.631461923,190771.902764298,190947.724523692,107696.175663259,107371.902762468,107371.902762468,107554.745052316,107554.745052316,107354.707188243,105164.440949718,105098.689278738,15235.5373124183,14752.6382264579,14269.7391404982,13786.8400545384,13403.9599006152,12921.0608146554,12438.1617286957,12055.281574773,11572.3824888127,11148.0906559841,10665.1915700244,10282.3114161018,9758.0006512362,9333.70881840766,8950.82866448513,8526.53683165659,4921.98926118282,4921.98926118282,4921.98926118282,4480.50185412824,4480.50185412824,4239.05231114811,4039.01444707377,4039.01444707377,3797.56490409419,3556.11536111407,3556.11536111407,3014.60902202297,2773.15947904285,2773.15947904285,2773.15947904285,2773.15947904285,2190.24146104586,2190.24146104586,2190.24146104586,1507.30451101116,1507.30451101116,2424.67047357163,1700.32184463169,1183.03161021979,441.487407054466,1065.81710395735,1024.40542505146,1024.40542505146,724.34862893994,441.487407054466,441.487407054466,141.430610943066,141.430610943066,0,441.487407054582,1124.42435708863,1707.3423750855,1948.79191806574,341.46847501741,682.936950034046,1124.42435708863,1465.89283210526,1948.79191806574
"NOB11",152884.627966888,152767.413460625,152367.337732476,152043.064831685,151843.02696761,152301.709948891,187502.638529601,187519.834103826,187919.909831974,187654.244184315,187723.026481218,187916.043814838,188947.469770343,188843.584821171,189782.012375093,190299.302609505,188312.965029669,188209.791584314,188568.455633557,188985.726935932,189544.428849248,190003.111830529,190420.383132903,190837.654435278,191013.476194672,108054.839712502,107730.566811711,107730.566811711,107913.409101559,107913.409101559,107713.371237485,105523.10499896,105457.353327981,15677.0247194729,15194.1256335125,14711.2265475528,14228.327461593,13845.4473076698,13362.54822171,12879.6491357503,12496.7689818276,12013.8698958673,11589.5780630387,11106.678977079,10723.7988231564,10199.4880582908,9775.19622546224,9392.31607153971,8968.02423871117,5363.4766682374,5363.4766682374,5363.4766682374,4921.98926118282,4921.98926118282,4680.5397182027,4480.50185412835,4480.50185412835,4239.05231114877,3997.60276816865,3997.60276816865,3456.09642907755,3214.64688609743,3214.64688609743,3214.64688609743,3214.64688609743,2631.72886810044,2631.72886810044,2631.72886810044,1948.79191806574,1948.79191806574,2866.15788062621,2141.80925168627,1541.69565946258,882.974814109048,1507.30451101193,1465.89283210604,1465.89283210604,1165.83603599452,882.974814109048,882.974814109048,582.918017997648,582.918017997648,441.487407054582,0,682.936950034045,1265.85496803092,1507.30451101116,100.018932037172,241.449542979463,682.936950034045,1024.40542505068,1507.30451101116
"NOB12",152835.997537695,152718.783031432,152318.707303283,151994.434402492,151794.396538417,152253.079519698,187551.268958792,187568.464533017,187968.540261165,187702.874613506,187771.656910409,187964.67424403,188996.100199534,188892.215250362,189830.642804284,190347.933038696,188361.59545886,188258.422013506,188617.086062748,189034.357365123,189593.059278439,190051.74225972,190469.013562094,190886.284864469,191062.106623863,108572.129946914,108247.857046122,108247.857046122,108430.699335971,108430.699335971,108230.661471897,106040.395233372,105974.643562392,16359.9616695069,15877.0625835466,15394.1634975869,14911.264411627,14528.3842577038,14045.485171744,13562.5860857843,13179.7059318617,12696.8068459013,12272.5150130728,11789.6159271131,11406.7357731904,10882.4250083248,10458.1331754963,10075.2530215738,9650.96118874522,6046.41361827144,6046.41361827144,6046.41361827144,5604.92621121686,5604.92621121686,5363.47666823674,5163.4388041624,5163.4388041624,4921.98926118282,4680.5397182027,4680.5397182027,4139.0333791116,3897.58383613148,3897.58383613148,3897.58383613148,3897.58383613148,3314.66581813449,3314.66581813449,3314.66581813449,2631.72886809978,2631.72886809978,3549.09483066026,2824.74620172032,2141.80925168616,1565.91176414309,2190.24146104598,2148.82978214008,2148.82978214008,1848.77298602857,1565.91176414309,1565.91176414309,1265.85496803169,1265.85496803169,1124.42435708863,682.936950034045,0,582.918017996874,824.367560977112,782.955882071217,441.487407054582,0,341.468475016635,824.367560977112
"NOB13",152828.803564886,152711.589058624,152311.513330475,151987.240429684,151787.202565609,152245.88554689,187558.462931598,187575.658505823,187975.734233972,187710.068586312,187778.850883216,187971.868216836,189003.294172341,188899.409223169,189837.83677709,190355.127011502,188368.789431666,188265.615986312,188624.280035555,189041.551337929,189600.253251246,190058.936232526,190476.207534901,190893.478837275,191069.30059667,108989.401249288,108665.128348497,108665.128348497,108847.970638345,108847.970638345,108647.932774272,106457.666535746,106391.914864767,16942.8796875038,16459.9806015434,15977.0815155837,15494.1824296239,15111.3022757007,14628.4031897409,14145.5041037812,13762.6239498586,13279.7248638982,12855.4330310696,12372.5339451099,11989.6537911873,11465.3430263217,11041.0511934932,10658.1710395706,10233.8792067421,6629.33163626832,6629.33163626832,6629.33163626832,6187.84422921374,6187.84422921374,5946.39468623361,5746.35682215927,5746.35682215927,5504.90727917969,5263.45773619957,5263.45773619957,4721.95139710847,4480.50185412835,4480.50185412835,4480.50185412835,4480.50185412835,3897.58383613136,3897.58383613136,3897.58383613136,3214.64688609666,3214.64688609666,4132.01284865713,3407.66421971719,2724.72726968303,2148.82978213997,2773.15947904285,2731.74780013696,2731.74780013696,2431.69100402544,2148.82978213997,2148.82978213997,1848.77298602857,1848.77298602857,1707.3423750855,1265.85496803092,582.918017996874,0,241.449542980238,1365.87390006809,1024.40542505146,582.918017996874,241.449542980238,241.449542980238
"NOB14",152845.924806675,152728.710300412,152328.634572264,152004.361671473,151804.323807398,152263.006788678,187541.341689809,187558.537264034,187958.612992183,187692.947344523,187761.729641427,187954.746975047,188986.172930552,188882.287981379,189820.715535301,190338.005769713,188351.668189877,188248.494744523,188607.158793765,189024.43009614,189583.132009457,190041.814990737,190459.086293111,190876.357595486,191052.17935488,109148.027434457,108823.754533665,108823.754533665,109006.596823514,109006.596823514,108806.55895944,106616.292720915,106550.541049935,17184.329230484,16701.4301445237,16218.531058564,15735.6319726042,15352.751818681,14869.8527327211,14386.9536467614,14004.0734928388,13521.1744068784,13096.8825740499,12613.9834880902,12231.1033341675,11706.7925693019,11282.5007364734,10899.6205825509,10475.3287497223,6870.78117924856,6870.78117924856,6870.78117924856,6429.29377219397,6429.29377219397,6187.84422921385,5987.80636513951,5987.80636513951,5746.35682215993,5504.90727917981,5504.90727917981,4963.40094008871,4721.95139710859,4721.95139710859,4721.95139710859,4721.95139710859,4139.0333791116,4139.0333791116,4139.0333791116,3456.0964290769,3456.0964290769,4373.46239163737,3649.11376269743,2966.17681266327,2390.2793251202,3014.60902202309,2973.19734311719,2973.19734311719,2673.14054700568,2390.2793251202,2390.2793251202,2090.22252900881,2090.22252900881,1948.79191806574,1507.30451101116,824.367560977112,241.449542980238,0,1607.32344304833,1265.85496803169,824.367560977112,482.899085960477,0
