"","amp_2017_8","mon_2017_10","and_2017_3","gm_2017","amp_2017_9","and_2017_5","ir_2017_2","gm_2017_15","gm_2017_13","gm_2017_5","gm_2017_3","gm_2017_16","mon_2017_9","gm_2017_11","mon_2017_3","and_2017_7","gm_2017_12","gm_2017_7","gm_2017_8","amp_2017_6","amp_2017_2","and_2017_1","and_2017_2","mon_2017_7","lix_2017_6","amp_2017_1","gm_2017_1","amp_2017_4","lix_2017_2","lix_2017_4","lix_2017_3","lix_2017_5","lix_2017_7","gm_2017_14","gm_2017_2","gm_2017_4","gm_2017_9","mon_2017","mon_2017_8","ir_2017_6","lix_2017_8","ir_2017_3","mon_2017_6","ir_2017_5","ir_2017_8","and_2017_8","and_2017_4","ir_2017_1","ir_2017_21","mon_2017_5","amp_2017_5","mon_2017_2","lix_2017_9","ir_2017_7","amp_2017_3","mon_2017_4","mon_2017_1","gm_2017_6","and_2017_6","and_2017","ir_2017_16","ir_2017_18","ir_2017_15","ir_2017_12","ir_2017_19","ir_2017_13","ir_2017_17","ir_2017_11","ir_2017_20","ir_2017_10","ir_2017_14","ir_2017_9","ir_2017_4","lix_2017_1","rel_life4fish1","rel_life4fish2","rel_life4fish3","rel_life4fish5","rel_life4fish4","rel_life4fish6"
"ir_2017_3",15023.1941515636,17929.721189261,34735.1031874,49816.8033559001,12326.792218101,34776.5215976214,0,49816.8033559001,49816.8033559001,49858.2217661208,49858.2217661208,46213.4905101155,17429.8591423605,49816.8033559001,17429.8591423605,34776.5215976214,49816.8033559001,49858.2217661208,49858.2217661208,14981.7757413422,15023.1941515636,34676.5491882412,34735.1031874,17388.4407321391,29798.6695484453,15023.1941515636,49899.6401763421,15023.1941515636,29840.0759631113,29840.0759631113,29840.0759631113,29798.6695484453,29798.6695484453,49816.8033559001,49858.2217661208,49858.2217661208,49858.2217661208,17388.4407321391,17429.8591423605,0,29898.6539533808,0,17388.4407321391,0,99.9844049355015,32794.2089989566,34776.5215976214,0,1565.2993677617,17388.4407321391,15023.1941515636,17429.8591423605,30564.2016367222,99.9844049355015,15023.1941515636,17429.8591423605,17429.8591423605,49958.1941755009,34776.5215976214,34335.2135498796,99.9724093800178,99.9724093800178,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,282.78163920294,0,29840.0759631113,52630.3252832354,19675.0366448207,47810.207935952,641.252866502025,34035.2963217392,14082.0240569211
"mon_2017_6",32411.6348837027,541.280457121891,52123.543919539,67205.244088039,29715.2329502402,52164.9623297603,17388.4407321391,67205.244088039,67205.244088039,67246.6624982597,67246.6624982597,63601.9312422544,99.9844049355015,67205.244088039,99.9844049355015,52164.9623297603,67205.244088039,67246.6624982597,67246.6624982597,32370.2164734814,32411.6348837027,52064.9899203802,52123.543919539,0,13244.3272514433,32411.6348837027,67288.0809084811,32411.6348837027,13285.7336661093,13285.7336661093,13285.7336661093,13244.3272514433,13244.3272514433,67205.244088039,67246.6624982597,67246.6624982597,67246.6624982597,0,99.9844049355015,17388.4407321391,13344.3116563788,17388.4407321391,0,17388.4407321391,17429.8591423605,50182.6497310956,52164.9623297603,17388.4407321391,15823.1413643774,0,32411.6348837027,99.9844049355015,14009.8593397202,17429.8591423605,32411.6348837027,99.9844049355015,99.9844049355015,67346.6349076398,52164.9623297603,51723.6542820186,17488.4131415192,17488.4131415192,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17271.3327338215,17388.4407321391,13285.7336661093,70018.7660153744,3120.69434781874,65198.648668091,16830.0246860798,51423.7370538782,31470.4647890603
"ir_2017_5",15023.1941515636,17929.721189261,34735.1031874,49816.8033559001,12326.792218101,34776.5215976214,0,49816.8033559001,49816.8033559001,49858.2217661208,49858.2217661208,46213.4905101155,17429.8591423605,49816.8033559001,17429.8591423605,34776.5215976214,49816.8033559001,49858.2217661208,49858.2217661208,14981.7757413422,15023.1941515636,34676.5491882412,34735.1031874,17388.4407321391,29798.6695484453,15023.1941515636,49899.6401763421,15023.1941515636,29840.0759631113,29840.0759631113,29840.0759631113,29798.6695484453,29798.6695484453,49816.8033559001,49858.2217661208,49858.2217661208,49858.2217661208,17388.4407321391,17429.8591423605,0,29898.6539533808,0,17388.4407321391,0,99.9844049355015,32794.2089989566,34776.5215976214,0,1565.2993677617,17388.4407321391,15023.1941515636,17429.8591423605,30564.2016367222,99.9844049355015,15023.1941515636,17429.8591423605,17429.8591423605,49958.1941755009,34776.5215976214,34335.2135498796,99.9724093800178,99.9724093800178,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,282.78163920294,0,29840.0759631113,52630.3252832354,19675.0366448207,47810.207935952,641.252866502025,34035.2963217392,14082.0240569211
"ir_2017_8",14981.7757413422,17971.1395994824,34693.6847771787,49775.3849456787,12285.3738078797,34735.1031874,99.9844049355015,49775.3849456787,49775.3849456787,49816.8033558994,49816.8033558994,46172.0720998941,17471.2775525818,49775.3849456787,17471.2775525818,34735.1031874,49775.3849456787,49816.8033558994,49816.8033558994,14940.3573311209,14981.7757413422,34635.1307780199,34693.6847771787,17429.8591423605,29840.0879586667,14981.7757413422,49858.2217661208,14981.7757413422,29881.4943733326,29881.4943733326,29881.4943733326,29840.0879586667,29840.0879586667,49775.3849456787,49816.8033558994,49816.8033558994,49816.8033558994,17429.8591423605,17471.2775525818,99.9844049355015,29940.0723636022,99.9844049355015,17429.8591423605,99.9844049355015,0,32752.7905887353,34735.1031874,99.9844049355015,1606.71777798303,17429.8591423605,14981.7757413422,17471.2775525818,30605.6200469436,0,14981.7757413422,17471.2775525818,17471.2775525818,49916.7757652795,34735.1031874,34293.7951396583,141.390819601388,141.390819601388,141.390819601388,99.9844049355015,141.390819601388,99.9844049355015,141.390819601388,99.9844049355015,141.390819601388,99.9844049355015,141.390819601388,241.363228981604,99.9844049355015,29881.4943733326,52588.9068730141,19716.4550550421,47768.7895257307,599.834456280689,33993.8779115179,14040.6056466998
"and_2017_8",17853.8516678357,50723.9301882175,1940.89418844342,17022.5943569436,20525.9827755697,1982.31259866476,32794.2089989566,17022.5943569436,17022.5943569436,17064.0127671643,17064.0127671643,13419.2815111589,50224.0681413169,17022.5943569436,50224.0681413169,1982.31259866476,17022.5943569436,17064.0127671643,17064.0127671643,17812.4332576144,17771.014847393,1882.34018928462,1940.89418844342,50182.6497310956,62592.8785474016,17771.014847393,17105.4311773856,17771.014847393,62634.2849620676,62634.2849620676,62634.2849620676,62592.8785474016,62592.8785474016,17022.5943569436,17064.0127671643,17064.0127671643,17064.0127671643,50182.6497310956,50224.0681413169,32794.2089989566,62692.8629523371,32794.2089989566,50182.6497310956,32794.2089989566,32752.7905887353,0,1982.31259866476,32794.2089989566,34359.5083667183,50182.6497310956,17771.014847393,50224.0681413169,63358.4106356785,32752.7905887353,17771.014847393,50224.0681413169,50224.0681413169,17163.9851765444,1982.31259866476,1541.004550923,32694.2365895766,32694.2365895766,32694.2365895766,32794.2089989566,32694.2365895766,32794.2089989566,32694.2365895766,32794.2089989566,32694.2365895766,32794.2089989566,32694.2365895766,32911.3169972742,32794.2089989566,62634.2849620676,19836.116284279,52469.2456437772,15015.9989369955,33352.625045016,1241.0873227826,18712.1849420355
"and_2017_4",19836.1642665005,52706.2427868822,99.9844049355015,15123.1185787215,22508.2953742345,0,34776.5215976214,15123.1185787215,15123.1185787215,15164.5369889422,15164.5369889422,11519.8057329369,52206.3807399817,15123.1185787215,52206.3807399817,0,15123.1185787215,15164.5369889422,15164.5369889422,19794.7458562791,19753.3274460578,241.375224536972,99.9844049355015,52164.9623297603,64575.1911460664,19753.3274460578,15205.9553991635,19753.3274460578,64616.5975607323,64616.5975607323,64616.5975607323,64575.1911460664,64575.1911460664,15123.1185787215,15164.5369889422,15164.5369889422,15164.5369889422,52164.9623297603,52206.3807399817,34776.5215976214,64675.1755510019,34776.5215976214,52164.9623297603,34776.5215976214,34735.1031874,1982.31259866476,0,34776.5215976214,36341.8209653831,52164.9623297603,19753.3274460578,52206.3807399817,65340.7232343433,34735.1031874,19753.3274460578,52206.3807399817,52206.3807399817,15264.5093983223,0,441.308047741756,34676.5491882414,34676.5491882414,34676.5491882414,34776.5215976214,34676.5491882414,34776.5215976214,34676.5491882414,34776.5215976214,34676.5491882414,34776.5215976214,34676.5491882414,34893.629595939,34776.5215976214,64616.5975607323,17936.6405060569,54451.5582424419,13116.5231587735,35334.9376436807,741.225275882159,20694.4975407002
"ir_2017_1",15023.1941515636,17929.721189261,34735.1031874,49816.8033559001,12326.792218101,34776.5215976214,0,49816.8033559001,49816.8033559001,49858.2217661208,49858.2217661208,46213.4905101155,17429.8591423605,49816.8033559001,17429.8591423605,34776.5215976214,49816.8033559001,49858.2217661208,49858.2217661208,14981.7757413422,15023.1941515636,34676.5491882412,34735.1031874,17388.4407321391,29798.6695484453,15023.1941515636,49899.6401763421,15023.1941515636,29840.0759631113,29840.0759631113,29840.0759631113,29798.6695484453,29798.6695484453,49816.8033559001,49858.2217661208,49858.2217661208,49858.2217661208,17388.4407321391,17429.8591423605,0,29898.6539533808,0,17388.4407321391,0,99.9844049355015,32794.2089989566,34776.5215976214,0,1565.2993677617,17388.4407321391,15023.1941515636,17429.8591423605,30564.2016367222,99.9844049355015,15023.1941515636,17429.8591423605,17429.8591423605,49958.1941755009,34776.5215976214,34335.2135498796,99.9724093800178,99.9724093800178,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,282.78163920294,0,29840.0759631113,52630.3252832354,19675.0366448207,47810.207935952,641.252866502025,34035.2963217392,14082.0240569211
"ir_2017_21",16588.4935193253,16364.4218214993,36300.4025551617,51382.1027236618,13892.0915858627,36341.8209653831,1565.2993677617,51382.1027236618,51382.1027236618,51423.5211338824,51423.5211338824,47778.7898778771,15864.5597745988,51382.1027236618,15864.5597745988,36341.8209653831,51382.1027236618,51423.5211338824,51423.5211338824,16547.0751091039,16588.4935193253,36241.8485560029,36300.4025551617,15823.1413643774,28233.3701806836,16588.4935193253,51464.9395441038,16588.4935193253,28274.7765953496,28274.7765953496,28274.7765953496,28233.3701806836,28233.3701806836,51382.1027236618,51423.5211338824,51423.5211338824,51423.5211338824,15823.1413643774,15864.5597745988,1565.2993677617,28333.3545856191,1565.2993677617,15823.1413643774,1565.2993677617,1606.71777798303,34359.5083667183,36341.8209653831,1565.2993677617,0,15823.1413643774,16588.4935193253,15864.5597745988,28998.9022689605,1606.71777798303,16588.4935193253,15864.5597745988,15864.5597745988,51523.4935432626,36341.8209653831,35900.5129176413,1665.27177714172,1665.27177714172,1665.27177714172,1565.2993677617,1665.27177714172,1565.2993677617,1665.27177714172,1565.2993677617,1665.27177714172,1565.2993677617,1665.27177714172,1448.1913694441,1565.2993677617,28274.7765953496,54195.6246509971,18109.737277059,49375.5073037137,1006.88332170235,35600.5956895009,15647.3234246828
"mon_2017_5",32411.6348837027,541.280457121891,52123.543919539,67205.244088039,29715.2329502402,52164.9623297603,17388.4407321391,67205.244088039,67205.244088039,67246.6624982597,67246.6624982597,63601.9312422544,99.9844049355015,67205.244088039,99.9844049355015,52164.9623297603,67205.244088039,67246.6624982597,67246.6624982597,32370.2164734814,32411.6348837027,52064.9899203802,52123.543919539,0,13244.3272514433,32411.6348837027,67288.0809084811,32411.6348837027,13285.7336661093,13285.7336661093,13285.7336661093,13244.3272514433,13244.3272514433,67205.244088039,67246.6624982597,67246.6624982597,67246.6624982597,0,99.9844049355015,17388.4407321391,13344.3116563788,17388.4407321391,0,17388.4407321391,17429.8591423605,50182.6497310956,52164.9623297603,17388.4407321391,15823.1413643774,0,32411.6348837027,99.9844049355015,14009.8593397202,17429.8591423605,32411.6348837027,99.9844049355015,99.9844049355015,67346.6349076398,52164.9623297603,51723.6542820186,17488.4131415192,17488.4131415192,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17388.4407321391,17488.4131415192,17271.3327338215,17388.4407321391,13285.7336661093,70018.7660153744,3120.69434781874,65198.648668091,16830.0246860798,51423.7370538782,31470.4647890603
"amp_2017_5",199.968809871003,32952.9153408246,19711.9090358365,34793.6092043367,2754.96792817666,19753.3274460578,15023.1941515636,34793.6092043367,34793.6092043367,34835.0276145573,34835.0276145573,31190.296358552,32453.0532939241,34793.6092043367,32453.0532939241,19753.3274460578,34793.6092043367,34835.0276145573,34835.0276145573,99.9844049355015,0,19653.3550366777,19711.9090358365,32411.6348837027,44821.8637000088,0,34876.4460247787,0,44863.2701146748,44863.2701146748,44863.2701146748,44821.8637000088,44821.8637000088,34793.6092043367,34835.0276145573,34835.0276145573,34835.0276145573,32411.6348837027,32453.0532939241,15023.1941515636,44921.8481049443,15023.1941515636,32411.6348837027,15023.1941515636,14981.7757413422,17771.014847393,19753.3274460578,15023.1941515636,16588.4935193253,32411.6348837027,0,32453.0532939241,45587.3957882856,14981.7757413422,0,32453.0532939241,32453.0532939241,34935.0000239375,19753.3274460578,19312.019398316,14923.2217421835,14923.2217421835,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15140.3021498812,15023.1941515636,44863.2701146747,37607.131131672,34698.2307963843,32787.0137843886,15581.6101976229,19012.1021701756,941.170094642427
"mon_2017_2",32453.0532939241,499.862046900555,52164.9623297603,67246.6624982604,29756.6513604615,52206.3807399817,17429.8591423605,67246.6624982604,67246.6624982604,67288.0809084811,67288.0809084811,63643.3496524758,199.968809871003,67246.6624982604,0,52206.3807399817,67246.6624982604,67288.0809084811,67288.0809084811,32411.6348837027,32453.0532939241,52106.4083306015,52164.9623297603,99.9844049355015,13202.908841222,32453.0532939241,67329.4993187024,32453.0532939241,13244.315255888,13244.315255888,13244.315255888,13202.908841222,13202.908841222,67246.6624982604,67288.0809084811,67288.0809084811,67288.0809084811,99.9844049355015,199.968809871003,17429.8591423605,13302.8932461575,17429.8591423605,99.9844049355015,17429.8591423605,17471.2775525818,50224.0681413169,52206.3807399817,17429.8591423605,15864.5597745988,99.9844049355015,32453.0532939241,0,13968.4409294989,17471.2775525818,32453.0532939241,0,0,67388.0533178612,52206.3807399817,51765.0726922399,17529.8315517405,17529.8315517405,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17312.7511440429,17429.8591423605,13244.315255888,70060.1844255957,3079.2759375974,65240.0670783123,16871.4430963011,51465.1554640995,31511.8831992816
"lix_2017_9",45587.3957882856,13478.6512080772,65299.3048241219,80381.004992622,42890.9938548231,65340.7232343433,30564.2016367222,80381.004992622,80381.004992622,80422.4234028426,80422.4234028426,76777.6921468373,14051.2777499416,80381.004992622,13968.4409294989,65340.7232343433,80381.004992622,80422.4234028426,80422.4234028426,45545.9773780643,45587.3957882856,65240.7508249631,65299.3048241219,14009.8593397202,765.532088276884,45587.3957882856,80463.841813064,45587.3957882856,724.125673610915,724.125673610915,724.125673610915,765.532088276884,765.532088276884,80381.004992622,80422.4234028426,80422.4234028426,80422.4234028426,14009.8593397202,14051.2777499416,30564.2016367222,665.547683341382,30564.2016367222,14009.8593397202,30564.2016367222,30605.6200469436,63358.4106356785,65340.7232343433,30564.2016367222,28998.9022689605,14009.8593397202,45587.3957882856,13968.4409294989,0,30605.6200469435,45587.3957882857,13968.4409294989,13968.4409294989,80522.3958122228,65340.7232343432,64899.4151866015,30664.1740461022,30664.1740461022,30664.1740461022,30564.2016367222,30664.1740461022,30564.2016367222,30664.1740461022,30564.2016367222,30664.1740461022,30564.2016367222,30664.1740461022,30447.0936384046,30564.2016367222,724.125673610915,83194.5269199574,10889.1649919015,78374.409572674,30005.7855906629,64599.4979584611,44646.2256936433
"ir_2017_7",14981.7757413422,17971.1395994824,34693.6847771787,49775.3849456787,12285.3738078797,34735.1031874,99.9844049355015,49775.3849456787,49775.3849456787,49816.8033558994,49816.8033558994,46172.0720998941,17471.2775525818,49775.3849456787,17471.2775525818,34735.1031874,49775.3849456787,49816.8033558994,49816.8033558994,14940.3573311209,14981.7757413422,34635.1307780199,34693.6847771787,17429.8591423605,29840.0879586667,14981.7757413422,49858.2217661208,14981.7757413422,29881.4943733326,29881.4943733326,29881.4943733326,29840.0879586667,29840.0879586667,49775.3849456787,49816.8033558994,49816.8033558994,49816.8033558994,17429.8591423605,17471.2775525818,99.9844049355015,29940.0723636022,99.9844049355015,17429.8591423605,99.9844049355015,0,32752.7905887353,34735.1031874,99.9844049355015,1606.71777798303,17429.8591423605,14981.7757413422,17471.2775525818,30605.6200469435,0,14981.7757413422,17471.2775525818,17471.2775525818,49916.7757652795,34735.1031874,34293.7951396583,141.390819601388,141.390819601388,141.390819601388,99.9844049355015,141.390819601388,99.9844049355015,141.390819601388,99.9844049355015,141.390819601388,99.9844049355015,141.390819601388,241.363228981604,99.9844049355015,29881.4943733326,52588.9068730141,19716.4550550421,47768.7895257307,599.834456280689,33993.8779115179,14040.6056466998
"amp_2017_3",199.968809871003,32952.9153408246,19711.9090358365,34793.6092043367,2754.96792817666,19753.3274460578,15023.1941515636,34793.6092043367,34793.6092043367,34835.0276145573,34835.0276145573,31190.296358552,32453.0532939241,34793.6092043367,32453.0532939241,19753.3274460578,34793.6092043367,34835.0276145573,34835.0276145573,99.9844049355015,0,19653.3550366777,19711.9090358365,32411.6348837027,44821.8637000088,0,34876.4460247787,0,44863.2701146748,44863.2701146748,44863.2701146748,44821.8637000088,44821.8637000088,34793.6092043367,34835.0276145573,34835.0276145573,34835.0276145573,32411.6348837027,32453.0532939241,15023.1941515636,44921.8481049443,15023.1941515636,32411.6348837027,15023.1941515636,14981.7757413422,17771.014847393,19753.3274460578,15023.1941515636,16588.4935193253,32411.6348837027,0,32453.0532939241,45587.3957882857,14981.7757413422,0,32453.0532939241,32453.0532939241,34935.0000239375,19753.3274460578,19312.019398316,14923.2217421835,14923.2217421835,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15023.1941515636,14923.2217421835,15140.3021498812,15023.1941515636,44863.2701146747,37607.131131672,34698.2307963843,32787.0137843886,15581.6101976229,19012.1021701756,941.170094642427
"mon_2017_4",32453.0532939241,499.862046900555,52164.9623297603,67246.6624982604,29756.6513604615,52206.3807399817,17429.8591423605,67246.6624982604,67246.6624982604,67288.0809084811,67288.0809084811,63643.3496524758,199.968809871003,67246.6624982604,0,52206.3807399817,67246.6624982604,67288.0809084811,67288.0809084811,32411.6348837027,32453.0532939241,52106.4083306015,52164.9623297603,99.9844049355015,13202.908841222,32453.0532939241,67329.4993187024,32453.0532939241,13244.315255888,13244.315255888,13244.315255888,13202.908841222,13202.908841222,67246.6624982604,67288.0809084811,67288.0809084811,67288.0809084811,99.9844049355015,199.968809871003,17429.8591423605,13302.8932461575,17429.8591423605,99.9844049355015,17429.8591423605,17471.2775525818,50224.0681413169,52206.3807399817,17429.8591423605,15864.5597745988,99.9844049355015,32453.0532939241,0,13968.4409294989,17471.2775525818,32453.0532939241,0,0,67388.0533178612,52206.3807399817,51765.0726922399,17529.8315517405,17529.8315517405,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17312.7511440429,17429.8591423605,13244.315255888,70060.1844255957,3079.2759375974,65240.0670783123,16871.4430963011,51465.1554640995,31511.8831992816
"mon_2017_1",32453.0532939241,499.862046900555,52164.9623297603,67246.6624982604,29756.6513604615,52206.3807399817,17429.8591423605,67246.6624982604,67246.6624982604,67288.0809084811,67288.0809084811,63643.3496524758,199.968809871003,67246.6624982604,0,52206.3807399817,67246.6624982604,67288.0809084811,67288.0809084811,32411.6348837027,32453.0532939241,52106.4083306015,52164.9623297603,99.9844049355015,13202.908841222,32453.0532939241,67329.4993187024,32453.0532939241,13244.315255888,13244.315255888,13244.315255888,13202.908841222,13202.908841222,67246.6624982604,67288.0809084811,67288.0809084811,67288.0809084811,99.9844049355015,199.968809871003,17429.8591423605,13302.8932461575,17429.8591423605,99.9844049355015,17429.8591423605,17471.2775525818,50224.0681413169,52206.3807399817,17429.8591423605,15864.5597745988,99.9844049355015,32453.0532939241,0,13968.4409294989,17471.2775525818,32453.0532939241,0,0,67388.0533178612,52206.3807399817,51765.0726922399,17529.8315517405,17529.8315517405,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17429.8591423605,17529.8315517405,17312.7511440429,17429.8591423605,13244.315255888,70060.1844255957,3079.2759375974,65240.0670783123,16871.4430963011,51465.1554640995,31511.8831992816
"gm_2017_6",35017.8368443801,67887.9153647617,15223.090988101,141.390819600812,37689.9679521141,15264.5093983223,49958.1941755009,141.390819600812,141.390819600812,99.9724093801342,99.9724093801342,3744.7036653855,67388.0533178612,141.390819600812,67388.0533178612,15264.5093983223,141.390819600812,99.9724093801342,99.9724093801342,34976.4184341588,34935.0000239375,15281.6449872598,15223.090988101,67346.6349076398,79756.8637239459,34935.0000239375,141.39081960147,34935.0000239375,79798.2701386119,79798.2701386119,79798.2701386119,79756.8637239459,79756.8637239459,141.390819600812,99.9724093801342,99.9724093801342,99.9724093801342,67346.6349076398,67388.0533178612,49958.1941755009,79856.8481288815,49958.1941755009,67346.6349076398,49958.1941755009,49916.7757652795,17163.9851765444,15264.5093983223,49958.1941755009,51523.4935432626,67346.6349076398,34935.0000239375,67388.0533178612,80522.3958122228,49916.7757652795,34935.0000239375,67388.0533178612,67388.0533178612,0,15264.5093983223,15622.9806256214,49858.2217661209,49858.2217661209,49858.2217661209,49958.1941755009,49858.2217661209,49958.1941755009,49858.2217661209,49958.1941755009,49858.2217661209,49958.1941755009,49858.2217661209,50075.3021738185,49958.1941755009,79798.2701386119,2754.96792817592,69633.2308203214,2147.9862395489,50516.6102215602,15922.8978537618,35876.1701185799
"and_2017_6",19836.1642665005,52706.2427868822,99.9844049355015,15123.1185787215,22508.2953742345,0,34776.5215976214,15123.1185787215,15123.1185787215,15164.5369889422,15164.5369889422,11519.8057329369,52206.3807399817,15123.1185787215,52206.3807399817,0,15123.1185787215,15164.5369889422,15164.5369889422,19794.7458562791,19753.3274460578,241.375224536972,99.9844049355015,52164.9623297603,64575.1911460664,19753.3274460578,15205.9553991635,19753.3274460578,64616.5975607323,64616.5975607323,64616.5975607323,64575.1911460664,64575.1911460664,15123.1185787215,15164.5369889422,15164.5369889422,15164.5369889422,52164.9623297603,52206.3807399817,34776.5215976214,64675.1755510019,34776.5215976214,52164.9623297603,34776.5215976214,34735.1031874,1982.31259866476,0,34776.5215976214,36341.8209653831,52164.9623297603,19753.3274460578,52206.3807399817,65340.7232343432,34735.1031874,19753.3274460578,52206.3807399817,52206.3807399817,15264.5093983223,0,441.308047741756,34676.5491882414,34676.5491882414,34676.5491882414,34776.5215976214,34676.5491882414,34776.5215976214,34676.5491882414,34776.5215976214,34676.5491882414,34776.5215976214,34676.5491882414,34893.629595939,34776.5215976214,64616.5975607323,17936.6405060569,54451.5582424419,13116.5231587735,35334.9376436807,741.225275882159,20694.4975407002
"and_2017",19394.8562187587,52264.9347391405,399.88963752042,15481.5898060206,22066.9873264927,441.308047741756,34335.2135498796,15481.5898060206,15481.5898060206,15523.0082162413,15523.0082162413,11878.2769602359,51765.0726922399,15481.5898060206,51765.0726922399,441.308047741756,15481.5898060206,15523.0082162413,15523.0082162413,19353.4378085374,19312.019398316,341.335638361622,399.88963752042,51723.6542820186,64133.8830983246,19312.019398316,15564.4266264626,19312.019398316,64175.2895129906,64175.2895129906,64175.2895129906,64133.8830983246,64133.8830983246,15481.5898060206,15523.0082162413,15523.0082162413,15523.0082162413,51723.6542820186,51765.0726922399,34335.2135498796,64233.8675032601,34335.2135498796,51723.6542820186,34335.2135498796,34293.7951396583,1541.004550923,441.308047741756,34335.2135498796,35900.5129176413,51723.6542820186,19312.019398316,51765.0726922399,64899.4151866015,34293.7951396583,19312.019398316,51765.0726922399,51765.0726922399,15622.9806256214,441.308047741756,0,34235.2411404996,34235.2411404996,34235.2411404996,34335.2135498796,34235.2411404996,34335.2135498796,34235.2411404996,34335.2135498796,34235.2411404996,34335.2135498796,34235.2411404996,34452.3215481972,34335.2135498796,64175.2895129906,18295.111733356,54010.2501947002,13474.9943860725,34893.629595939,299.917228140403,20253.1894929585
"ir_2017_16",14923.2217421835,18029.693598641,34635.13077802,49716.8309465201,12226.819808721,34676.5491882414,99.9724093800178,49716.8309465201,49716.8309465201,49758.2493567407,49758.2493567407,46113.5181007354,17529.8315517405,49716.8309465201,17529.8315517405,34676.5491882414,49716.8309465201,49758.2493567407,49758.2493567407,14881.8033319622,14923.2217421835,34576.5767788612,34635.13077802,17488.4131415192,29898.6419578253,14923.2217421835,49799.6677669621,14923.2217421835,29940.0483724913,29940.0483724913,29940.0483724913,29898.6419578253,29898.6419578253,49716.8309465201,49758.2493567407,49758.2493567407,49758.2493567407,17488.4131415192,17529.8315517405,99.9724093800178,29998.6263627608,99.9724093800178,17488.4131415192,99.9724093800178,141.390819601388,32694.2365895766,34676.5491882414,99.9724093800178,1665.27177714172,17488.4131415192,14923.2217421835,17529.8315517405,30664.1740461022,141.390819601388,14923.2217421835,17529.8315517405,17529.8315517405,49858.2217661209,34676.5491882414,34235.2411404996,0,0,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,382.754048582958,99.9724093800178,29940.0483724913,52530.3528738554,19775.0090542007,47710.235526572,741.225275882043,33935.3239123592,13982.0516475411
"ir_2017_18",14923.2217421835,18029.693598641,34635.13077802,49716.8309465201,12226.819808721,34676.5491882414,99.9724093800178,49716.8309465201,49716.8309465201,49758.2493567407,49758.2493567407,46113.5181007354,17529.8315517405,49716.8309465201,17529.8315517405,34676.5491882414,49716.8309465201,49758.2493567407,49758.2493567407,14881.8033319622,14923.2217421835,34576.5767788612,34635.13077802,17488.4131415192,29898.6419578253,14923.2217421835,49799.6677669621,14923.2217421835,29940.0483724913,29940.0483724913,29940.0483724913,29898.6419578253,29898.6419578253,49716.8309465201,49758.2493567407,49758.2493567407,49758.2493567407,17488.4131415192,17529.8315517405,99.9724093800178,29998.6263627608,99.9724093800178,17488.4131415192,99.9724093800178,141.390819601388,32694.2365895766,34676.5491882414,99.9724093800178,1665.27177714172,17488.4131415192,14923.2217421835,17529.8315517405,30664.1740461022,141.390819601388,14923.2217421835,17529.8315517405,17529.8315517405,49858.2217661209,34676.5491882414,34235.2411404996,0,0,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,99.9724093800178,0,382.754048582958,99.9724093800178,29940.0483724913,52530.3528738554,19775.0090542007,47710.235526572,741.225275882043,33935.3239123592,13982.0516475411
